,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,257.363431054,249.73803602299998,221.862640992,206.912640992,217.512640992,243.06264099199998,218.385665837,210.534085713,193.332505589,175.180925465,155.129345341,138.00395031,119.00395031,97.15395031,87.65395031,72.45395031,44.802370186,6.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Coal Gasification + ammonia synthesis,77.89999999999999,76.95,57.8,56.849999999999994,47.15,54.949999999999996,43.8,65.55,61.75,57.949999999999996,54.15,46.55,38.949999999999996,31.349999999999998,16.15,8.549999999999999,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,0.0,16.15,25.65,32.3,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,31.349999999999998,11.399999999999999,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Electrolyser + SMR + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,2.8499999999999996,3.8,4.75,5.699999999999999,6.6499999999999995,7.6,9.5,11.399999999999999,12.35,12.35,12.35,12.35,12.35,12.35,12.35,8.15,8.15,8.15,8.15,9.2,8.15,12.35,8.15
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,1.575395031,5.050790062,6.700790061999999,9.576185093,10.526185093,11.476185093,13.376185093,16.226185092999998,18.126185093,20.976185092999998,21.926185093,22.876185093,22.876185093,22.876185093,22.876185093,22.876185093,22.876185093,17.276185093,17.276185093,17.276185093,17.276185093,22.876185093,21.476185092999998,22.876185093,17.276185093
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,5.875395031,12.100790062,25.726185092999998,43.801580124,66.626975155,83.72697515499999,108.426975155,128.376975155,141.67697515499998,164.476975155,182.526975155,212.00237018599998,238.602370186,266.152370186,292.752370186,323.152370186,355.452370186,381.80237018599996,385.694280079,388.652370186,384.44964787199996,391.55237018599996,400.102370186,412.452370186,420.80237018599996
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,5.5253950309999995,12.100790062,25.726185092999998,43.801580124,64.72697515499999,83.752370186,116.05237018599999,138.852370186,176.852370186,196.802370186,226.25237018599998,250.97776521699998,278.52776521699997,299.427765217,325.077765217,351.677765217,380.177765217,398.677765217,401.81726547799997,406.47776521699996,402.76726547799996,410.577765217,419.127765217,421.97776521699996,428.32102397799997
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Natural Gas ATR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,6.325395030999999,9.525395031,12.400790061999999,14.300790061999999,17.176185093,17.176185093,17.176185093,20.026185093,20.026185093,23.826185093,30.501580124,36.226975155,40.976975155,40.976975155,40.976975155,40.976975155,40.976975155,40.976975155,40.850650916999996,40.976975155,40.771956005,40.976975155,40.976975155,40.976975155,40.976975155
4,Oversized ATR + CCS,0.0,0.0,0.0,0.0,0.0,0.0,4.075395031,5.750790062,11.476185093,17.201580124,21.026975155,21.026975155,21.026975155,23.876975155,24.826975155,27.676975154999997,34.352370186,40.077765217,41.977765217,42.927765217,42.927765217,42.927765217,42.927765217,43.877765217,43.877765217,43.877765217,43.735908185999996,43.877765217,44.827765217,44.827765217,44.827765217
6,Natural Gas SMR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
13,ESMR Gas + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,3.8,6.6499999999999995,9.5,18.05,24.725395030999998,32.350790062,37.100790062,37.100790062,38.050790062,39.000790062,39.000790062,38.650790062,39.600790062,40.550790062,41.023176520999996,41.850790062,41.850790062,41.850790062,41.500790062
9,GHR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,6.6499999999999995,14.25,25.65,28.5,29.45,29.45,30.4,31.349999999999998,31.349999999999998,31.349999999999998,32.3,32.3,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,34.199999999999996,35.15,35.15
14,Methane Pyrolysis + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6499999999999995,12.35,19.0,23.75,30.4,38.975395031,46.600790062,51.350790061999994,51.350790061999994,51.350790061999994,51.350790061999994,52.300790062,48.450790061999996,49.029528524999996,47.953851287,47.66593362,52.300790062,52.300790062,52.300790062,47.423239042
11,Biomass Digestion + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,2.8499999999999996,4.75,5.699999999999999,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995,4.2,4.2,4.2,4.2,5.25,5.25,6.6499999999999995,4.2
12,Biomass Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,2.8499999999999996,4.75,6.6499999999999995,7.6,7.6,7.6,7.6,7.6,7.6,7.6,5.1499999999999995,5.1499999999999995,5.1499999999999995,5.1499999999999995,7.25,6.199999999999999,7.6,5.1499999999999995
18,Waste to ammonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,15.2,25.65,43.699999999999996,63.65,73.14999999999999,85.5,91.19999999999999,95.0,103.55,111.14999999999999,114.94999999999999,121.6,121.6,121.6,121.6,121.6,123.5,126.35,129.2
