region,country,coordinates,product,technology,annual_production_capacity,year_commissioned,capacity_factor
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln coal,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
North America,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln coal,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Russia,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln coal,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 90%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 90%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 90%,2.19,2005,0.913
Europe,,,Clinker,Dry kiln alternative fuels 90%,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
India,,,Clinker,Dry kiln coal,2.19,2005,0.913
