product,scenario,region,year,value
Ammonia,NZ+Circular,Latin America,2022,3.739210576
Ammonia,NZ+Circular,Africa,2022,3.640689604
Ammonia,NZ+Circular,Middle East,2022,7.158233266
Ammonia,NZ+Circular,Russia,2022,4.73888022
Ammonia,NZ+Circular,Europe,2022,5.884532137
Ammonia,NZ+Circular,China,2022,14.86345558
Ammonia,NZ+Circular,India,2022,6.574306682
Ammonia,NZ+Circular,Rest of Asia,2022,12.7181794
Ammonia,NZ+Circular,Oceania,2022,0.76187008
Ammonium nitrate,NZ+Circular,Global,2022,50.67326351
Ammonium nitrate,NZ+Circular,North America,2022,4.959917245
Ammonium nitrate,NZ+Circular,Latin America,2022,2.94678588
Ammonium nitrate,NZ+Circular,Africa,2022,2.888089203
Ammonium nitrate,NZ+Circular,Middle East,2022,5.62324904
Ammonium nitrate,NZ+Circular,Russia,2022,3.735205708
Ammonium nitrate,NZ+Circular,Europe,2022,4.614738738
Ammonium nitrate,NZ+Circular,China,2022,11.47462562
Ammonium nitrate,NZ+Circular,India,2022,5.215174033
Ammonium nitrate,NZ+Circular,Rest of Asia,2022,8.618566568
Ammonium nitrate,NZ+Circular,Oceania,2022,0.596911476
Urea,NZ+Circular,Global,2022,183.0947405
Urea,NZ+Circular,North America,2022,17.92586624
Urea,NZ+Circular,Latin America,2022,10.66031487
Urea,NZ+Circular,Africa,2022,10.56127562
Urea,NZ+Circular,Middle East,2022,20.23511984
Urea,NZ+Circular,Russia,2022,13.51611561
Urea,NZ+Circular,Europe,2022,16.68449476
Urea,NZ+Circular,China,2022,41.39857932
Urea,NZ+Circular,India,2022,19.07047076
Urea,NZ+Circular,Rest of Asia,2022,30.90404848
Urea,NZ+Circular,Oceania,2022,2.138455002
Ammonia,NZ+Circular,Global,2023,68.09821276
Ammonia,NZ+Circular,North America,2023,6.346729834
Ammonia,NZ+Circular,Latin America,2023,3.864787283
Ammonia,NZ+Circular,Africa,2023,3.840432821
Ammonia,NZ+Circular,Middle East,2023,7.297055584
Ammonia,NZ+Circular,Russia,2023,4.753559182
Ammonia,NZ+Circular,Europe,2023,5.931488038
Ammonia,NZ+Circular,China,2023,15.18007695
Ammonia,NZ+Circular,India,2023,6.810730896
Ammonia,NZ+Circular,Rest of Asia,2023,13.32537141
Ammonia,NZ+Circular,Oceania,2023,0.747980764
Ammonium nitrate,NZ+Circular,Global,2023,51.37765983
Ammonium nitrate,NZ+Circular,North America,2023,5.008584839
Ammonium nitrate,NZ+Circular,Latin America,2023,3.048609513
Ammonium nitrate,NZ+Circular,Africa,2023,3.058237186
Ammonium nitrate,NZ+Circular,Middle East,2023,5.729876125
Ammonium nitrate,NZ+Circular,Russia,2023,3.757100077
Ammonium nitrate,NZ+Circular,Europe,2023,4.653788137
Ammonium nitrate,NZ+Circular,China,2023,11.63782678
Ammonium nitrate,NZ+Circular,India,2023,5.429711453
Ammonium nitrate,NZ+Circular,Rest of Asia,2023,8.467404965
Ammonium nitrate,NZ+Circular,Oceania,2023,0.586520751
Urea,NZ+Circular,Global,2023,184.999213
Urea,NZ+Circular,North America,2023,18.04960643
Urea,NZ+Circular,Latin America,2023,10.97847197
Urea,NZ+Circular,Africa,2023,11.18517976
Urea,NZ+Circular,Middle East,2023,20.47800648
Urea,NZ+Circular,Russia,2023,13.57406383
Urea,NZ+Circular,Europe,2023,16.78388639
Urea,NZ+Circular,China,2023,41.72443247
Urea,NZ+Circular,India,2023,19.89492736
Urea,NZ+Circular,Rest of Asia,2023,30.23936834
Urea,NZ+Circular,Oceania,2023,2.091269958
Ammonia,NZ+Circular,Global,2024,69.91095269
Ammonia,NZ+Circular,North America,2024,6.394926748
Ammonia,NZ+Circular,Latin America,2024,3.98896683
Ammonia,NZ+Circular,Africa,2024,4.039090237
Ammonia,NZ+Circular,Middle East,2024,7.433173145
Ammonia,NZ+Circular,Russia,2024,4.76687539
Ammonia,NZ+Circular,Europe,2024,5.981349364
Ammonia,NZ+Circular,China,2024,15.53610217
Ammonia,NZ+Circular,India,2024,7.04644105
Ammonia,NZ+Circular,Rest of Asia,2024,13.99023249
Ammonia,NZ+Circular,Oceania,2024,0.733795256
Ammonium nitrate,NZ+Circular,Global,2024,52.07423532
Ammonium nitrate,NZ+Circular,North America,2024,5.056552162
Ammonium nitrate,NZ+Circular,Latin America,2024,3.14990035
Ammonium nitrate,NZ+Circular,Africa,2024,3.228291157
Ammonium nitrate,NZ+Circular,Middle East,2024,5.835133071
Ammonium nitrate,NZ+Circular,Russia,2024,3.77809349
Ammonium nitrate,NZ+Circular,Europe,2024,4.692238334
Ammonium nitrate,NZ+Circular,China,2024,11.80076287
Ammonium nitrate,NZ+Circular,India,2024,5.644457853
Ammonium nitrate,NZ+Circular,Rest of Asia,2024,8.312923079
Ammonium nitrate,NZ+Circular,Oceania,2024,0.575882954
Urea,NZ+Circular,Global,2024,186.8866089
Urea,NZ+Circular,North America,2024,18.17197667
Urea,NZ+Circular,Latin America,2024,11.29482252
Urea,NZ+Circular,Africa,2024,11.80688414
Urea,NZ+Circular,Middle East,2024,20.71816213
Urea,NZ+Circular,Russia,2024,13.63019142
Urea,NZ+Circular,Europe,2024,16.88213638
Urea,NZ+Circular,China,2024,42.0506844
Urea,NZ+Circular,India,2024,20.71710029
Urea,NZ+Circular,Rest of Asia,2024,29.57085734
Urea,NZ+Circular,Oceania,2024,2.043793561
Ammonia,NZ+Circular,Global,2025,78.34374907
Ammonia,NZ+Circular,North America,2025,7.140547471
Ammonia,NZ+Circular,Latin America,2025,4.35143389
Ammonia,NZ+Circular,Africa,2025,4.486534224
Ammonia,NZ+Circular,Middle East,2025,8.045946157
Ammonia,NZ+Circular,Russia,2025,4.840081585
Ammonia,NZ+Circular,Europe,2025,7.223621022
Ammonia,NZ+Circular,China,2025,16.45575246
Ammonia,NZ+Circular,India,2025,7.281417328
Ammonia,NZ+Circular,Rest of Asia,2025,17.79910486
Ammonia,NZ+Circular,Oceania,2025,0.719310072
Ammonium nitrate,NZ+Circular,Global,2025,52.76301217
Ammonium nitrate,NZ+Circular,North America,2025,5.10382674
Ammonium nitrate,NZ+Circular,Latin America,2025,3.250661487
Ammonium nitrate,NZ+Circular,Africa,2025,3.398240489
Ammonium nitrate,NZ+Circular,Middle East,2025,5.939029587
Ammonium nitrate,NZ+Circular,Russia,2025,3.798219228
Ammonium nitrate,NZ+Circular,Europe,2025,4.730090694
Ammonium nitrate,NZ+Circular,China,2025,11.96344121
Ammonium nitrate,NZ+Circular,India,2025,5.859381265
Ammonium nitrate,NZ+Circular,Rest of Asia,2025,8.155125718
Ammonium nitrate,NZ+Circular,Oceania,2025,0.56499575
Urea,NZ+Circular,Global,2025,188.7569766
Urea,NZ+Circular,North America,2025,18.29298901
Urea,NZ+Circular,Latin America,2025,11.60939106
Urea,NZ+Circular,Africa,2025,12.42642072
Urea,NZ+Circular,Middle East,2025,20.95560079
Urea,NZ+Circular,Russia,2025,13.68456701
Urea,NZ+Circular,Europe,2025,16.97924308
Urea,NZ+Circular,China,2025,42.37732409
Urea,NZ+Circular,India,2025,21.53699554
Urea,NZ+Circular,Rest of Asia,2025,28.89843142
Urea,NZ+Circular,Oceania,2025,1.99601385
Ammonia,NZ+Circular,Global,2026,83.38482019
Ammonia,NZ+Circular,North America,2026,7.495941527
Ammonia,NZ+Circular,Latin America,2026,4.586840058
Ammonia,NZ+Circular,Africa,2026,4.777235363
Ammonia,NZ+Circular,Middle East,2026,8.425514813
Ammonia,NZ+Circular,Russia,2026,4.936057381
Ammonia,NZ+Circular,Europe,2026,7.761423285
Ammonia,NZ+Circular,China,2026,17.28291398
Ammonia,NZ+Circular,India,2026,7.529248964
Ammonia,NZ+Circular,Rest of Asia,2026,19.87575323
Ammonia,NZ+Circular,Oceania,2026,0.713891586
Ammonium nitrate,NZ+Circular,Global,2026,53.91664761
Ammonium nitrate,NZ+Circular,North America,2026,5.198602326
Ammonium nitrate,NZ+Circular,Latin America,2026,3.37075954
Ammonium nitrate,NZ+Circular,Africa,2026,3.571958139
Ammonium nitrate,NZ+Circular,Middle East,2026,6.096604063
Ammonium nitrate,NZ+Circular,Russia,2026,3.865250858
Ammonium nitrate,NZ+Circular,Europe,2026,4.81245229
Ammonium nitrate,NZ+Circular,China,2026,12.24420137
Ammonium nitrate,NZ+Circular,India,2026,6.08817047
Ammonium nitrate,NZ+Circular,Rest of Asia,2026,8.107345196
Ammonium nitrate,NZ+Circular,Oceania,2026,0.561303354
Urea,NZ+Circular,Global,2026,189.379306
Urea,NZ+Circular,North America,2026,18.30319558
Urea,NZ+Circular,Latin America,2026,11.80536999
Urea,NZ+Circular,Africa,2026,12.83194438
Urea,NZ+Circular,Middle East,2026,21.07338123
Urea,NZ+Circular,Russia,2026,13.68049147
Urea,NZ+Circular,Europe,2026,16.97458543
Urea,NZ+Circular,China,2026,42.49506046
Urea,NZ+Circular,India,2026,22.02446042
Urea,NZ+Circular,Rest of Asia,2026,28.24184582
Urea,NZ+Circular,Oceania,2026,1.948971249
Ammonia,NZ+Circular,Global,2027,96.69672613
Ammonia,NZ+Circular,North America,2027,8.713886291
Ammonia,NZ+Circular,Latin America,2027,5.119446155
Ammonia,NZ+Circular,Africa,2027,5.378421907
Ammonia,NZ+Circular,Middle East,2027,9.398291296
Ammonia,NZ+Circular,Russia,2027,5.112615049
Ammonia,NZ+Circular,Europe,2027,9.775590773
Ammonia,NZ+Circular,China,2027,18.84159013
Ammonia,NZ+Circular,India,2027,7.77665684
Ammonia,NZ+Circular,Rest of Asia,2027,25.87283556
Ammonia,NZ+Circular,Oceania,2027,0.707392131
Ammonium nitrate,NZ+Circular,Global,2027,55.0624728
Ammonium nitrate,NZ+Circular,North America,2027,5.292508379
Ammonium nitrate,NZ+Circular,Latin America,2027,3.491051531
Ammonium nitrate,NZ+Circular,Africa,2027,3.747812546
Ammonium nitrate,NZ+Circular,Middle East,2027,6.252534967
Ammonium nitrate,NZ+Circular,Russia,2027,3.935004287
Ammonium nitrate,NZ+Circular,Europe,2027,4.894026674
Ammonium nitrate,NZ+Circular,China,2027,12.52360509
Ammonium nitrate,NZ+Circular,India,2027,6.318981759
Ammonium nitrate,NZ+Circular,Rest of Asia,2027,8.050172663
Ammonium nitrate,NZ+Circular,Oceania,2027,0.556774897
Urea,NZ+Circular,Global,2027,189.984582
Urea,NZ+Circular,North America,2027,18.3123176
Urea,NZ+Circular,Latin America,2027,11.99848101
Urea,NZ+Circular,Africa,2027,13.23192757
Urea,NZ+Circular,Middle East,2027,21.18890693
Urea,NZ+Circular,Russia,2027,13.68310909
Urea,NZ+Circular,Europe,2027,16.9690619
Urea,NZ+Circular,China,2027,42.61483744
Urea,NZ+Circular,India,2027,22.50231975
Urea,NZ+Circular,Rest of Asia,2027,27.58224789
Urea,NZ+Circular,Oceania,2027,1.901372799
Ammonia,NZ+Circular,Global,2028,112.6236852
Ammonia,NZ+Circular,North America,2028,10.17793207
Ammonia,NZ+Circular,Latin America,2028,5.737723401
Ammonia,NZ+Circular,Africa,2028,6.069555728
Ammonia,NZ+Circular,Middle East,2028,10.54123053
Ammonia,NZ+Circular,Russia,2028,5.313092306
Ammonia,NZ+Circular,Europe,2028,12.22039141
Ammonia,NZ+Circular,China,2028,20.7095741
Ammonia,NZ+Circular,India,2028,8.024437534
Ammonia,NZ+Circular,Rest of Asia,2028,33.12969892
Ammonia,NZ+Circular,Oceania,2028,0.700049181
Ammonium nitrate,NZ+Circular,Global,2028,56.20049981
Ammonium nitrate,NZ+Circular,North America,2028,5.385551724
Ammonium nitrate,NZ+Circular,Latin America,2028,3.611517604
Ammonium nitrate,NZ+Circular,Africa,2028,3.925747374
Ammonium nitrate,NZ+Circular,Middle East,2028,6.406816405
Ammonium nitrate,NZ+Circular,Russia,2028,4.00572035
Ammonium nitrate,NZ+Circular,Europe,2028,4.974817618
Ammonium nitrate,NZ+Circular,China,2028,12.80167891
Ammonium nitrate,NZ+Circular,India,2028,6.552324115
Ammonium nitrate,NZ+Circular,Rest of Asia,2028,7.984743882
Ammonium nitrate,NZ+Circular,Oceania,2028,0.551581829
Urea,NZ+Circular,Global,2028,190.5728308
Urea,NZ+Circular,North America,2028,18.32035403
Urea,NZ+Circular,Latin America,2028,12.18874514
Urea,NZ+Circular,Africa,2028,13.62644684
Urea,NZ+Circular,Middle East,2028,21.30213894
Urea,NZ+Circular,Russia,2028,13.68856408
Urea,NZ+Circular,Europe,2028,16.96266405
Urea,NZ+Circular,China,2028,42.73661512
Urea,NZ+Circular,India,2028,22.97195906
Urea,NZ+Circular,Rest of Asia,2028,26.92177547
Urea,NZ+Circular,Oceania,2028,1.853568031
Ammonia,NZ+Circular,Global,2029,129.3367976
Ammonia,NZ+Circular,North America,2029,11.68255047
Ammonia,NZ+Circular,Latin America,2029,6.371121765
Ammonia,NZ+Circular,Africa,2029,6.777072402
Ammonia,NZ+Circular,Middle East,2029,11.71326632
Ammonia,NZ+Circular,Russia,2029,5.518421613
Ammonia,NZ+Circular,Europe,2029,14.74931415
Ammonia,NZ+Circular,China,2029,22.76786014
Ammonia,NZ+Circular,India,2029,8.272854396
Ammonia,NZ+Circular,Rest of Asia,2029,40.79238636
Ammonia,NZ+Circular,Oceania,2029,0.691949986
Ammonium nitrate,NZ+Circular,Global,2029,57.33071364
Ammonium nitrate,NZ+Circular,North America,2029,5.477727203
Ammonium nitrate,NZ+Circular,Latin America,2029,3.732137816
Ammonium nitrate,NZ+Circular,Africa,2029,4.105704367
Ammonium nitrate,NZ+Circular,Middle East,2029,6.559454899
Ammonium nitrate,NZ+Circular,Russia,2029,4.076705896
Ammonium nitrate,NZ+Circular,Europe,2029,5.054835582
Ammonium nitrate,NZ+Circular,China,2029,13.07844864
Ammonium nitrate,NZ+Circular,India,2029,6.788352877
Ammonium nitrate,NZ+Circular,Rest of Asia,2029,7.911550946
Ammonium nitrate,NZ+Circular,Oceania,2029,0.545795415
Urea,NZ+Circular,Global,2029,191.1440197
Urea,NZ+Circular,North America,2029,18.32727812
Urea,NZ+Circular,Latin America,2029,12.37618151
Urea,NZ+Circular,Africa,2029,14.01556939
Urea,NZ+Circular,Middle East,2029,21.41306609
Urea,NZ+Circular,Russia,2029,13.69532868
Urea,NZ+Circular,Europe,2029,16.95539848
Urea,NZ+Circular,China,2029,42.86035465
Urea,NZ+Circular,India,2029,23.43398458
Urea,NZ+Circular,Rest of Asia,2029,26.2611698
Urea,NZ+Circular,Oceania,2029,1.805688367
Ammonia,NZ+Circular,Global,2030,146.1525548
Ammonia,NZ+Circular,North America,2030,13.14552776
Ammonia,NZ+Circular,Latin America,2030,6.991374989
Ammonia,NZ+Circular,Africa,2030,7.47151758
Ammonia,NZ+Circular,Middle East,2030,12.85791399
Ammonia,NZ+Circular,Russia,2030,5.720858529
Ammonia,NZ+Circular,Europe,2030,17.22549644
Ammonia,NZ+Circular,China,2030,24.98737016
Ammonia,NZ+Circular,India,2030,8.521998533
Ammonia,NZ+Circular,Rest of Asia,2030,48.54736399
Ammonia,NZ+Circular,Oceania,2030,0.68313279
Ammonium nitrate,NZ+Circular,Global,2030,58.45310649
Ammonium nitrate,NZ+Circular,North America,2030,5.569049453
Ammonium nitrate,NZ+Circular,Latin America,2030,3.852886662
Ammonium nitrate,NZ+Circular,Africa,2030,4.287636395
Ammonium nitrate,NZ+Circular,Middle East,2030,6.710453107
Ammonium nitrate,NZ+Circular,Russia,2030,4.147619017
Ammonium nitrate,NZ+Circular,Europe,2030,5.134081293
Ammonium nitrate,NZ+Circular,China,2030,13.35393947
Ammonium nitrate,NZ+Circular,India,2030,7.027109501
Ammonium nitrate,NZ+Circular,Rest of Asia,2030,7.83087759
Ammonium nitrate,NZ+Circular,Oceania,2030,0.539454002
Urea,NZ+Circular,Global,2030,191.6981316
Urea,NZ+Circular,North America,2030,18.33310672
Urea,NZ+Circular,Latin America,2030,12.56079552
Urea,NZ+Circular,Africa,2030,14.3993817
Urea,NZ+Circular,Middle East,2030,21.52166943
Urea,NZ+Circular,Russia,2030,13.70264243
Urea,NZ+Circular,Europe,2030,16.94725094
Urea,NZ+Circular,China,2030,42.98601814
Urea,NZ+Circular,India,2030,23.88874699
Urea,NZ+Circular,Rest of Asia,2030,25.60072577
Urea,NZ+Circular,Oceania,2030,1.757793977
Ammonia,NZ+Circular,Global,2031,180.6667924
Ammonia,NZ+Circular,North America,2031,16.20291353
Ammonia,NZ+Circular,Latin America,2031,8.134473795
Ammonia,NZ+Circular,Africa,2031,8.603498324
Ammonia,NZ+Circular,Middle East,2031,15.06175614
Ammonia,NZ+Circular,Russia,2031,6.027164625
Ammonia,NZ+Circular,Europe,2031,22.48725981
Ammonia,NZ+Circular,China,2031,28.21211867
Ammonia,NZ+Circular,India,2031,8.695514113
Ammonia,NZ+Circular,Rest of Asia,2031,66.54335929
Ammonia,NZ+Circular,Oceania,2031,0.698734145
Ammonium nitrate,NZ+Circular,Global,2031,59.43469488
Ammonium nitrate,NZ+Circular,North America,2031,5.651594455
Ammonium nitrate,NZ+Circular,Latin America,2031,3.962317684
Ammonium nitrate,NZ+Circular,Africa,2031,4.35321244
Ammonium nitrate,NZ+Circular,Middle East,2031,6.84734941
Ammonium nitrate,NZ+Circular,Russia,2031,4.208838995
Ammonium nitrate,NZ+Circular,Europe,2031,5.219436205
Ammonium nitrate,NZ+Circular,China,2031,13.44992358
Ammonium nitrate,NZ+Circular,India,2031,7.190159523
Ammonium nitrate,NZ+Circular,Rest of Asia,2031,7.998658969
Ammonium nitrate,NZ+Circular,Oceania,2031,0.553203616
Urea,NZ+Circular,Global,2031,191.3378997
Urea,NZ+Circular,North America,2031,18.26964113
Urea,NZ+Circular,Latin America,2031,12.67375625
Urea,NZ+Circular,Africa,2031,14.30528077
Urea,NZ+Circular,Middle East,2031,21.53852886
Urea,NZ+Circular,Russia,2031,13.64826542
Urea,NZ+Circular,Europe,2031,16.92784357
Urea,NZ+Circular,China,2031,42.64152356
Urea,NZ+Circular,India,2031,23.8734161
Urea,NZ+Circular,Rest of Asia,2031,25.69494362
Urea,NZ+Circular,Oceania,2031,1.764700467
Ammonia,NZ+Circular,Global,2032,211.1653578
Ammonia,NZ+Circular,North America,2032,18.76615068
Ammonia,NZ+Circular,Latin America,2032,9.107752737
Ammonia,NZ+Circular,Africa,2032,9.557797741
Ammonia,NZ+Circular,Middle East,2032,16.92527398
Ammonia,NZ+Circular,Russia,2032,6.289461315
Ammonia,NZ+Circular,Europe,2032,26.93083827
Ammonia,NZ+Circular,China,2032,31.29781113
Ammonia,NZ+Circular,India,2032,8.869178115
Ammonia,NZ+Circular,Rest of Asia,2032,82.7070359
Ammonia,NZ+Circular,Oceania,2032,0.714057915
Ammonium nitrate,NZ+Circular,Global,2032,60.40845502
Ammonium nitrate,NZ+Circular,North America,2032,5.733448438
Ammonium nitrate,NZ+Circular,Latin America,2032,4.071846794
Ammonium nitrate,NZ+Circular,Africa,2032,4.417211865
Ammonium nitrate,NZ+Circular,Middle East,2032,6.982614485
Ammonium nitrate,NZ+Circular,Russia,2032,4.269424773
Ammonium nitrate,NZ+Circular,Europe,2032,5.304662123
Ammonium nitrate,NZ+Circular,China,2032,13.54559657
Ammonium nitrate,NZ+Circular,India,2032,7.352361119
Ammonium nitrate,NZ+Circular,Rest of Asia,2032,8.164533632
Ammonium nitrate,NZ+Circular,Oceania,2032,0.566755222
Urea,NZ+Circular,Global,2032,190.960575
Urea,NZ+Circular,North America,2032,18.20487352
Urea,NZ+Circular,Latin America,2032,12.78391244
Urea,NZ+Circular,Africa,2032,14.21111774
Urea,NZ+Circular,Middle East,2032,21.55296451
Urea,NZ+Circular,Russia,2032,13.5930457
Urea,NZ+Circular,Europe,2032,16.9066159
Urea,NZ+Circular,China,2032,42.29749702
Urea,NZ+Circular,India,2032,23.85936157
Urea,NZ+Circular,Rest of Asia,2032,25.77997401
Urea,NZ+Circular,Oceania,2032,1.771212627
Ammonia,NZ+Circular,Global,2033,246.7773804
Ammonia,NZ+Circular,North America,2033,21.82146784
Ammonia,NZ+Circular,Latin America,2033,10.24954831
Ammonia,NZ+Circular,Africa,2033,10.68719399
Ammonia,NZ+Circular,Middle East,2033,19.12514291
Ammonia,NZ+Circular,Russia,2033,6.594130093
Ammonia,NZ+Circular,Europe,2033,32.23231111
Ammonia,NZ+Circular,China,2033,34.95088225
Ammonia,NZ+Circular,India,2033,9.042991812
Ammonia,NZ+Circular,Rest of Asia,2033,101.3446041
Ammonia,NZ+Circular,Oceania,2033,0.729107952
Ammonium nitrate,NZ+Circular,Global,2033,61.37443897
Ammonium nitrate,NZ+Circular,North America,2033,5.814597531
Ammonium nitrate,NZ+Circular,Latin America,2033,4.181466814
Ammonium nitrate,NZ+Circular,Africa,2033,4.479657739
Ammonium nitrate,NZ+Circular,Middle East,2033,7.116239946
Ammonium nitrate,NZ+Circular,Russia,2033,4.329375661
Ammonium nitrate,NZ+Circular,Europe,2033,5.389766898
Ammonium nitrate,NZ+Circular,China,2033,13.64095954
Ammonium nitrate,NZ+Circular,India,2033,7.513717285
Ammonium nitrate,NZ+Circular,Rest of Asia,2033,8.328545456
Ammonium nitrate,NZ+Circular,Oceania,2033,0.580112103
Urea,NZ+Circular,Global,2033,190.5662712
Urea,NZ+Circular,North America,2033,18.13877289
Urea,NZ+Circular,Latin America,2033,12.89125908
Urea,NZ+Circular,Africa,2033,14.11693107
Urea,NZ+Circular,Middle East,2033,21.56495406
Urea,NZ+Circular,Russia,2033,13.53697986
Urea,NZ+Circular,Europe,2033,16.8835905
Urea,NZ+Circular,China,2033,41.95393688
Urea,NZ+Circular,India,2033,23.8465789
Urea,NZ+Circular,Rest of Asia,2033,25.85593046
Urea,NZ+Circular,Oceania,2033,1.777337492
Ammonia,NZ+Circular,Global,2034,282.8062612
Ammonia,NZ+Circular,North America,2034,24.87576561
Ammonia,NZ+Circular,Latin America,2034,11.39066249
Ammonia,NZ+Circular,Africa,2034,11.81525932
Ammonia,NZ+Circular,Middle East,2034,21.32298949
Ammonia,NZ+Circular,Russia,2034,6.897974533
Ammonia,NZ+Circular,Europe,2034,37.54880411
Ammonia,NZ+Circular,China,2034,38.76763676
Ammonia,NZ+Circular,India,2034,9.216956473
Ammonia,NZ+Circular,Rest of Asia,2034,120.2263332
Ammonia,NZ+Circular,Oceania,2034,0.743879263
Ammonium nitrate,NZ+Circular,Global,2034,62.33258438
Ammonium nitrate,NZ+Circular,North America,2034,5.895062707
Ammonium nitrate,NZ+Circular,Latin America,2034,4.291166039
Ammonium nitrate,NZ+Circular,Africa,2034,4.540524233
Ammonium nitrate,NZ+Circular,Middle East,2034,7.248220272
Ammonium nitrate,NZ+Circular,Russia,2034,4.388692989
Ammonium nitrate,NZ+Circular,Europe,2034,5.474748685
Ammonium nitrate,NZ+Circular,China,2034,13.73601358
Ammonium nitrate,NZ+Circular,India,2034,7.674230997
Ammonium nitrate,NZ+Circular,Rest of Asia,2034,8.490652608
Ammonium nitrate,NZ+Circular,Oceania,2034,0.593272277
Urea,NZ+Circular,Global,2034,190.1548521
Urea,NZ+Circular,North America,2034,18.07138429
Urea,NZ+Circular,Latin America,2034,12.99578119
Urea,NZ+Circular,Africa,2034,14.02265249
Urea,NZ+Circular,Middle East,2034,21.57448147
Urea,NZ+Circular,Russia,2034,13.48006889
Urea,NZ+Circular,Europe,2034,16.85876874
Urea,NZ+Circular,China,2034,41.61084149
Urea,NZ+Circular,India,2034,23.8350636
Urea,NZ+Circular,Rest of Asia,2034,25.92273929
Urea,NZ+Circular,Oceania,2034,1.783070599
Ammonia,NZ+Circular,Global,2035,318.6795277
Ammonia,NZ+Circular,North America,2035,27.88790818
Ammonia,NZ+Circular,Latin America,2035,12.51697772
Ammonia,NZ+Circular,Africa,2035,12.92730513
Ammonia,NZ+Circular,Middle East,2035,23.49058436
Ammonia,NZ+Circular,Russia,2035,7.197402193
Ammonia,NZ+Circular,Europe,2035,42.80344072
Ammonia,NZ+Circular,China,2035,42.64511945
Ammonia,NZ+Circular,India,2035,9.39107336
