,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,243.53398100840667,190.00173476727343,148.16559318334382,111.61727571781248,83.98057964280926,64.05175126579724,7.510022555168245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Coal Gasification + ammonia synthesis,85.2488995025938,81.62510223046397,78.00130495833415,74.37750768620431,70.75371041407449,67.12991314194466,48.7151832017026,36.956560646534356,25.19793809136611,16.271715536197863,8.76169298102962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,38.23105871584398,63.89338320034569,85.27172714604204,103.98220066587702,116.69675006731372,82.53311234340795,71.28267967529573,62.191927545988854,46.13472328737511,40.09088243565236,31.770748204310095,12.30219298102962,3.7550112775841225,3.7550112775841225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Electrolyser + SMR + ammonia synthesis,0.0,24.541868064094633,43.79591200979099,61.09018552962596,73.09663493106267,82.43521390663798,71.9574641066114,59.45536101263779,50.36460888333092,36.975275050578546,32.183104624717174,27.191024085911813,11.050522555168245,3.7550112775841225,2.5033408517227485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,3.6237972721298273,7.2475945442596545,10.871391816389481,14.495189088519309,18.118986360649135,20.07875678651051,22.038527212371886,23.998297638233257,18.59386067902082,18.181504258613742,18.181504258613742,12.516704258613743,12.516704258613743,2.5033408517227485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,5.171211277584122,7.130981703445497,9.090752129306871,12.006449401436699,13.258119827298072,13.258119827298072,13.966219827298072,13.966219827298072,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446,15.217890253159446
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,11.414962242250857,17.954456786510512,19.914227212371884,22.829924484501714,25.497794910363087,26.74946533622446,27.457565336224462,27.457565336224462,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721,29.96090618794721
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,15.415735395982402,23.419346673566526,34.419887525289276,53.29282564914185,65.16599607500322,78.2429201934015,89.5725201934015,104.69044703966995,124.8962878913927,141.8906878913927,161.0093878913927,178.7118878913927,201.3710878913927,221.9059878913927,242.4408878913927,271.01271473766116,300.0448147376611,318.45541473766116,321.99591473766117,323.4121147376611,325.5364147376611,327.9085415839296,333.5733415839296,340.19406843019806,348.691268430198
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,18.791705821843777,26.878614371557727,36.87531164368755,51.61626260835428,63.029159880484116,68.52943030634549,89.31215715261393,102.76605715261394,118.01519800433668,134.30149800433668,151.2958980043367,171.12269800433668,188.82519800433667,205.81959800433668,226.35449800433668,246.88939800433667,267.21185169687357,296.2439516968736,299.7844516968736,301.2006516968736,301.2006516968736,302.6168516968736,312.53025169687356,319.6112516968736,328.8165516968736
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,3.6237972721298273,5.583567697991201,7.543338123852576,7.130981703445497,8.382652129306871,9.634322555168245,7.510022555168245,7.510022555168245,1.2516704258613742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
