,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,243.53398100840667,246.86203470094358,246.86203470094358,246.86203470094358,246.86203470094358,249.7777319730734,184.22032192645926,132.7311433833172,99.09852318991571,72.87802711491248,53.821828312039095,40.053453627563975,30.04009022067298,22.530067665504735,15.02004511033649,10.013363406890994,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962,8.76169298102962
1,Coal Gasification + ammonia synthesis,85.2488995025938,85.2488995025938,85.2488995025938,85.2488995025938,85.2488995025938,85.2488995025938,78.13251896378844,71.01613842498307,63.89975788617772,61.77545788617772,59.651157886177714,56.11065788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,52.57015788617772,50.06681703445497,47.563476182732224,43.8084649051481,40.053453627563975,36.29844234997985,32.54343107239573,28.788419794811606,25.033408517227485,21.27839723964336
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,5.912626846268453,8.992853692536906,11.825253692536906,15.613580538805358,18.989550964666734,32.62671164368756,46.67622874311545,50.26671044656095,50.23339487787662,51.864106155460746,51.28722016091504,45.291296042516755,39.707728344525556,38.29152834452556,34.37198749280281,26.697435363495938,24.19409451177319,20.439083234189066,17.93574238246632,16.684071956604942,13.768374684475116,13.768374684475116,13.768374684475116,13.768374684475116,12.516704258613743,12.516704258613743,12.516704258613743,12.516704258613743,12.516704258613743,12.516704258613743
7,Electrolyser + SMR + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,1.2516704258613742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,3.0802268462684532,6.1604536925369064,8.532580538805359,9.240680538805359,9.948780538805359,10.656880538805359,11.364980538805359,11.364980538805359,11.364980538805359,24.110780538805358,30.48368053880536,42.06110738507381,57.639307385073806,65.42840738507381,76.75800738507381,85.2552073850738,100.66887781093519,112.54204823679656,118.75041866265792,120.0020890885193,121.25375951438068,123.92162994024206,133.67050036610343,141.2950707919648,148.21154121782618
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,4.7442536925369065,7.824480538805359,10.196607385073811,10.904707385073813,11.612807385073811,12.320907385073813,13.029007385073811,13.029007385073811,13.029007385073811,18.69380738507381,26.482907385073812,32.85580738507381,43.47730738507381,51.26640738507381,64.26003423134226,74.88153423134226,88.17090465720364,101.70810192933347,102.95977235519483,104.2114427810562,106.87931320691759,108.13098363277896,116.71148090490878,125.04415133077016,134.79302175663153
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,2.3721268462684533,4.7442536925369065,7.116380538805359,7.824480538805359,8.532580538805359,9.240680538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359,9.948780538805359
3,Natural Gas ATR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Oversized ATR + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
