,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,257.363431054,210.397030639,217.46343105399998,218.163431054,231.813431054,254.913431054,236.311060868,220.05948074399998,202.832505589,184.65553043399999,164.654740372,147.554740372,127.604740372,105.754740372,94.32934534099999,79.10395031,58.102370185999995,19.975395030999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Coal Gasification + ammonia synthesis,77.89999999999999,58.683673469999995,76.14999999999999,64.25,59.699999999999996,59.699999999999996,74.1,70.3,66.5,62.699999999999996,58.9,51.3,43.699999999999996,36.1,16.15,8.549999999999999,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,10.45,14.25,25.65,32.3,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,19.0,10.45,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Electrolyser + SMR + ammonia synthesis,0.0,2.8499999999999996,3.8,5.699999999999999,5.699999999999999,6.6499999999999995,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,1.9253950309999999,2.175395031,3.825395031,4.7753950309999995,5.725395031,6.675395031,7.625395031,8.575395031,10.475395031,12.375395031,13.325395031,13.325395031,14.275395030999999,14.275395030999999,14.275395030999999,14.275395030999999,14.275395030999999,9.725395031,9.725395031,9.725395031,9.725395031,11.125395031,10.075395031,14.275395030999999,9.725395031
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,2.875395031,3.750790062,6.726185093,8.651580124,10.551580124,11.501580124,12.451580124,16.251580124,19.101580123999998,21.001580124,21.951580124,21.951580124,22.901580124,22.901580124,22.901580124,22.901580124,22.901580124,16.251580124,16.251580124,16.251580124,16.251580124,22.901580124,21.501580124,22.901580124,16.251580124
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,6.675395031,11.150790062,24.776185093,42.851580124,67.576975155,84.676975155,112.22697515499999,134.07697515499999,156.876975155,190.126975155,217.67697515499998,248.102370186,275.652370186,295.602370186,326.002370186,354.502370186,379.202370186,406.202370186,411.30237018599996,411.402370186,413.30237018599996,415.30237018599996,422.902370186,430.502370186,440.602370186
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,8.575395031,13.050790061999999,26.676185092999997,44.751580124,63.776975154999995,82.776975155,113.176975155,137.876975155,167.32697515499999,192.976975155,220.526975155,249.026975155,277.526975155,305.076975155,330.726975155,361.12697515499997,395.32697515499996,419.226975155,423.276975155,422.676975155,422.32697515499996,424.776975155,432.37697515499997,440.926975155,450.07697515499996
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Natural Gas ATR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,1.9253950309999999,4.800790062,5.776185093,7.7015801239999995,7.7015801239999995,7.7015801239999995,7.7015801239999995,9.601580124,10.551580124,13.401580123999999,21.026975155,27.702370186,31.502370186,31.502370186,31.502370186,31.502370186,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996,32.452370185999996
4,Oversized ATR + CCS,0.0,0.0,0.0,0.0,0.0,0.0,2.875395031,5.725395031,8.600790062,10.526185093,14.326185093,14.326185093,14.326185093,15.276185092999999,15.276185092999999,16.226185092999998,23.851580123999998,30.526975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,34.326975155,35.276975154999995,35.276975154999995,35.276975154999995
6,Natural Gas SMR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.95,2.8499999999999996,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.75,4.75,4.75,4.75,4.75,5.699999999999999,5.699999999999999,5.699999999999999,6.6499999999999995,6.6499999999999995,7.6,7.6,7.6,7.6,7.6,7.6
13,ESMR Gas + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,2.8499999999999996,6.6499999999999995,6.6499999999999995,9.5,16.175395031,22.850790061999998,33.326185093,33.326185093,33.326185093,33.326185093,33.326185093,32.976185093,32.976185093,32.976185093,32.976185093,33.326185093,33.326185093,33.326185093,32.976185093
9,GHR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.95,24.7,40.85,48.449999999999996,51.3,51.3,51.3,51.3,51.3,55.099999999999994,55.099999999999994,56.05,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,59.849999999999994,60.8,60.8
