product,year,region,emissivity_type,unit,name,scenario,scope,emission_factor_ch4
Ammonia,2020,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonium nitrate,2020,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Urea,2020,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonia,2020,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003845703027235
Ammonium nitrate,2020,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003845703027235
Urea,2020,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003845703027235
Ammonia,2020,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonium nitrate,2020,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Urea,2020,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonia,2020,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonium nitrate,2020,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Urea,2020,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonia,2020,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004100931188475
Ammonium nitrate,2020,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004100931188475
Urea,2020,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004100931188475
Ammonia,2020,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonium nitrate,2020,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Urea,2020,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003262040868018
Ammonia,2020,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Ammonium nitrate,2020,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Urea,2020,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Ammonia,2020,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Ammonium nitrate,2020,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Urea,2020,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Ammonia,2020,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Ammonium nitrate,2020,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Urea,2020,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Ammonia,2020,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Ammonium nitrate,2020,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Urea,2020,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Ammonia,2020,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Ammonium nitrate,2020,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Urea,2020,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007327039444458
Ammonia,2020,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Ammonium nitrate,2020,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Urea,2020,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000746925099135
Ammonia,2020,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Ammonium nitrate,2020,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Urea,2020,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016931540197106
Ammonia,2020,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonium nitrate,2020,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Urea,2020,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.00034
Ammonia,2020,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Ammonium nitrate,2020,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Urea,2020,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003307720753777
Ammonia,2021,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonium nitrate,2021,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Urea,2021,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonia,2021,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003768788966691
Ammonium nitrate,2021,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003768788966691
Urea,2021,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003768788966691
Ammonia,2021,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonium nitrate,2021,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Urea,2021,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonia,2021,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonium nitrate,2021,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Urea,2021,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonia,2021,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004018912564706
Ammonium nitrate,2021,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004018912564706
Urea,2021,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004018912564706
Ammonia,2021,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonium nitrate,2021,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Urea,2021,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003196800050657
Ammonia,2021,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Ammonium nitrate,2021,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Urea,2021,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Ammonia,2021,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Ammonium nitrate,2021,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Urea,2021,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Ammonia,2021,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Ammonium nitrate,2021,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Urea,2021,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Ammonia,2021,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Ammonium nitrate,2021,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Urea,2021,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Ammonia,2021,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Ammonium nitrate,2021,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Urea,2021,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007180498655569
Ammonia,2021,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Ammonium nitrate,2021,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Urea,2021,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007319865971523
Ammonia,2021,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Ammonium nitrate,2021,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Urea,2021,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016592909393163
Ammonia,2021,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonium nitrate,2021,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Urea,2021,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003332
Ammonia,2021,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Ammonium nitrate,2021,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Urea,2021,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003241566338701
Ammonia,2022,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonium nitrate,2022,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Urea,2022,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonia,2022,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003691874906146
Ammonium nitrate,2022,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003691874906146
Urea,2022,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003691874906146
Ammonia,2022,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonium nitrate,2022,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Urea,2022,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonia,2022,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonium nitrate,2022,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Urea,2022,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonia,2022,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003936893940936
Ammonium nitrate,2022,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003936893940936
Urea,2022,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003936893940936
Ammonia,2022,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonium nitrate,2022,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Urea,2022,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003131559233297
Ammonia,2022,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Ammonium nitrate,2022,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Urea,2022,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Ammonia,2022,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Ammonium nitrate,2022,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Urea,2022,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Ammonia,2022,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Ammonium nitrate,2022,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Urea,2022,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Ammonia,2022,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Ammonium nitrate,2022,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Urea,2022,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Ammonia,2022,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Ammonium nitrate,2022,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Urea,2022,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000703395786668
Ammonia,2022,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Ammonium nitrate,2022,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Urea,2022,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0007170480951696
Ammonia,2022,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Ammonium nitrate,2022,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Urea,2022,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0016254278589221
Ammonia,2022,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonium nitrate,2022,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Urea,2022,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003264
Ammonia,2022,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Ammonium nitrate,2022,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Urea,2022,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003175411923626
Ammonia,2023,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonium nitrate,2023,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Urea,2023,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0003196
Ammonia,2023,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Ammonium nitrate,2023,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Urea,2023,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Ammonia,2023,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003614960845601
Ammonium nitrate,2023,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003614960845601
Urea,2023,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003614960845601
Ammonia,2023,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Ammonium nitrate,2023,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Urea,2023,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Ammonia,2023,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Ammonium nitrate,2023,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
Urea,2023,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003066318415936
