product,year,region,emissivity_type,unit,name,scenario,scope,emission_factor_ch4
Urea,2035,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002788134694746
Ammonia,2035,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonium nitrate,2035,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Urea,2035,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonia,2035,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonium nitrate,2035,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Urea,2035,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonia,2035,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002973175111644
Ammonium nitrate,2035,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002973175111644
Urea,2035,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002973175111644
Ammonia,2035,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonium nitrate,2035,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Urea,2035,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002364979629313
Ammonia,2035,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Ammonium nitrate,2035,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Urea,2035,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Ammonia,2035,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Ammonium nitrate,2035,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Urea,2035,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Ammonia,2035,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Ammonium nitrate,2035,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Urea,2035,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Ammonia,2035,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Ammonium nitrate,2035,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Urea,2035,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Ammonia,2035,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonium nitrate,2035,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Urea,2035,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonia,2035,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Ammonium nitrate,2035,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Urea,2035,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005312103597232
Ammonia,2035,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonium nitrate,2035,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Urea,2035,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonia,2035,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Ammonium nitrate,2035,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Urea,2035,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005415206968729
Ammonia,2035,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonium nitrate,2035,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Urea,2035,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonia,2035,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Ammonium nitrate,2035,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Urea,2035,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012275366642901
Ammonia,2035,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonium nitrate,2035,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Urea,2035,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002465
Ammonia,2035,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Ammonium nitrate,2035,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Urea,2035,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002398097546488
Ammonia,2036,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonium nitrate,2036,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Urea,2036,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonia,2036,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002730449149337
Ammonium nitrate,2036,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002730449149337
Urea,2036,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002730449149337
Ammonia,2036,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonium nitrate,2036,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Urea,2036,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonia,2036,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonium nitrate,2036,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Urea,2036,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonia,2036,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002911661143817
Ammonium nitrate,2036,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002911661143817
Urea,2036,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002911661143817
Ammonia,2036,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonium nitrate,2036,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Urea,2036,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002316049016292
Ammonia,2036,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Ammonium nitrate,2036,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Urea,2036,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Ammonia,2036,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Ammonium nitrate,2036,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Urea,2036,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Ammonia,2036,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Ammonium nitrate,2036,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Urea,2036,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Ammonia,2036,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Ammonium nitrate,2036,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Urea,2036,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Ammonia,2036,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Ammonium nitrate,2036,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Urea,2036,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005202198005565
Ammonia,2036,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Ammonium nitrate,2036,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Urea,2036,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005303168203858
Ammonia,2036,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Ammonium nitrate,2036,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Urea,2036,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0012021393539945
Ammonia,2036,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonium nitrate,2036,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Urea,2036,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002414
Ammonia,2036,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Ammonium nitrate,2036,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Urea,2036,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002348481735181
Ammonia,2037,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonium nitrate,2037,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Urea,2037,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonia,2037,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002672763603928
Ammonium nitrate,2037,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002672763603928
Urea,2037,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002672763603928
Ammonia,2037,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonium nitrate,2037,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Urea,2037,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonia,2037,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonium nitrate,2037,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Urea,2037,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonia,2037,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000285014717599
Ammonium nitrate,2037,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000285014717599
Urea,2037,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000285014717599
Ammonia,2037,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonium nitrate,2037,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Urea,2037,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002267118403272
Ammonia,2037,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Ammonium nitrate,2037,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Urea,2037,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Ammonia,2037,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Ammonium nitrate,2037,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Urea,2037,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Ammonia,2037,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Ammonium nitrate,2037,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Urea,2037,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Ammonia,2037,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Ammonium nitrate,2037,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Urea,2037,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Ammonia,2037,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Ammonium nitrate,2037,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Urea,2037,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005092292413898
Ammonia,2037,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Ammonium nitrate,2037,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Urea,2037,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005191129438988
Ammonia,2037,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Ammonium nitrate,2037,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Urea,2037,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011767420436988
Ammonia,2037,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonium nitrate,2037,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Urea,2037,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002363
Ammonia,2037,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Ammonium nitrate,2037,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Urea,2037,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002298865923875
Ammonia,2038,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonium nitrate,2038,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Urea,2038,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonia,2038,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000261507805852
Ammonium nitrate,2038,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000261507805852
Urea,2038,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000261507805852
Ammonia,2038,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonium nitrate,2038,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Urea,2038,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonia,2038,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonium nitrate,2038,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Urea,2038,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonia,2038,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002788633208163
Ammonium nitrate,2038,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002788633208163
Urea,2038,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002788633208163
Ammonia,2038,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonium nitrate,2038,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Urea,2038,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002218187790252
Ammonia,2038,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005079090674118
Ammonium nitrate,2038,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005079090674118
Urea,2038,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005079090674118
Ammonia,2038,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011513447334032
Ammonium nitrate,2038,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011513447334032
Urea,2038,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0011513447334032
Ammonia,2038,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Ammonium nitrate,2038,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Urea,2038,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Ammonia,2038,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002249250112568
Ammonium nitrate,2038,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002249250112568
Urea,2038,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002249250112568
Ammonia,2038,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Ammonium nitrate,2038,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Urea,2038,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0004982386822232
Ammonia,2038,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonium nitrate,2038,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Urea,2038,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002311999999999
Ammonia,2038,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005079090674118
Ammonium nitrate,2038,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005079090674118
