product,driver,region,unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ammonia,Fertiliser,OceAmmonium nitrateia,Mt Ammonia,0.453945981,0.472267308,0.469865644,0.467061377,0.463837528,0.460182342,0.448456261,0.435785129,0.422563866,0.408955321,0.395046109,0.410154839,0.4248194,0.439048368,0.452839033,0.466199074,0.478332859,0.490001874,0.501207164,0.511958471,0.522259785,0.531261356,0.539787961,0.547848614,0.555451242,0.562599486,0.571744352,0.58052981,0.588956893,0.597028686,0.604749135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonium nitrate,Fertiliser,Global,Mt Ammonium nitrate,32.84571851,33.41859593,34.03095878,34.62768581,35.20877119,35.77425928,36.32409955,36.85831934,37.37694276,37.87993983,38.36729492,38.83907263,39.29519386,39.73576269,40.16065444,40.56991969,40.96358252,41.34161904,41.70403627,42.05086038,42.382053,42.69762156,42.9975672,43.28189377,43.5506327,43.80367947,44.04115722,44.2630161,44.46925681,44.65985453,44.83487471
Ammonium nitrate,Fertiliser,North America,Mt Ammonium nitrate,3.234078968,3.290492757,3.326793293,3.361821263,3.395534965,3.427947065,3.459043206,3.488841754,3.517347724,3.544542393,3.570446843,3.595048691,3.618380661,3.640414612,3.661192098,3.680670074,3.698917957,3.715894213,3.731617695,3.746099807,3.75934658,3.77138163,3.782168493,3.791758139,3.800119118,3.807298288,3.813276932,3.818061575,3.821663897,3.824095675,3.825364303
Ammonium nitrate,Fertiliser,Latin America,Mt Ammonium nitrate,1.846784553,1.878996863,1.967037497,2.053658724,2.138865535,2.22267377,2.305080561,2.386090263,2.465698063,2.543898074,2.620672413,2.696026,2.769938658,2.84240181,2.913397793,2.982912398,3.050946666,3.117455639,3.182440151,3.245905781,3.307808554,3.368134047,3.426895541,3.484047865,3.539579098,3.593469697,3.645742576,3.696339446,3.745275637,3.792515834,3.838049587
Ammonium nitrate,Fertiliser,Africa,Mt Ammonium nitrate,1.714788006,1.744695458,1.822584736,1.899186672,1.974518937,2.048590187,2.121398706,2.192945814,2.263227066,2.332231375,2.399967188,2.466425809,2.53156446,2.595422813,2.657942769,2.719140572,2.778996537,2.837497844,2.894629367,2.950381082,3.004733793,3.057687443,3.109231931,3.159320633,3.207987765,3.255169514,3.30089485,3.345135457,3.387879803,3.429100308,3.468823985
Ammonium nitrate,Fertiliser,Middle East,Mt Ammonium nitrate,3.635279909,3.698670063,3.853591935,4.005893201,4.155595568,4.302714537,4.447258093,4.58923794,4.728628143,4.865427966,4.999629299,5.131205189,5.260135772,5.386402092,5.509990946,5.63087601,5.749032146,5.864433116,5.977064754,6.086896313,6.193898856,6.298045481,6.399312428,6.497696257,6.59315083,6.685640243,6.775163956,6.861697309,6.945200532,7.025656013,7.103036588
Ammonium nitrate,Fertiliser,Russia,Mt Ammonium nitrate,2.445890448,2.488546815,2.489971692,2.489554881,2.487415662,2.483618396,2.500254429,2.522740887,2.547551481,2.573292165,2.599271571,2.621979002,2.643712,2.66446815,2.684249077,2.703067872,2.720909008,2.737785573,2.753718583,2.768679483,2.782690731,2.795751261,2.807870575,2.81903394,2.829263457,2.838554722,2.846916357,2.854338894,2.860839957,2.866412846,2.871061191
Ammonium nitrate,Fertiliser,Europe,Mt Ammonium nitrate,3.013805074,3.066369905,3.089551842,3.11163374,3.132607635,3.152473757,3.17122556,3.188865528,3.20539216,3.220817566,3.235134615,3.248363704,3.26050037,3.27156326,3.281551611,3.290471682,3.298345783,3.305162614,3.310952065,3.315712907,3.319454186,3.32219063,3.323925752,3.324673402,3.324442336,3.323236403,3.321065696,3.317954144,3.313892502,3.308897237,3.302977647
Ammonium nitrate,Fertiliser,China,Mt Ammonium nitrate,7.51462485,7.51462485,7.763704778,8.012784705,8.261864633,8.510944561,8.760024489,9.009104417,9.258184344,9.507264272,9.7563442,9.644258233,9.532172265,9.420086297,9.30800033,9.195914362,9.083828395,8.971742427,8.85965646,8.747570492,8.635484525,8.523398557,8.41131259,8.299226622,8.187140655,8.075054687,7.96296872,7.850882752,7.738796785,7.626710817,7.51462485
