product,technology_origin,year,region,switch_type,technology_destination,tco,lcox,switch_capex,salvage_value,technology_classification,technology_lifetime,wacc,co2_scope1_origin,co2_scope2_origin,co2_scope3_upstream_origin,co2_scope3_downstream_origin,co2_scope1_destination,co2_scope2_destination,co2_scope3_upstream_destination,co2_scope3_downstream_destination,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,rank
Aluminium,New-build,2048,China - Central,greenfield,Carbon Anode+CCS + Grid,42822.09961,3544.274657,8169.227885,12.08204887,end-state,0.0,0.09,0.0,0.0,0.0,0.0,1.135485652,2.328174315,0.0,0.0,-1.135485652,-2.328174315,0.0,0.0,0.19275324865343058,1e-06,0.0,0.19275324865343058,9,7987.5
Aluminium,New-build,2049,China - Central,greenfield,Carbon Anode+CCS + Grid,42812.96691,3543.518767,8167.895435,12.08204887,end-state,0.0,0.09,0.0,0.0,0.0,0.0,1.135485652,2.239628372,0.0,0.0,-1.135485652,-2.239628372,0.0,0.0,0.19307245822137642,1e-06,0.0,0.19307245822137642,9,7857.5
Aluminium,New-build,2050,China - Central,greenfield,Carbon Anode+CCS + Grid,42807.54167,3543.069734,8166.562984,12.08204887,end-state,0.0,0.09,0.0,0.0,0.0,0.0,1.135485652,2.15108243,0.0,0.0,-1.135485652,-2.15108243,0.0,0.0,0.19326208325191552,1e-06,0.0,0.19326208325191552,9,7853.5
Aluminium,New-build,2030,China - Central,greenfield,Carbon Anode + Natural Gas+CCS,42820.64533,3310.04434,12115.30695,12.93657756,transition,30.0,0.08,0.0,0.0,0.0,0.0,2.779922671,0.0,0.0,0.0,-2.779922671,0.0,0.0,0.0,0.19280407919538112,1e-06,0.0,0.19280407919538112,10,7982.5
Aluminium,New-build,2031,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44315.66709,3513.562929,16903.43935,12.61274324,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1405495159140433,1e-06,0.0,0.1405495159140433,7,8268.5
Aluminium,New-build,2032,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44107.41352,3497.865747,16731.13256,12.60980744,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.14782847307927516,1e-06,0.0,0.14782847307927516,7,8246.5
Aluminium,New-build,2033,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43903.68981,3482.509556,16558.82578,12.60691151,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1549491008727487,1e-06,0.0,0.1549491008727487,7,8215.5
Aluminium,New-build,2034,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43697.81296,3466.991398,16386.51899,12.60395771,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.16214498602594374,1e-06,0.0,0.16214498602594374,7,8186.5
Aluminium,New-build,2035,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44350.94011,3516.168438,17068.51991,12.61342876,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1393166400422473,1e-06,0.0,0.1393166400422473,7,8271.5
Aluminium,New-build,2036,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44147.82312,3500.858455,16896.25174,12.61057072,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.14641606152991182,1e-06,0.0,0.14641606152991182,7,8251.5
Aluminium,New-build,2037,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43949.64464,3485.920629,16723.98358,12.60775827,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1533428703572024,1e-06,0.0,0.1533428703572024,7,8222.5
Aluminium,New-build,2038,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43749.64801,3470.845723,16551.71541,12.60489561,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.16033322784764403,1e-06,0.0,0.16033322784764403,7,8192.5
Aluminium,New-build,2039,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43554.80851,3456.159445,16379.44724,12.60208309,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.16714333138918314,1e-06,0.0,0.16714333138918314,7,8156.5
Aluminium,New-build,2040,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44212.69249,3505.695379,17061.48679,12.61167549,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.14414872289285707,1e-06,0.0,0.14414872289285707,7,8259.5
Aluminium,New-build,2041,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44014.66251,3490.769182,16889.25621,12.6088722,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.15107034129225216,1e-06,0.0,0.15107034129225216,7,8230.5
Aluminium,New-build,2042,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43821.92552,3476.241873,16717.02563,12.60612095,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.15780695711288728,1e-06,0.0,0.15780695711288728,7,8198.5
Aluminium,New-build,2043,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43627.74976,3461.606095,16544.79505,12.6033259,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1645938613641149,1e-06,0.0,0.1645938613641149,7,8178.5
Aluminium,New-build,2044,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43439.13717,3447.389566,16372.56448,12.60058846,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1711863196035267,1e-06,0.0,0.1711863196035267,7,8141.5
Aluminium,New-build,2045,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44103.68265,3497.428024,17054.64161,12.61031888,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.14795887585181366,1e-06,0.0,0.14795887585181366,7,8244.5
Aluminium,New-build,2046,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43919.82956,3483.570408,16882.44762,12.60770543,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.15438497825575104,1e-06,0.0,0.15438497825575104,7,8218.5
Aluminium,New-build,2047,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43735.20956,3469.655337,16710.25362,12.60505881,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1608378859866728,1e-06,0.0,0.1608378859866728,7,8190.5
Aluminium,New-build,2048,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43556.76943,3456.205646,16538.05963,12.602482,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.16707479257525337,1e-06,0.0,0.16707479257525337,7,8158.5
Aluminium,New-build,2049,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,43377.94198,3442.727109,16365.86564,12.59987812,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.17332523691826085,1e-06,0.0,0.17332523691826085,8,8127.5
Aluminium,New-build,2050,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44060.00831,3494.086239,17047.97936,12.60988004,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.14948539782250447,1e-06,0.0,0.14948539782250447,7,8236.5
Aluminium,New-build,2030,China - Central,greenfield,Carbon Anode + Coal+CCS,42182.2465,3335.463186,16805.33317,12.64659334,transition,30.0,0.08,0.0,0.0,0.0,0.0,3.535030818,0.0,0.0,0.0,-3.535030818,0.0,0.0,0.0,0.21511763539470152,1e-06,0.0,0.21511763539470152,12,7653.5
Aluminium,New-build,2031,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45158.28196,3503.524491,12384.27468,12.8893867,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.1110981238177764,1e-06,0.0,0.1110981238177764,6,8507.5
Aluminium,New-build,2032,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45156.57925,3503.383562,12382.82943,12.88941917,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11115763757859587,1e-06,0.0,0.11115763757859587,5,8501.5
Aluminium,New-build,2033,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45154.85337,3503.240715,12381.38419,12.88945209,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11121796118597693,1e-06,0.0,0.11121796118597693,5,8495.5
Aluminium,New-build,2034,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45153.15388,3503.100052,12379.93894,12.88948451,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11127736240014441,1e-06,0.0,0.11127736240014441,5,8489.5
Aluminium,New-build,2035,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45151.4315,3502.957496,12378.4937,12.88951737,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11133756367420788,1e-06,0.0,0.11133756367420788,6,8483.5
Aluminium,New-build,2036,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45149.77446,3502.820347,12377.08707,12.88954899,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.1113954811599972,1e-06,0.0,0.1113954811599972,5,8477.5
Aluminium,New-build,2037,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45148.14653,3502.685607,12375.68045,12.88958005,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11145238118210976,1e-06,0.0,0.11145238118210976,5,8471.5
Aluminium,New-build,2038,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45146.49868,3502.549219,12374.27382,12.8896115,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11150997745556013,1e-06,0.0,0.11150997745556013,5,8465.5
Aluminium,New-build,2039,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45144.88077,3502.415309,12372.8672,12.88964237,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11156652725486083,1e-06,0.0,0.11156652725486083,4,8459.5
Aluminium,New-build,2040,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45143.24385,3502.279825,12371.46057,12.88967361,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11162374149883725,1e-06,0.0,0.11162374149883725,5,8453.5
Aluminium,New-build,2041,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45141.67544,3502.150012,12370.09154,12.88970355,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11167856115550634,1e-06,0.0,0.11167856115550634,5,8447.5
Aluminium,New-build,2042,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45140.14074,3502.022988,12368.7225,12.88973285,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.111732202567567,1e-06,0.0,0.111732202567567,5,8441.5
Aluminium,New-build,2043,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45138.59112,3501.894731,12367.35347,12.88976243,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11178636546908371,1e-06,0.0,0.11178636546908371,4,8435.5
Aluminium,New-build,2044,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45137.07691,3501.769403,12365.98443,12.88979133,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11183929070695176,1e-06,0.0,0.11183929070695176,4,8429.5
Aluminium,New-build,2045,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45135.54962,3501.642994,12364.6154,12.88982049,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11189267312190354,1e-06,0.0,0.11189267312190354,5,8423.5
Aluminium,New-build,2046,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45134.09634,3501.522709,12363.28294,12.88984824,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11194346871147787,1e-06,0.0,0.11194346871147787,5,8417.5
Aluminium,New-build,2047,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45132.68382,3501.405799,12361.95049,12.88987522,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11199283964218998,1e-06,0.0,0.11199283964218998,4,8411.5
Aluminium,New-build,2048,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45131.2641,3501.288292,12360.61804,12.88990233,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11204246223001213,1e-06,0.0,0.11204246223001213,4,8405.5
Aluminium,New-build,2049,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45129.88818,3501.17441,12359.28559,12.8899286,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.112090553903748,1e-06,0.0,0.112090553903748,4,8399.5
Aluminium,New-build,2050,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45128.50834,3501.060205,12357.95314,12.88995496,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11213878259079946,1e-06,0.0,0.11213878259079946,5,8391.5
Aluminium,New-build,2035,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,41402.55898,3056.282177,15554.06186,13.54670694,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.24236956706792967,1e-06,0.0,0.24236956706792967,13,7514.5
Aluminium,New-build,2036,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,40255.03645,2985.154367,15552.65523,13.48507698,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.28247820646368393,1e-06,0.0,0.28247820646368393,14,7182.5
Aluminium,New-build,2037,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,39107.54303,2914.028966,15551.24861,13.4204373,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.3225858283957611,1e-06,0.0,0.3225858283957611,16,6783.5
Aluminium,New-build,2038,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,37960.0297,2842.901917,15549.84198,13.35256397,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.36269414622965257,1e-06,0.0,0.36269414622965257,18,6529.5
Aluminium,New-build,2039,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,36812.5463,2771.777346,15548.43536,13.28120614,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4028014179389182,1e-06,0.0,0.4028014179389182,20,5988.5
Aluminium,New-build,2040,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34963.08304,2657.162095,14845.06788,13.15805427,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4674445539399483,1e-06,0.0,0.4674445539399483,24,5381.5
Aluminium,New-build,2041,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34961.51463,2657.032282,14843.69884,13.15810684,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4674993735966174,1e-06,0.0,0.4674993735966174,23,5375.5
Aluminium,New-build,2042,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34959.97993,2656.905258,14842.32981,13.15815828,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.46755301500867796,1e-06,0.0,0.46755301500867796,23,5369.5
Aluminium,New-build,2043,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34958.43031,2656.777001,14840.96077,13.15821023,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.46760717791019457,1e-06,0.0,0.46760717791019457,23,5361.5
Aluminium,New-build,2044,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34956.9161,2656.651673,14839.59174,13.158261,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.46766010314806283,1e-06,0.0,0.46766010314806283,23,5355.5
Aluminium,New-build,2045,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34955.38881,2656.525264,14838.2227,13.15831221,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4677134855630146,1e-06,0.0,0.4677134855630146,23,5337.5
Aluminium,New-build,2046,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34953.93553,2656.404979,14836.89025,13.15836095,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4677642811525886,1e-06,0.0,0.4677642811525886,23,5313.5
Aluminium,New-build,2047,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34952.52301,2656.288069,14835.5578,13.15840832,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.46781365208330095,1e-06,0.0,0.46781365208330095,23,5289.5
Aluminium,New-build,2048,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34951.10329,2656.170562,14834.22535,13.15845593,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4678632746711232,1e-06,0.0,0.4678632746711232,23,5263.5
Aluminium,New-build,2049,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34949.72737,2656.05668,14832.8929,13.15850209,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.4679113663448591,1e-06,0.0,0.4679113663448591,23,5249.5
Aluminium,New-build,2050,China - Central,greenfield,Carbon Anode+CCS + Small Modular Reactor,34948.34753,2655.942475,14831.56045,13.15854837,end-state,30.0,0.07,0.0,0.0,0.0,0.0,1.135485652,0.0,0.0,0.0,-1.135485652,0.0,0.0,0.0,0.46795959503191054,1e-06,0.0,0.46795959503191054,23,5237.5
Aluminium,New-build,2030,China - Central,greenfield,Carbon Anode+CCS + Natural Gas+CCS,45160.0108,3503.667582,12385.71993,12.88935372,end-state,30.0,0.08,0.0,0.0,0.0,0.0,1.822700775,0.0,0.0,0.0,-1.822700775,0.0,0.0,0.0,0.11103769675136155,1e-06,0.0,0.11103769675136155,6,8513.5
Aluminium,New-build,2031,China - Central,greenfield,Inert Anode + Natural Gas,32570.64935,2688.675055,6201.175718,12.11401478,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5510657967842727,1e-06,0.0,0.5510657967842727,29,4215.5
Aluminium,New-build,2032,China - Central,greenfield,Inert Anode + Natural Gas,32539.7598,2686.11854,6171.335579,12.1140446,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5521454599626916,1e-06,0.0,0.5521454599626916,28,4190.5
Aluminium,New-build,2033,China - Central,greenfield,Inert Anode + Natural Gas,32508.84707,2683.560106,6141.495439,12.11407451,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5532259333371955,1e-06,0.0,0.5532259333371955,28,4172.5
Aluminium,New-build,2034,China - Central,greenfield,Inert Anode + Natural Gas,32477.96074,2681.003857,6111.655299,12.11410444,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5543054839689625,1e-06,0.0,0.5543054839689625,28,4155.5
Aluminium,New-build,2035,China - Central,greenfield,Inert Anode + Natural Gas,32447.05153,2678.445714,6081.815159,12.11413446,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5553858343111013,1e-06,0.0,0.5553858343111013,29,4134.5
Aluminium,New-build,2036,China - Central,greenfield,Inert Anode + Natural Gas,32416.96919,2675.956016,6052.733129,12.11416369,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5564372835817666,1e-06,0.0,0.5564372835817666,28,4128.5
Aluminium,New-build,2037,China - Central,greenfield,Inert Anode + Natural Gas,32386.91597,2673.468727,6023.651099,12.11419294,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5574877150392312,1e-06,0.0,0.5574877150392312,28,4112.5
Aluminium,New-build,2038,China - Central,greenfield,Inert Anode + Natural Gas,32356.84283,2670.979789,5994.569069,12.11422226,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5585388427480336,1e-06,0.0,0.5585388427480336,28,4087.5
Aluminium,New-build,2039,China - Central,greenfield,Inert Anode + Natural Gas,32326.79962,2668.49333,5965.487039,12.11425161,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5595889243322103,1e-06,0.0,0.5595889243322103,28,4050.5
Aluminium,New-build,2040,China - Central,greenfield,Inert Anode + Natural Gas,32296.73741,2666.005296,5936.405009,12.11428104,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5606396700115386,1e-06,0.0,0.5606396700115386,29,4016.5
Aluminium,New-build,2041,China - Central,greenfield,Inert Anode + Natural Gas,32266.78362,2663.526609,5907.630269,12.11430872,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5616866261542178,1e-06,0.0,0.5616866261542178,28,3986.5
Aluminium,New-build,2042,China - Central,greenfield,Inert Anode + Natural Gas,32236.86355,2661.05071,5878.855528,12.11433643,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5627324037027647,1e-06,0.0,0.5627324037027647,28,3939.5
Aluminium,New-build,2043,China - Central,greenfield,Inert Anode + Natural Gas,32206.92856,2658.573578,5850.080787,12.1143642,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5637787027407675,1e-06,0.0,0.5637787027407675,28,3907.5
Aluminium,New-build,2044,China - Central,greenfield,Inert Anode + Natural Gas,32177.02898,2656.099376,5821.306046,12.11439198,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5648237641151219,1e-06,0.0,0.5648237641151219,28,3892.5
Aluminium,New-build,2045,China - Central,greenfield,Inert Anode + Natural Gas,32147.11632,2653.624092,5792.531306,12.11441983,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5658692826665597,1e-06,0.0,0.5658692826665597,28,3872.5
Aluminium,New-build,2046,China - Central,greenfield,Inert Anode + Natural Gas,32118.07682,2651.221041,5764.525511,12.11444701,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5668842822010203,1e-06,0.0,0.5668842822010203,28,3862.5
Aluminium,New-build,2047,China - Central,greenfield,Inert Anode + Natural Gas,32089.07809,2648.821366,5736.519715,12.1144742,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5678978567270949,1e-06,0.0,0.5678978567270949,28,3855.5
Aluminium,New-build,2048,China - Central,greenfield,Inert Anode + Natural Gas,32060.07216,2646.421094,5708.51392,12.11450144,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5689116829102798,1e-06,0.0,0.5689116829102798,28,3843.5
Aluminium,New-build,2049,China - Central,greenfield,Inert Anode + Natural Gas,32031.11002,2644.024447,5680.508125,12.11452869,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.5699239785289021,1e-06,0.0,0.5699239785289021,28,3834.5
Aluminium,New-build,2050,China - Central,greenfield,Inert Anode + Natural Gas,32002.14397,2641.627476,5652.50233,12.11455599,transition,30.0,0.09,0.0,0.0,0.0,0.0,6.934858777,0.0,0.0,0.0,-6.934858777,0.0,0.0,0.0,0.570936410811316,1e-06,0.0,0.570936410811316,29,3822.5
Aluminium,New-build,2030,China - Central,greenfield,Carbon Anode+CCS + Coal+CCS,44521.61198,3529.086428,17075.74614,12.61561962,end-state,30.0,0.08,0.0,0.0,0.0,0.0,2.577808922,0.0,0.0,0.0,-2.577808922,0.0,0.0,0.0,0.1333512526011581,1e-06,0.0,0.1333512526011581,7,8286.5
