,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,257.363431054,249.73803602299998,221.862640992,206.912640992,217.512640992,243.06264099199998,217.811060868,222.90948074399998,211.382505589,198.880135403,185.427765217,162.45,141.54999999999998,115.89999999999999,91.19999999999999,60.8,39.9,26.599999999999998,16.15,9.5,3.8,3.8,2.8499999999999996,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Coal Gasification + ammonia synthesis,77.89999999999999,76.95,57.8,56.849999999999994,47.15,54.949999999999996,45.0,65.5,67.45,65.55,63.65,57.949999999999996,54.15,50.349999999999994,46.55,41.8,37.05,29.45,20.9,12.35,6.6499999999999995,2.8499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,0.0,16.15,25.65,31.349999999999998,38.0,35.15,34.199999999999996,34.199999999999996,34.199999999999996,33.25,33.25,33.25,33.25,33.25,31.349999999999998,27.549999999999997,21.849999999999998,14.25,3.8,2.8499999999999996,2.8499999999999996,1.9,1.9,1.9,0.95,1.9,0.95,0.95,1.9,0.95
7,Electrolyser + SMR + ammonia synthesis,0.0,0.0,0.0,0.95,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,1.9,2.8499999999999996,3.8,3.8,3.8,3.8,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,4.75,8.575395031,11.450790062,15.276185092999999,30.476185092999998,39.026185092999995,51.376185093,59.926185093,71.32618509299999,98.87618509299999,128.326185093,147.326185093,172.976185093,197.676185093,217.626185093,225.711284719,237.009771098,237.009771098,237.49628862,240.176185093,243.02618509299998,252.77618509299998,250.62618509299998
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,3.825395031,6.700790061999999,10.526185093,14.351580124,32.401580124,46.651580124,62.801580124,78.951580124,89.40158012399999,107.45158012399999,126.45158012399999,152.10158012399998,174.901580124,198.651580124,227.151580124,232.901580124,241.982906752,241.982906752,243.662683035,245.901580124,253.901580124,270.851580124,270.601580124
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
