product,technology,region,year,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream,
Alumina,Coal-Boiler + H2-Calciner,China - Central,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,China - East,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,China - North,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,China - North East,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,China - North West,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,China - South,2025,0.852101,,0,,,
Alumina,Coal-Boiler + H2-Calciner,Rest of Europe,2025,1.128587,,0,,,
Alumina,Coal-Boiler + H2-Calciner,Middle East,2025,0.866345,,0,,,
Alumina,Coal-Boiler + H2-Calciner,US,2025,0.853253,,0,,,
Alumina,Coal-Boiler + H2-Calciner,Oceania,2025,0.860828,,0,,,
Alumina,Coal-Boiler + H2-Calciner,Rest of Asia,2025,0.926533,,0,,,
Alumina,Coal-Boiler + H2-Calciner,Russia,2025,1.128587,,0,,,
Alumina,Coal-Boiler + H2-Calciner,South America,2025,0.681499,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Africa,2025,1.163883,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - Central,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - East,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - North,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - North East,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - North West,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,China - South,2025,1.070383,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Rest of Europe,2025,1.417697,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Middle East,2025,1.088277,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,US,2025,1.071831,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Oceania,2025,1.081347,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Rest of Asia,2025,1.163883,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,Russia,2025,1.417697,,0,,,
Alumina,Coal-Boiler + Oil-Calciner,South America,2025,0.856079,,0,,,
Alumina,Elec-Boiler + Elec-Calciner,Africa,2025,0,,1.079765,,,
Alumina,Elec-Boiler + Elec-Calciner,China - Central,2025,0,,0.936378,,,
Alumina,Elec-Boiler + Elec-Calciner,China - East,2025,0,,1.387846,,,
Alumina,Elec-Boiler + Elec-Calciner,China - North,2025,0,,1.789151,,,
Alumina,Elec-Boiler + Elec-Calciner,China - North East,2025,0,,1.989803,,,
Alumina,Elec-Boiler + Elec-Calciner,China - North West,2025,0,,1.387846,,,
Alumina,Elec-Boiler + Elec-Calciner,China - South,2025,0,,1.019983,,,
Alumina,Elec-Boiler + Elec-Calciner,Rest of Europe,2025,0,,0.641399,,,
Alumina,Elec-Boiler + Elec-Calciner,Middle East,2025,0,,0.549535,,,
Alumina,Elec-Boiler + Elec-Calciner,US,2025,0,,0.700268,,,
Alumina,Elec-Boiler + Elec-Calciner,Oceania,2025,0,,1.189718,,,
Alumina,Elec-Boiler + Elec-Calciner,Rest of Asia,2025,0,,1.675023,,,
Alumina,Elec-Boiler + Elec-Calciner,Russia,2025,0,,0.944276,,,
Alumina,Elec-Boiler + Elec-Calciner,South America,2025,0,,0.344369,,,
Alumina,Elec-Boiler + Gas-Calciner,Africa,2025,0.180324,,0.801388,,,
Alumina,Elec-Boiler + Gas-Calciner,China - Central,2025,0.165838,,0.694968,,,
Alumina,Elec-Boiler + Gas-Calciner,China - East,2025,0.165838,,1.030042,,,
Alumina,Elec-Boiler + Gas-Calciner,China - North,2025,0.165838,,1.327885,,,
Alumina,Elec-Boiler + Gas-Calciner,China - North East,2025,0.165838,,1.476807,,,
Alumina,Elec-Boiler + Gas-Calciner,China - North West,2025,0.165838,,1.030042,,,
Alumina,Elec-Boiler + Gas-Calciner,China - South,2025,0.165838,,0.757019,,,
Alumina,Elec-Boiler + Gas-Calciner,Rest of Europe,2025,0.219648,,0.476038,,,
Alumina,Elec-Boiler + Gas-Calciner,Middle East,2025,0.16861,,0.407858,,,
Alumina,Elec-Boiler + Gas-Calciner,US,2025,0.166062,,0.51973,,,
Alumina,Elec-Boiler + Gas-Calciner,Oceania,2025,0.167537,,0.882994,,,
Alumina,Elec-Boiler + Gas-Calciner,Rest of Asia,2025,0.180324,,1.243181,,,
Alumina,Elec-Boiler + Gas-Calciner,Russia,2025,0.219648,,0.70083,,,
Alumina,Elec-Boiler + Gas-Calciner,South America,2025,0.132635,,0.255587,,,
Alumina,Elec-Boiler + H2-Calciner,Africa,2025,0,,0.801388,,,
Alumina,Elec-Boiler + H2-Calciner,China - Central,2025,0,,0.694968,,,
Alumina,Elec-Boiler + H2-Calciner,China - East,2025,0,,1.030042,,,
Alumina,Elec-Boiler + H2-Calciner,China - North,2025,0,,1.327885,,,
Alumina,Elec-Boiler + H2-Calciner,China - North East,2025,0,,1.476807,,,
Alumina,Elec-Boiler + H2-Calciner,China - North West,2025,0,,1.030042,,,
Alumina,Elec-Boiler + H2-Calciner,China - South,2025,0,,0.757019,,,
Alumina,Elec-Boiler + H2-Calciner,Rest of Europe,2025,0,,0.476038,,,
Alumina,Elec-Boiler + H2-Calciner,Middle East,2025,0,,0.407858,,,
Alumina,Elec-Boiler + H2-Calciner,US,2025,0,,0.51973,,,
Alumina,Elec-Boiler + H2-Calciner,Oceania,2025,0,,0.882994,,,
Alumina,Elec-Boiler + H2-Calciner,Rest of Asia,2025,0,,1.243181,,,
Alumina,Elec-Boiler + H2-Calciner,Russia,2025,0,,0.70083,,,
Alumina,Elec-Boiler + H2-Calciner,South America,2025,0,,0.255587,,,
Alumina,Elec-Boiler + Oil-Calciner,Africa,2025,0.23735,,0.801388,,,
Alumina,Elec-Boiler + Oil-Calciner,China - Central,2025,0.218283,,0.694968,,,
Alumina,Elec-Boiler + Oil-Calciner,China - East,2025,0.218283,,1.030042,,,
Alumina,Elec-Boiler + Oil-Calciner,China - North,2025,0.218283,,1.327885,,,
Alumina,Elec-Boiler + Oil-Calciner,China - North East,2025,0.218283,,1.476807,,,
Alumina,Elec-Boiler + Oil-Calciner,China - North West,2025,0.218283,,1.030042,,,
Alumina,Elec-Boiler + Oil-Calciner,China - South,2025,0.218283,,0.757019,,,
Alumina,Elec-Boiler + Oil-Calciner,Rest of Europe,2025,0.28911,,0.476038,,,
Alumina,Elec-Boiler + Oil-Calciner,Middle East,2025,0.221932,,0.407858,,,
Alumina,Elec-Boiler + Oil-Calciner,US,2025,0.218578,,0.51973,,,
Alumina,Elec-Boiler + Oil-Calciner,Oceania,2025,0.220519,,0.882994,,,
Alumina,Elec-Boiler + Oil-Calciner,Rest of Asia,2025,0.23735,,1.243181,,,
Alumina,Elec-Boiler + Oil-Calciner,Russia,2025,0.28911,,0.70083,,,
Alumina,Elec-Boiler + Oil-Calciner,South America,2025,0.17458,,0.255587,,,
Alumina,Gas-Boiler + Elec-Calciner,Africa,2025,0.517452,,0.278377,,,
Alumina,Gas-Boiler + Elec-Calciner,China - Central,2025,0.475883,,0.24141,,,
Alumina,Gas-Boiler + Elec-Calciner,China - East,2025,0.475883,,0.357804,,,
Alumina,Gas-Boiler + Elec-Calciner,China - North,2025,0.475883,,0.461265,,,
Alumina,Gas-Boiler + Elec-Calciner,China - North East,2025,0.475883,,0.512996,,,
Alumina,Gas-Boiler + Elec-Calciner,China - North West,2025,0.475883,,0.357804,,,
Alumina,Gas-Boiler + Elec-Calciner,China - South,2025,0.475883,,0.262964,,,
Alumina,Gas-Boiler + Elec-Calciner,Rest of Europe,2025,0.630296,,0.165361,,,
Alumina,Gas-Boiler + Elec-Calciner,Middle East,2025,0.483838,,0.141677,,,
Alumina,Gas-Boiler + Elec-Calciner,US,2025,0.476527,,0.180538,,,
Alumina,Gas-Boiler + Elec-Calciner,Oceania,2025,0.480757,,0.306724,,,
Alumina,Gas-Boiler + Elec-Calciner,Rest of Asia,2025,0.517452,,0.431842,,,
Alumina,Gas-Boiler + Elec-Calciner,Russia,2025,0.630296,,0.243446,,,
Alumina,Gas-Boiler + Elec-Calciner,South America,2025,0.380605,,0.088783,,,
Alumina,Gas-Boiler + Gas-Calciner,Africa,2025,0.697776,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - Central,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - East,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - North,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - North East,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - North West,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,China - South,2025,0.641721,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,Rest of Europe,2025,0.849944,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,Middle East,2025,0.652448,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,US,2025,0.642589,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,Oceania,2025,0.648294,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,Rest of Asia,2025,0.697776,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,Russia,2025,0.849944,,0,,,
Alumina,Gas-Boiler + Gas-Calciner,South America,2025,0.51324,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Africa,2025,0.517452,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - Central,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - East,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - North,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - North East,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - North West,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,China - South,2025,0.475883,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Rest of Europe,2025,0.630296,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Middle East,2025,0.483838,,0,,,
Alumina,Gas-Boiler + H2-Calciner,US,2025,0.476527,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Oceania,2025,0.480757,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Rest of Asia,2025,0.517452,,0,,,
Alumina,Gas-Boiler + H2-Calciner,Russia,2025,0.630296,,0,,,
Alumina,Gas-Boiler + H2-Calciner,South America,2025,0.380605,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Africa,2025,0.754802,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - Central,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - East,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - North,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - North East,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - North West,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,China - South,2025,0.694166,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Rest of Europe,2025,0.919406,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Middle East,2025,0.70577,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,US,2025,0.695105,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Oceania,2025,0.701276,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Rest of Asia,2025,0.754802,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,Russia,2025,0.919406,,0,,,
Alumina,Gas-Boiler + Oil-Calciner,South America,2025,0.555185,,0,,,
Alumina,H2-Boiler + Elec-Calciner,Africa,2025,0,,0.278377,,,
Alumina,H2-Boiler + Elec-Calciner,China - Central,2025,0,,0.24141,,,
Alumina,H2-Boiler + Elec-Calciner,China - East,2025,0,,0.357804,,,
Alumina,H2-Boiler + Elec-Calciner,China - North,2025,0,,0.461265,,,
Alumina,H2-Boiler + Elec-Calciner,China - North East,2025,0,,0.512996,,,
Alumina,H2-Boiler + Elec-Calciner,China - North West,2025,0,,0.357804,,,
Alumina,H2-Boiler + Elec-Calciner,China - South,2025,0,,0.262964,,,
Alumina,H2-Boiler + Elec-Calciner,Rest of Europe,2025,0,,0.165361,,,
Alumina,H2-Boiler + Elec-Calciner,Middle East,2025,0,,0.141677,,,
Alumina,H2-Boiler + Elec-Calciner,US,2025,0,,0.180538,,,
Alumina,H2-Boiler + Elec-Calciner,Oceania,2025,0,,0.306724,,,
Alumina,H2-Boiler + Elec-Calciner,Rest of Asia,2025,0,,0.431842,,,
Alumina,H2-Boiler + Elec-Calciner,Russia,2025,0,,0.243446,,,
Alumina,H2-Boiler + Elec-Calciner,South America,2025,0,,0.088783,,,
Alumina,H2-Boiler + Gas-Calciner,Africa,2025,0.180324,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - Central,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - East,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - North,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - North East,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - North West,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,China - South,2025,0.165838,,0,,,
Alumina,H2-Boiler + Gas-Calciner,Rest of Europe,2025,0.219648,,0,,,
Alumina,H2-Boiler + Gas-Calciner,Middle East,2025,0.16861,,0,,,
Alumina,H2-Boiler + Gas-Calciner,US,2025,0.166062,,0,,,
Alumina,H2-Boiler + Gas-Calciner,Oceania,2025,0.167537,,0,,,
Alumina,H2-Boiler + Gas-Calciner,Rest of Asia,2025,0.180324,,0,,,
Alumina,H2-Boiler + Gas-Calciner,Russia,2025,0.219648,,0,,,
Alumina,H2-Boiler + Gas-Calciner,South America,2025,0.132635,,0,,,
Alumina,H2-Boiler + H2-Calciner,Africa,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - Central,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - East,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - North,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - North East,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - North West,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,China - South,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,Rest of Europe,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,Middle East,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,US,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,Oceania,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,Rest of Asia,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,Russia,2025,0,,0,,,
Alumina,H2-Boiler + H2-Calciner,South America,2025,0,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Africa,2025,0.23735,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - Central,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - East,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - North,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - North East,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - North West,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,China - South,2025,0.218283,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Rest of Europe,2025,0.28911,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Middle East,2025,0.221932,,0,,,
Alumina,H2-Boiler + Oil-Calciner,US,2025,0.218578,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Oceania,2025,0.220519,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Rest of Asia,2025,0.23735,,0,,,
Alumina,H2-Boiler + Oil-Calciner,Russia,2025,0.28911,,0,,,
Alumina,H2-Boiler + Oil-Calciner,South America,2025,0.17458,,0,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Africa,2025,0.025873,,0.529612,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - Central,2025,0.023794,,0.459282,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - East,2025,0.023794,,0.680722,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North,2025,0.023794,,0.877557,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North East,2025,0.023794,,0.975975,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North West,2025,0.023794,,0.680722,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - South,2025,0.023794,,0.50029,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Europe,2025,0.031515,,0.314599,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Middle East,2025,0.024192,,0.269541,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,US,2025,0.023826,,0.343473,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Oceania,2025,0.024038,,0.583543,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Asia,2025,0.025873,,0.821579,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,Russia,2025,0.031515,,0.463156,,,
Alumina,MVR-Fossil-Boiler + Elec-Calciner,South America,2025,0.01903,,0.168909,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Africa,2025,0.206197,,0.251235,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - Central,2025,0.189632,,0.217872,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - East,2025,0.189632,,0.322918,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North,2025,0.189632,,0.416292,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North East,2025,0.189632,,0.462979,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North West,2025,0.189632,,0.322918,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - South,2025,0.189632,,0.237325,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Europe,2025,0.251163,,0.149238,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Middle East,2025,0.192802,,0.127864,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,US,2025,0.189889,,0.162935,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Oceania,2025,0.191574,,0.276819,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Asia,2025,0.206197,,0.389737,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Russia,2025,0.251163,,0.21971,,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,South America,2025,0.151665,,0.080126,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Africa,2025,0.025873,,0.251235,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - Central,2025,0.023794,,0.217872,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - East,2025,0.023794,,0.322918,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North,2025,0.023794,,0.416292,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North East,2025,0.023794,,0.462979,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North West,2025,0.023794,,0.322918,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - South,2025,0.023794,,0.237325,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Europe,2025,0.031515,,0.149238,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Middle East,2025,0.024192,,0.127864,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,US,2025,0.023826,,0.162935,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Oceania,2025,0.024038,,0.276819,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Asia,2025,0.025873,,0.389737,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Russia,2025,0.031515,,0.21971,,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,South America,2025,0.01903,,0.080126,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Africa,2025,0.263223,,0.251235,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - Central,2025,0.242077,,0.217872,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - East,2025,0.242077,,0.322918,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North,2025,0.242077,,0.416292,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North East,2025,0.242077,,0.462979,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North West,2025,0.242077,,0.322918,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - South,2025,0.242077,,0.237325,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Europe,2025,0.320625,,0.149238,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Middle East,2025,0.246124,,0.127864,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,US,2025,0.242404,,0.162935,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Oceania,2025,0.244556,,0.276819,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Asia,2025,0.263223,,0.389737,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Russia,2025,0.320625,,0.21971,,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,South America,2025,0.19361,,0.080126,,,
Alumina,Oil-Boiler + Elec-Calciner,Africa,2025,0.6666,,0.278377,,,
Alumina,Oil-Boiler + Elec-Calciner,China - Central,2025,0.613049,,0.24141,,,
Alumina,Oil-Boiler + Elec-Calciner,China - East,2025,0.613049,,0.357804,,,
Alumina,Oil-Boiler + Elec-Calciner,China - North,2025,0.613049,,0.461265,,,
Alumina,Oil-Boiler + Elec-Calciner,China - North East,2025,0.613049,,0.512996,,,
Alumina,Oil-Boiler + Elec-Calciner,China - North West,2025,0.613049,,0.357804,,,
Alumina,Oil-Boiler + Elec-Calciner,China - South,2025,0.613049,,0.262964,,,
Alumina,Oil-Boiler + Elec-Calciner,Rest of Europe,2025,0.811969,,0.165361,,,
Alumina,Oil-Boiler + Elec-Calciner,Middle East,2025,0.623298,,0.141677,,,
Alumina,Oil-Boiler + Elec-Calciner,US,2025,0.613879,,0.180538,,,
Alumina,Oil-Boiler + Elec-Calciner,Oceania,2025,0.619329,,0.306724,,,
Alumina,Oil-Boiler + Elec-Calciner,Rest of Asia,2025,0.6666,,0.431842,,,
Alumina,Oil-Boiler + Elec-Calciner,Russia,2025,0.811969,,0.243446,,,
Alumina,Oil-Boiler + Elec-Calciner,South America,2025,0.490309,,0.088783,,,
Alumina,Oil-Boiler + Gas-Calciner,Africa,2025,0.846924,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - Central,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - East,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - North,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - North East,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - North West,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,China - South,2025,0.778887,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,Rest of Europe,2025,1.031618,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,Middle East,2025,0.791908,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,US,2025,0.779941,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,Oceania,2025,0.786865,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,Rest of Asia,2025,0.846924,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,Russia,2025,1.031618,,0,,,
Alumina,Oil-Boiler + Gas-Calciner,South America,2025,0.622944,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Africa,2025,0.6666,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - Central,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - East,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - North,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - North East,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - North West,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,China - South,2025,0.613049,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Rest of Europe,2025,0.811969,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Middle East,2025,0.623298,,0,,,
Alumina,Oil-Boiler + H2-Calciner,US,2025,0.613879,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Oceania,2025,0.619329,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Rest of Asia,2025,0.6666,,0,,,
Alumina,Oil-Boiler + H2-Calciner,Russia,2025,0.811969,,0,,,
Alumina,Oil-Boiler + H2-Calciner,South America,2025,0.490309,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Africa,2025,0.90395,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - Central,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - East,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - North,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - North East,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - North West,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,China - South,2025,0.831332,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Rest of Europe,2025,1.101079,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Middle East,2025,0.845229,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,US,2025,0.832457,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Oceania,2025,0.839847,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Rest of Asia,2025,0.90395,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,Russia,2025,1.101079,,0,,,
Alumina,Oil-Boiler + Oil-Calciner,South America,2025,0.664889,,0,,,
Alumina,Coal-Boiler + Elec-Calciner,Africa,2026,0.926533,,0.263732,,,
Alumina,Coal-Boiler + Elec-Calciner,China - Central,2026,0.852101,,0.229173,,,
Alumina,Coal-Boiler + Elec-Calciner,China - East,2026,0.852101,,0.339667,,,
Alumina,Coal-Boiler + Elec-Calciner,China - North,2026,0.852101,,0.437884,,,
Alumina,Coal-Boiler + Elec-Calciner,China - North East,2026,0.852101,,0.486993,,,
Alumina,Coal-Boiler + Elec-Calciner,China - North West,2026,0.852101,,0.339667,,,
Alumina,Coal-Boiler + Elec-Calciner,China - South,2026,0.852101,,0.249635,,,
Alumina,Coal-Boiler + Elec-Calciner,Rest of Europe,2026,1.128587,,0.154127,,,
Alumina,Coal-Boiler + Elec-Calciner,Middle East,2026,0.866345,,0.131801,,,
Alumina,Coal-Boiler + Elec-Calciner,US,2026,0.853253,,0.159207,,,
Alumina,Coal-Boiler + Elec-Calciner,Oceania,2026,0.860828,,0.285238,,,
Alumina,Coal-Boiler + Elec-Calciner,Rest of Asia,2026,0.926533,,0.40778,,,
Alumina,Coal-Boiler + Elec-Calciner,Russia,2026,1.128587,,0.230044,,,
Alumina,Coal-Boiler + Elec-Calciner,South America,2026,0.681499,,0.083522,,,
Alumina,Coal-Boiler + Gas-Calciner,Africa,2026,1.106857,,0,,,
