product,year,region,name,scope,emissivity_type,scenario,unit,emission_factor_co2
Ammonia,2025,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2025,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2025,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2025,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2025,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2025,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2025,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2025,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2025,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2025,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2025,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2025,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2025,Africa,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,China,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Europe,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,India,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Latin America,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Middle East,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,North America,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Oceania,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Russia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Rest of Asia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Brazil,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Australia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Namibia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2025,Saudi Arabia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Ammonia,2025,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0431444044990716
Ammonium nitrate,2025,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0431444044990716
Urea,2025,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0431444044990716
Ammonia,2025,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004217359152643
Ammonium nitrate,2025,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004217359152643
Urea,2025,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004217359152643
Ammonia,2025,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0527303846351928
Ammonium nitrate,2025,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0527303846351928
Urea,2025,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0527303846351928
Ammonia,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036839032352104
Ammonium nitrate,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036839032352104
Urea,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036839032352104
Ammonia,2025,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1082586736921287
Ammonium nitrate,2025,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1082586736921287
Urea,2025,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1082586736921287
Ammonia,2025,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0092629449332638
Ammonium nitrate,2025,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0092629449332638
Urea,2025,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0092629449332638
Ammonia,2025,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1360688137625855
Ammonium nitrate,2025,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1360688137625855
Urea,2025,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1360688137625855
Ammonia,2025,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011679443149588
Ammonium nitrate,2025,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011679443149588
Urea,2025,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011679443149588
Ammonia,2026,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.152307968762538
Ammonium nitrate,2026,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.152307968762538
Urea,2026,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.152307968762538
Ammonia,2026,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0699341903141275
Ammonium nitrate,2026,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0699341903141275
Urea,2026,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0699341903141275
Ammonia,2026,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1141718619249764
Ammonium nitrate,2026,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1141718619249764
Urea,2026,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1141718619249764
Ammonia,2026,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0738398450022616
Ammonium nitrate,2026,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0738398450022616
Urea,2026,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0738398450022616
Ammonia,2026,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.052632319696841
Ammonium nitrate,2026,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.052632319696841
Urea,2026,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.052632319696841
Ammonia,2026,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.1755937971008635
Ammonium nitrate,2026,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.1755937971008635
Urea,2026,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.1755937971008635
Ammonia,2026,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0492233338526859
Ammonium nitrate,2026,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0492233338526859
Urea,2026,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0492233338526859
Ammonia,2026,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1056317477208744
Ammonium nitrate,2026,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1056317477208744
Urea,2026,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1056317477208744
Ammonia,2026,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.040956902649852
Ammonium nitrate,2026,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.040956902649852
Urea,2026,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.040956902649852
Ammonia,2026,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1311174799586048
Ammonium nitrate,2026,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1311174799586048
Urea,2026,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1311174799586048
Ammonia,2026,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonium nitrate,2026,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Urea,2026,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonia,2026,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0006787365848266
Ammonium nitrate,2026,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0006787365848266
Urea,2026,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0006787365848266
Ammonia,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonium nitrate,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Urea,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonia,2026,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonium nitrate,2026,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Urea,2026,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonia,2026,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0013419491058808
Ammonium nitrate,2026,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0013419491058808
Urea,2026,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0013419491058808
Ammonia,2026,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonium nitrate,2026,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Urea,2026,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007541840420832
Ammonia,2026,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036020387188724
Ammonium nitrate,2026,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036020387188724
Urea,2026,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0036020387188724
Ammonia,2026,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0090571017125246
Ammonium nitrate,2026,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0090571017125246
Urea,2026,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0090571017125246
Ammonia,2026,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004123640060362
Ammonium nitrate,2026,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004123640060362
Urea,2026,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.004123640060362
Ammonia,2026,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011419899968486
Ammonium nitrate,2026,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011419899968486
Urea,2026,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0011419899968486
Ammonia,2026,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2026,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2026,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2026,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2026,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2026,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2026,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2026,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2026,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2026,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2026,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2026,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
