product,year,region,name,scope,emissivity_type,scenario,unit,emission_factor_co2
Ammonia,2020,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1825344308079019
Ammonium nitrate,2020,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1825344308079019
Urea,2020,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1825344308079019
Ammonia,2020,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.1055000160349744
Ammonium nitrate,2020,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.1055000160349744
Urea,2020,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.1055000160349744
Ammonia,2020,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1407147638135853
Ammonium nitrate,2020,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1407147638135853
Urea,2020,Rest of Asia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1407147638135853
Ammonia,2020,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0905335925819533
Ammonium nitrate,2020,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0905335925819533
Urea,2020,Russia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0905335925819533
Ammonia,2020,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.0663421463793155
Ammonium nitrate,2020,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.0663421463793155
Urea,2020,Europe,Electricity - grid,2,Fossil,,tCO2/GJ,0.0663421463793155
Ammonia,2020,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.2020423965800433
Ammonium nitrate,2020,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.2020423965800433
Urea,2020,India,Electricity - grid,2,Fossil,,tCO2/GJ,0.2020423965800433
Ammonia,2020,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Ammonium nitrate,2020,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Urea,2020,Middle East,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Ammonia,2020,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Ammonium nitrate,2020,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Urea,2020,Africa,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Ammonia,2020,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Ammonium nitrate,2020,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Urea,2020,Latin America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Ammonia,2020,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Ammonium nitrate,2020,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Urea,2020,Oceania,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Ammonia,2020,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Urea,2020,China,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonia,2020,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007712915736666
Ammonium nitrate,2020,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007712915736666
Urea,2020,North America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0007712915736666
Ammonia,2020,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Urea,2020,Rest of Asia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Urea,2020,Russia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0015249421657736
Ammonium nitrate,2020,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0015249421657736
Urea,2020,Europe,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0015249421657736
Ammonia,2020,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Urea,2020,India,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Ammonium nitrate,2020,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Urea,2020,Middle East,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Ammonia,2020,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Ammonium nitrate,2020,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Urea,2020,Africa,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Ammonia,2020,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Ammonium nitrate,2020,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Urea,2020,Latin America,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Ammonia,2020,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Ammonium nitrate,2020,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Urea,2020,Oceania,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Ammonia,2020,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Africa,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,China,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Europe,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,India,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Latin America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Middle East,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,North America,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Oceania,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Russia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Rest of Asia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Brazil,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Australia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Namibia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Urea,2020,Saudi Arabia,Coal,1,Fossil,,tCO2/GJ,0.0946
Ammonia,2020,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Africa,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,China,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Europe,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,India,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Latin America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Middle East,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,North America,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Oceania,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Russia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Rest of Asia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Brazil,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Australia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Namibia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Urea,2020,Saudi Arabia,Natural gas,1,Fossil,,tCO2/GJ,0.0561
Ammonia,2020,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Africa,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,China,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Europe,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,India,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Latin America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Middle East,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,North America,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Oceania,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Russia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Rest of Asia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Brazil,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Australia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Namibia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Saudi Arabia,Wet biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Africa,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,China,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Europe,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,India,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Latin America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Middle East,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,North America,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Oceania,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Russia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Rest of Asia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Brazil,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Australia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Namibia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonium nitrate,2020,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Urea,2020,Saudi Arabia,Dry biomass,1,Bio,,tCO2/GJ,0.112
Ammonia,2020,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Africa,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,China,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Europe,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,India,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Latin America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Middle East,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,North America,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Oceania,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Russia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Rest of Asia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Brazil,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Australia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Namibia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonia,2020,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Saudi Arabia,Municipal solid waste RdF,1,Fossil,,tCO2/GJ,0.012085
Urea,2020,Africa,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,China,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Europe,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,India,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Latin America,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Middle East,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,North America,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Oceania,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Russia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Rest of Asia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Brazil,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Australia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Namibia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Urea,2020,Saudi Arabia,Urea,3_downstream,Fossil,,tCO2/tUrea,0.7333333333333334
Ammonia,2020,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Ammonium nitrate,2020,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Urea,2020,Brazil,Electricity - grid,2,Fossil,,tCO2/GJ,0.0567821449629698
Ammonia,2020,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Ammonium nitrate,2020,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Urea,2020,Brazil,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0046859546140478
Ammonia,2020,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Ammonium nitrate,2020,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Urea,2020,Saudi Arabia,Electricity - grid,2,Fossil,,tCO2/GJ,0.0797588584779181
Ammonia,2020,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Ammonium nitrate,2020,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Urea,2020,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0040932258169005
Ammonia,2020,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Ammonium nitrate,2020,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Urea,2020,Namibia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1235515584802676
Ammonia,2020,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Ammonium nitrate,2020,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Urea,2020,Namibia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0102921610369597
Ammonia,2020,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Ammonium nitrate,2020,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Urea,2020,Australia,Electricity - grid,2,Fossil,,tCO2/GJ,0.1745180472950019
Ammonia,2020,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Ammonium nitrate,2020,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Urea,2020,Australia,Natural gas,3_upstream,Fossil,,tCO2/GJ,0.0012977159055098
Ammonia,2021,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1768832384237955
Ammonium nitrate,2021,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1768832384237955
Urea,2021,China,Electricity - grid,2,Fossil,,tCO2/GJ,0.1768832384237955
Ammonia,2021,North America,Electricity - grid,2,Fossil,,tCO2/GJ,0.0996951418679315
