,product,technology,region,technology_lifetime,wacc,technology_classification,current_trl,expected_maturity,capacity_factor,year
2754,Alumina,Oil-Boiler + Elec-Calciner,Canada,20,0.06,transition,,2030,,2026
2755,Alumina,Oil-Boiler + Gas-Calciner,Canada,25,0.06,initial,,2020,,2026
2756,Alumina,Oil-Boiler + Oil-Calciner,Canada,25,0.06,initial,,2020,,2026
2757,Alumina,Oil-Boiler + H2-Calciner,Canada,25,0.06,transition,,2030,,2026
2758,Alumina,Coal-Boiler + Elec-Calciner,Canada,20,0.06,transition,,2030,,2026
2759,Alumina,Coal-Boiler + Gas-Calciner,Canada,25,0.06,initial,,2020,,2026
2760,Alumina,Coal-Boiler + Oil-Calciner,Canada,25,0.06,initial,,2020,,2026
2761,Alumina,Coal-Boiler + H2-Calciner,Canada,25,0.06,transition,,2030,,2026
2762,Alumina,Elec-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2026
2763,Alumina,Elec-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2020,,2026
2764,Alumina,Elec-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2020,,2026
2765,Alumina,Elec-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2026
2766,Alumina,H2-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2026
2767,Alumina,H2-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2027,,2026
2768,Alumina,H2-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2027,,2026
2769,Alumina,H2-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2026
2770,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2026
2771,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2027,,2026
2772,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2027,,2026
2773,Alumina,MVR-Fossil-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2026
2774,Alumina,Decommission,Canada,0,0.06,end-state,,2020,,2026
2775,Alumina,Gas-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2026
2776,Alumina,Gas-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2777,Alumina,Gas-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2778,Alumina,Gas-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2026
2779,Alumina,Oil-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2026
2780,Alumina,Oil-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2781,Alumina,Oil-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2782,Alumina,Oil-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2026
2783,Alumina,Coal-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2026
2784,Alumina,Coal-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2785,Alumina,Coal-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2026
2786,Alumina,Coal-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2026
2787,Alumina,Elec-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2026
2788,Alumina,Elec-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2020,,2026
2789,Alumina,Elec-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2020,,2026
2790,Alumina,Elec-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2026
2791,Alumina,H2-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2026
2792,Alumina,H2-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2026
2793,Alumina,H2-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2026
2794,Alumina,H2-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2026
2795,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2026
2796,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2026
2797,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2026
2798,Alumina,MVR-Fossil-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2026
2799,Alumina,Decommission,Scandinavia,0,0.06,end-state,,2020,,2026
2800,Alumina,Gas-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2027
2801,Alumina,Gas-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2027
2802,Alumina,Gas-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2027
2803,Alumina,Gas-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2027
2804,Alumina,Oil-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2027
2805,Alumina,Oil-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2027
2806,Alumina,Oil-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2027
2807,Alumina,Oil-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2027
2808,Alumina,Coal-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2027
2809,Alumina,Coal-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2027
2810,Alumina,Coal-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2027
2811,Alumina,Coal-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2027
2812,Alumina,Elec-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2027
2813,Alumina,Elec-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2020,,2027
2814,Alumina,Elec-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2020,,2027
2815,Alumina,Elec-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2027
2816,Alumina,H2-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2027
2817,Alumina,H2-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2027
2818,Alumina,H2-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2027
2819,Alumina,H2-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2027
2820,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2027
2821,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2027
2822,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2027
2823,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2027
2824,Alumina,Gas-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2027
2825,Alumina,Gas-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2027
2826,Alumina,Gas-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2027
2827,Alumina,Gas-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2027
2828,Alumina,Oil-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2027
2829,Alumina,Oil-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2027
2830,Alumina,Oil-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2027
2831,Alumina,Oil-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2027
2832,Alumina,Coal-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2027
2833,Alumina,Coal-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2027
2834,Alumina,Coal-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2027
2835,Alumina,Coal-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2027
2836,Alumina,Elec-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2027
2837,Alumina,Elec-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2020,,2027
2838,Alumina,Elec-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2020,,2027
2839,Alumina,Elec-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2027
2840,Alumina,H2-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2027
2841,Alumina,H2-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2027
2842,Alumina,H2-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2027
2843,Alumina,H2-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2027
2844,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2027
2845,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2027
2846,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2027
2847,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2027
2848,Alumina,Gas-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2027
2849,Alumina,Gas-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2027
2850,Alumina,Gas-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2027
2851,Alumina,Gas-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2027
2852,Alumina,Oil-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2027
2853,Alumina,Oil-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2027
2854,Alumina,Oil-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2027
2855,Alumina,Oil-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2027
2856,Alumina,Coal-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2027
2857,Alumina,Coal-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2027
2858,Alumina,Coal-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2027
2859,Alumina,Coal-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2027
2860,Alumina,Elec-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2027
2861,Alumina,Elec-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2020,,2027
2862,Alumina,Elec-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2020,,2027
2863,Alumina,Elec-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2027
2864,Alumina,H2-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2027
2865,Alumina,H2-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2027
2866,Alumina,H2-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2027
2867,Alumina,H2-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2027
2868,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2027
2869,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2027
2870,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2027
2871,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2027
2872,Alumina,Gas-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2027
2873,Alumina,Gas-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2027
2874,Alumina,Gas-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2027
2875,Alumina,Gas-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2027
2876,Alumina,Oil-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2027
2877,Alumina,Oil-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2027
2878,Alumina,Oil-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2027
2879,Alumina,Oil-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2027
2880,Alumina,Coal-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2027
2881,Alumina,Coal-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2027
2882,Alumina,Coal-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2027
2883,Alumina,Coal-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2027
2884,Alumina,Elec-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2027
2885,Alumina,Elec-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2020,,2027
2886,Alumina,Elec-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2020,,2027
2887,Alumina,Elec-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2027
2888,Alumina,H2-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2027
2889,Alumina,H2-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2027,,2027
2890,Alumina,H2-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2027,,2027
2891,Alumina,H2-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2027
2892,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2027
2893,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2027,,2027
2894,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2027,,2027
2895,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2027
2896,Alumina,Gas-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2027
2897,Alumina,Gas-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2027
2898,Alumina,Gas-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2027
2899,Alumina,Gas-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2027
2900,Alumina,Oil-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2027
2901,Alumina,Oil-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2027
2902,Alumina,Oil-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2027
2903,Alumina,Oil-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2027
2904,Alumina,Coal-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2027
2905,Alumina,Coal-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2027
2906,Alumina,Coal-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2027
2907,Alumina,Coal-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2027
2908,Alumina,Elec-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2027
2909,Alumina,Elec-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2020,,2027
2910,Alumina,Elec-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2020,,2027
2911,Alumina,Elec-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2027
2912,Alumina,H2-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2027
2913,Alumina,H2-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2027,,2027
2914,Alumina,H2-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2027,,2027
2915,Alumina,H2-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2027
2916,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2027
2917,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2027,,2027
2918,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2027,,2027
2919,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2027
2920,Alumina,Gas-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2027
2921,Alumina,Gas-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2027
2922,Alumina,Gas-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2027
2923,Alumina,Gas-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2027
2924,Alumina,Oil-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2027
2925,Alumina,Oil-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2027
2926,Alumina,Oil-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2027
2927,Alumina,Oil-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2027
2928,Alumina,Coal-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2027
2929,Alumina,Coal-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2027
2930,Alumina,Coal-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2027
2931,Alumina,Coal-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2027
2932,Alumina,Elec-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2027
2933,Alumina,Elec-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2020,,2027
2934,Alumina,Elec-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2020,,2027
2935,Alumina,Elec-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2027
2936,Alumina,H2-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2027
2937,Alumina,H2-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2027,,2027
2938,Alumina,H2-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2027,,2027
2939,Alumina,H2-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2027
2940,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2027
2941,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2027,,2027
2942,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2027,,2027
2943,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2027
2944,Alumina,Gas-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2027
2945,Alumina,Gas-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2946,Alumina,Gas-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2947,Alumina,Gas-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2027
2948,Alumina,Oil-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2027
2949,Alumina,Oil-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2950,Alumina,Oil-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2951,Alumina,Oil-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2027
2952,Alumina,Coal-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2027
2953,Alumina,Coal-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2954,Alumina,Coal-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2027
2955,Alumina,Coal-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2027
2956,Alumina,Elec-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2027
2957,Alumina,Elec-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2020,,2027
2958,Alumina,Elec-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2020,,2027
2959,Alumina,Elec-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2027
2960,Alumina,H2-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2027
2961,Alumina,H2-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2027,,2027
2962,Alumina,H2-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2027,,2027
2963,Alumina,H2-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2027
2964,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2027
2965,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2027,,2027
2966,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2027,,2027
2967,Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2027
2968,Alumina,Gas-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2027
2969,Alumina,Gas-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2027
2970,Alumina,Gas-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2027
2971,Alumina,Gas-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2027
2972,Alumina,Oil-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2027
2973,Alumina,Oil-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2027
2974,Alumina,Oil-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2027
2975,Alumina,Oil-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2027
2976,Alumina,Coal-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2027
2977,Alumina,Coal-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2027
2978,Alumina,Coal-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2027
2979,Alumina,Coal-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2027
2980,Alumina,Elec-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2027
2981,Alumina,Elec-Boiler + Gas-Calciner,US,25,0.06,transition,,2020,,2027
2982,Alumina,Elec-Boiler + Oil-Calciner,US,25,0.06,transition,,2020,,2027
2983,Alumina,Elec-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2027
2984,Alumina,H2-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2027
2985,Alumina,H2-Boiler + Gas-Calciner,US,25,0.06,transition,,2027,,2027
2986,Alumina,H2-Boiler + Oil-Calciner,US,25,0.06,transition,,2027,,2027
2987,Alumina,H2-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2027
2988,Alumina,MVR-Fossil-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2027
2989,Alumina,MVR-Fossil-Boiler + Gas-Calciner,US,25,0.06,transition,,2027,,2027
2990,Alumina,MVR-Fossil-Boiler + Oil-Calciner,US,25,0.06,transition,,2027,,2027
2991,Alumina,MVR-Fossil-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2027
2992,Alumina,Gas-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2027
2993,Alumina,Gas-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2027
2994,Alumina,Gas-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2027
2995,Alumina,Gas-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2027
2996,Alumina,Oil-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2027
2997,Alumina,Oil-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2027
2998,Alumina,Oil-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2027
2999,Alumina,Oil-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2027
3000,Alumina,Coal-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2027
3001,Alumina,Coal-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2027
3002,Alumina,Coal-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2027
3003,Alumina,Coal-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2027
3004,Alumina,Elec-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2027
3005,Alumina,Elec-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2020,,2027
3006,Alumina,Elec-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2020,,2027
3007,Alumina,Elec-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2027
3008,Alumina,H2-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2027
3009,Alumina,H2-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2027
3010,Alumina,H2-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2027
3011,Alumina,H2-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2027
3012,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2027
3013,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2027
3014,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2027
3015,Alumina,MVR-Fossil-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2027
3016,Alumina,Gas-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2027
3017,Alumina,Gas-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3018,Alumina,Gas-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3019,Alumina,Gas-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2027
3020,Alumina,Oil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2027
3021,Alumina,Oil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3022,Alumina,Oil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3023,Alumina,Oil-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2027
3024,Alumina,Coal-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2027
3025,Alumina,Coal-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3026,Alumina,Coal-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2027
3027,Alumina,Coal-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2027
3028,Alumina,Elec-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2027
3029,Alumina,Elec-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2020,,2027
3030,Alumina,Elec-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2020,,2027
3031,Alumina,Elec-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2027
3032,Alumina,H2-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2027
3033,Alumina,H2-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2027
3034,Alumina,H2-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2027
3035,Alumina,H2-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2027
3036,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2027
3037,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2027
3038,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2027
3039,Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2027
3040,Alumina,Gas-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2027
