,product,technology,region,technology_lifetime,wacc,technology_classification,current_trl,expected_maturity,capacity_factor,year
4995,Alumina,Gas-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2032
4996,Alumina,Oil-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2032
4997,Alumina,Oil-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2032
4998,Alumina,Oil-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2032
4999,Alumina,Oil-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2032
5000,Alumina,Coal-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2032
5001,Alumina,Coal-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2032
5002,Alumina,Coal-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2032
5003,Alumina,Coal-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2032
5004,Alumina,Elec-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2032
5005,Alumina,Elec-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2020,,2032
5006,Alumina,Elec-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2020,,2032
5007,Alumina,Elec-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2032
5008,Alumina,H2-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2032
5009,Alumina,H2-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2032
5010,Alumina,H2-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2032
5011,Alumina,H2-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2032
5012,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2032
5013,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2032
5014,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2032
5015,Alumina,MVR-Fossil-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2032
5016,Alumina,Gas-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2032
5017,Alumina,Gas-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5018,Alumina,Gas-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5019,Alumina,Gas-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2032
5020,Alumina,Oil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2032
5021,Alumina,Oil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5022,Alumina,Oil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5023,Alumina,Oil-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2032
5024,Alumina,Coal-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2032
5025,Alumina,Coal-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5026,Alumina,Coal-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2032
5027,Alumina,Coal-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2032
5028,Alumina,Elec-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2032
5029,Alumina,Elec-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2020,,2032
5030,Alumina,Elec-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2020,,2032
5031,Alumina,Elec-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2032
5032,Alumina,H2-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2032
5033,Alumina,H2-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2032
5034,Alumina,H2-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2032
5035,Alumina,H2-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2032
5036,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2032
5037,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2032
5038,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2032
5039,Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2032
5040,Alumina,Gas-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2032
5041,Alumina,Gas-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2032
5042,Alumina,Gas-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2032
5043,Alumina,Gas-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2032
5044,Alumina,Oil-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2032
5045,Alumina,Oil-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2032
5046,Alumina,Oil-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2032
5047,Alumina,Oil-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2032
5048,Alumina,Coal-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2032
5049,Alumina,Coal-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2032
5050,Alumina,Coal-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2032
5051,Alumina,Coal-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2032
5052,Alumina,Elec-Boiler + Elec-Calciner,Middle East,20,0.06,end-state,,2030,,2032
5053,Alumina,Elec-Boiler + Gas-Calciner,Middle East,25,0.06,transition,,2020,,2032
5054,Alumina,Elec-Boiler + Oil-Calciner,Middle East,25,0.06,transition,,2020,,2032
5055,Alumina,Elec-Boiler + H2-Calciner,Middle East,25,0.06,end-state,,2030,,2032
5056,Alumina,H2-Boiler + Elec-Calciner,Middle East,20,0.06,end-state,,2030,,2032
5057,Alumina,H2-Boiler + Gas-Calciner,Middle East,25,0.06,transition,,2027,,2032
5058,Alumina,H2-Boiler + Oil-Calciner,Middle East,25,0.06,transition,,2027,,2032
5059,Alumina,H2-Boiler + H2-Calciner,Middle East,25,0.06,end-state,,2030,,2032
5060,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Middle East,20,0.06,end-state,,2030,,2032
5061,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Middle East,25,0.06,transition,,2027,,2032
5062,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Middle East,25,0.06,transition,,2027,,2032
5063,Alumina,MVR-Fossil-Boiler + H2-Calciner,Middle East,25,0.06,end-state,,2030,,2032
5064,Alumina,Gas-Boiler + Elec-Calciner,Africa,20,0.06,transition,,2030,,2032
5065,Alumina,Gas-Boiler + Gas-Calciner,Africa,25,0.06,initial,,2020,,2032
5066,Alumina,Gas-Boiler + Oil-Calciner,Africa,25,0.06,initial,,2020,,2032
5067,Alumina,Gas-Boiler + H2-Calciner,Africa,25,0.06,transition,,2030,,2032
5068,Alumina,Oil-Boiler + Elec-Calciner,Africa,20,0.06,transition,,2030,,2032
5069,Alumina,Oil-Boiler + Gas-Calciner,Africa,25,0.06,initial,,2020,,2032
5070,Alumina,Oil-Boiler + Oil-Calciner,Africa,25,0.06,initial,,2020,,2032
5071,Alumina,Oil-Boiler + H2-Calciner,Africa,25,0.06,transition,,2030,,2032
5072,Alumina,Coal-Boiler + Elec-Calciner,Africa,20,0.06,transition,,2030,,2032
5073,Alumina,Coal-Boiler + Gas-Calciner,Africa,25,0.06,initial,,2020,,2032
5074,Alumina,Coal-Boiler + Oil-Calciner,Africa,25,0.06,initial,,2020,,2032
5075,Alumina,Coal-Boiler + H2-Calciner,Africa,25,0.06,transition,,2030,,2032
5076,Alumina,Elec-Boiler + Elec-Calciner,Africa,20,0.06,end-state,,2030,,2032
5077,Alumina,Elec-Boiler + Gas-Calciner,Africa,25,0.06,transition,,2020,,2032
5078,Alumina,Elec-Boiler + Oil-Calciner,Africa,25,0.06,transition,,2020,,2032
5079,Alumina,Elec-Boiler + H2-Calciner,Africa,25,0.06,end-state,,2030,,2032
5080,Alumina,H2-Boiler + Elec-Calciner,Africa,20,0.06,end-state,,2030,,2032
5081,Alumina,H2-Boiler + Gas-Calciner,Africa,25,0.06,transition,,2027,,2032
5082,Alumina,H2-Boiler + Oil-Calciner,Africa,25,0.06,transition,,2027,,2032
5083,Alumina,H2-Boiler + H2-Calciner,Africa,25,0.06,end-state,,2030,,2032
5084,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Africa,20,0.06,end-state,,2030,,2032
5085,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Africa,25,0.06,transition,,2027,,2032
5086,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Africa,25,0.06,transition,,2027,,2032
5087,Alumina,MVR-Fossil-Boiler + H2-Calciner,Africa,25,0.06,end-state,,2030,,2032
5088,Alumina,Gas-Boiler + Elec-Calciner,South America,20,0.06,transition,,2030,,2032
5089,Alumina,Gas-Boiler + Gas-Calciner,South America,25,0.06,initial,,2020,,2032
5090,Alumina,Gas-Boiler + Oil-Calciner,South America,25,0.06,initial,,2020,,2032
5091,Alumina,Gas-Boiler + H2-Calciner,South America,25,0.06,transition,,2030,,2032
5092,Alumina,Oil-Boiler + Elec-Calciner,South America,20,0.06,transition,,2030,,2032
5093,Alumina,Oil-Boiler + Gas-Calciner,South America,25,0.06,initial,,2020,,2032
5094,Alumina,Oil-Boiler + Oil-Calciner,South America,25,0.06,initial,,2020,,2032
5095,Alumina,Oil-Boiler + H2-Calciner,South America,25,0.06,transition,,2030,,2032
5096,Alumina,Coal-Boiler + Elec-Calciner,South America,20,0.06,transition,,2030,,2032
5097,Alumina,Coal-Boiler + Gas-Calciner,South America,25,0.06,initial,,2020,,2032
5098,Alumina,Coal-Boiler + Oil-Calciner,South America,25,0.06,initial,,2020,,2032
5099,Alumina,Coal-Boiler + H2-Calciner,South America,25,0.06,transition,,2030,,2032
5100,Alumina,Elec-Boiler + Elec-Calciner,South America,20,0.06,end-state,,2030,,2032
5101,Alumina,Elec-Boiler + Gas-Calciner,South America,25,0.06,transition,,2020,,2032
5102,Alumina,Elec-Boiler + Oil-Calciner,South America,25,0.06,transition,,2020,,2032
5103,Alumina,Elec-Boiler + H2-Calciner,South America,25,0.06,end-state,,2030,,2032
5104,Alumina,H2-Boiler + Elec-Calciner,South America,20,0.06,end-state,,2030,,2032
5105,Alumina,H2-Boiler + Gas-Calciner,South America,25,0.06,transition,,2027,,2032
5106,Alumina,H2-Boiler + Oil-Calciner,South America,25,0.06,transition,,2027,,2032
5107,Alumina,H2-Boiler + H2-Calciner,South America,25,0.06,end-state,,2030,,2032
5108,Alumina,MVR-Fossil-Boiler + Elec-Calciner,South America,20,0.06,end-state,,2030,,2032
5109,Alumina,MVR-Fossil-Boiler + Gas-Calciner,South America,25,0.06,transition,,2027,,2032
5110,Alumina,MVR-Fossil-Boiler + Oil-Calciner,South America,25,0.06,transition,,2027,,2032
5111,Alumina,MVR-Fossil-Boiler + H2-Calciner,South America,25,0.06,end-state,,2030,,2032
5112,Alumina,Gas-Boiler + Elec-Calciner,Oceania,20,0.06,transition,,2030,,2032
5113,Alumina,Gas-Boiler + Gas-Calciner,Oceania,25,0.06,initial,,2020,,2032
5114,Alumina,Gas-Boiler + Oil-Calciner,Oceania,25,0.06,initial,,2020,,2032
5115,Alumina,Gas-Boiler + H2-Calciner,Oceania,25,0.06,transition,,2030,,2032
5116,Alumina,Oil-Boiler + Elec-Calciner,Oceania,20,0.06,transition,,2030,,2032
5117,Alumina,Oil-Boiler + Gas-Calciner,Oceania,25,0.06,initial,,2020,,2032
5118,Alumina,Oil-Boiler + Oil-Calciner,Oceania,25,0.06,initial,,2020,,2032
5119,Alumina,Oil-Boiler + H2-Calciner,Oceania,25,0.06,transition,,2030,,2032
5120,Alumina,Coal-Boiler + Elec-Calciner,Oceania,20,0.06,transition,,2030,,2032
5121,Alumina,Coal-Boiler + Gas-Calciner,Oceania,25,0.06,initial,,2020,,2032
5122,Alumina,Coal-Boiler + Oil-Calciner,Oceania,25,0.06,initial,,2020,,2032
5123,Alumina,Coal-Boiler + H2-Calciner,Oceania,25,0.06,transition,,2030,,2032
5124,Alumina,Elec-Boiler + Elec-Calciner,Oceania,20,0.06,end-state,,2030,,2032
5125,Alumina,Elec-Boiler + Gas-Calciner,Oceania,25,0.06,transition,,2020,,2032
5126,Alumina,Elec-Boiler + Oil-Calciner,Oceania,25,0.06,transition,,2020,,2032
5127,Alumina,Elec-Boiler + H2-Calciner,Oceania,25,0.06,end-state,,2030,,2032
5128,Alumina,H2-Boiler + Elec-Calciner,Oceania,20,0.06,end-state,,2030,,2032
5129,Alumina,H2-Boiler + Gas-Calciner,Oceania,25,0.06,transition,,2027,,2032
5130,Alumina,H2-Boiler + Oil-Calciner,Oceania,25,0.06,transition,,2027,,2032
5131,Alumina,H2-Boiler + H2-Calciner,Oceania,25,0.06,end-state,,2030,,2032
5132,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Oceania,20,0.06,end-state,,2030,,2032
5133,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Oceania,25,0.06,transition,,2027,,2032
5134,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Oceania,25,0.06,transition,,2027,,2032
5135,Alumina,MVR-Fossil-Boiler + H2-Calciner,Oceania,25,0.06,end-state,,2030,,2032
5136,Alumina,Decommission,China - North,0,0.06,end-state,,2020,,2032
5137,Alumina,Decommission,China - North West,0,0.06,end-state,,2020,,2032
5138,Alumina,Decommission,China - North East,0,0.06,end-state,,2020,,2032
5139,Alumina,Decommission,China - Central,0,0.06,end-state,,2020,,2032
5140,Alumina,Decommission,China - South,0,0.06,end-state,,2020,,2032
5141,Alumina,Decommission,China - East,0,0.06,end-state,,2020,,2032
5142,Alumina,Decommission,Rest of Asia,0,0.06,end-state,,2020,,2032
5143,Alumina,Decommission,US,0,0.06,end-state,,2020,,2032
5144,Alumina,Decommission,Russia,0,0.06,end-state,,2020,,2032
5145,Alumina,Decommission,Rest of Europe,0,0.06,end-state,,2020,,2032
5146,Alumina,Decommission,Middle East,0,0.06,end-state,,2020,,2032
5147,Alumina,Decommission,Africa,0,0.06,end-state,,2020,,2032
5148,Alumina,Decommission,South America,0,0.06,end-state,,2020,,2032
5149,Alumina,Decommission,Oceania,0,0.06,end-state,,2020,,2032
5150,Alumina,Gas-Boiler + Elec-Calciner,Canada,20,0.06,transition,,2030,,2032
5151,Alumina,Gas-Boiler + Gas-Calciner,Canada,25,0.06,initial,,2020,,2032
5152,Alumina,Gas-Boiler + Oil-Calciner,Canada,25,0.06,initial,,2020,,2032
5153,Alumina,Gas-Boiler + H2-Calciner,Canada,25,0.06,transition,,2030,,2032
5154,Alumina,Oil-Boiler + Elec-Calciner,Canada,20,0.06,transition,,2030,,2032
5155,Alumina,Oil-Boiler + Gas-Calciner,Canada,25,0.06,initial,,2020,,2032
5156,Alumina,Oil-Boiler + Oil-Calciner,Canada,25,0.06,initial,,2020,,2032
5157,Alumina,Oil-Boiler + H2-Calciner,Canada,25,0.06,transition,,2030,,2032
5158,Alumina,Coal-Boiler + Elec-Calciner,Canada,20,0.06,transition,,2030,,2032
5159,Alumina,Coal-Boiler + Gas-Calciner,Canada,25,0.06,initial,,2020,,2032
5160,Alumina,Coal-Boiler + Oil-Calciner,Canada,25,0.06,initial,,2020,,2032
5161,Alumina,Coal-Boiler + H2-Calciner,Canada,25,0.06,transition,,2030,,2032
5162,Alumina,Elec-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2032
5163,Alumina,Elec-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2020,,2032
5164,Alumina,Elec-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2020,,2032
5165,Alumina,Elec-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2032
5166,Alumina,H2-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2032
5167,Alumina,H2-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2027,,2032
5168,Alumina,H2-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2027,,2032
5169,Alumina,H2-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2032
5170,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Canada,20,0.06,end-state,,2030,,2032
5171,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Canada,25,0.06,transition,,2027,,2032
5172,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2027,,2032
5173,Alumina,MVR-Fossil-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2032
5174,Alumina,Decommission,Canada,0,0.06,end-state,,2020,,2032
5175,Alumina,Gas-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2032
5176,Alumina,Gas-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5177,Alumina,Gas-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5178,Alumina,Gas-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2032
5179,Alumina,Oil-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2032
5180,Alumina,Oil-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5181,Alumina,Oil-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5182,Alumina,Oil-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2032
5183,Alumina,Coal-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2032
5184,Alumina,Coal-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5185,Alumina,Coal-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2032
5186,Alumina,Coal-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2032
5187,Alumina,Elec-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2032
5188,Alumina,Elec-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2020,,2032
5189,Alumina,Elec-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2020,,2032
5190,Alumina,Elec-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2032
5191,Alumina,H2-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2032
5192,Alumina,H2-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2032
5193,Alumina,H2-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2032
5194,Alumina,H2-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2032
5195,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2032
5196,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2032
5197,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2032
5198,Alumina,MVR-Fossil-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2032
5199,Alumina,Decommission,Scandinavia,0,0.06,end-state,,2020,,2032
5200,Alumina,Gas-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2033
5201,Alumina,Gas-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2033
5202,Alumina,Gas-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2033
5203,Alumina,Gas-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2033
5204,Alumina,Oil-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2033
5205,Alumina,Oil-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2033
5206,Alumina,Oil-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2033
5207,Alumina,Oil-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2033
5208,Alumina,Coal-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2033
5209,Alumina,Coal-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2033
5210,Alumina,Coal-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2033
5211,Alumina,Coal-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2033
5212,Alumina,Elec-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2033
5213,Alumina,Elec-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2020,,2033
5214,Alumina,Elec-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2020,,2033
5215,Alumina,Elec-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2033
5216,Alumina,H2-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2033
5217,Alumina,H2-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2033
5218,Alumina,H2-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2033
5219,Alumina,H2-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2033
5220,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2033
5221,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2033
5222,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2033
5223,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2033
5224,Alumina,Gas-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2033
5225,Alumina,Gas-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2033
5226,Alumina,Gas-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2033
5227,Alumina,Gas-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2033
5228,Alumina,Oil-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2033
5229,Alumina,Oil-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2033
5230,Alumina,Oil-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2033
5231,Alumina,Oil-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2033
5232,Alumina,Coal-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2033
5233,Alumina,Coal-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2033
5234,Alumina,Coal-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2033
5235,Alumina,Coal-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2033
5236,Alumina,Elec-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2033
5237,Alumina,Elec-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2020,,2033
5238,Alumina,Elec-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2020,,2033
5239,Alumina,Elec-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2033
5240,Alumina,H2-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2033
5241,Alumina,H2-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2033
5242,Alumina,H2-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2033
5243,Alumina,H2-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2033
5244,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2033
5245,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2033
5246,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2033
5247,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2033
5248,Alumina,Gas-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2033
5249,Alumina,Gas-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2033
5250,Alumina,Gas-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2033
5251,Alumina,Gas-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2033
5252,Alumina,Oil-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2033
5253,Alumina,Oil-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2033
5254,Alumina,Oil-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2033
5255,Alumina,Oil-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2033
5256,Alumina,Coal-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2033
5257,Alumina,Coal-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2033
5258,Alumina,Coal-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2033
5259,Alumina,Coal-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2033
5260,Alumina,Elec-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2033
5261,Alumina,Elec-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2020,,2033
5262,Alumina,Elec-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2020,,2033
5263,Alumina,Elec-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2033
5264,Alumina,H2-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2033
5265,Alumina,H2-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2033
5266,Alumina,H2-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2033
5267,Alumina,H2-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2033
5268,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2033
5269,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2033
5270,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2033
5271,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2033
5272,Alumina,Gas-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2033
5273,Alumina,Gas-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2033
5274,Alumina,Gas-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2033
5275,Alumina,Gas-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2033
5276,Alumina,Oil-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2033
5277,Alumina,Oil-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2033
5278,Alumina,Oil-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2033
5279,Alumina,Oil-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2033
5280,Alumina,Coal-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2033
5281,Alumina,Coal-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2033
5282,Alumina,Coal-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2033
5283,Alumina,Coal-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2033
5284,Alumina,Elec-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2033
5285,Alumina,Elec-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2020,,2033
