product,technology,region,year,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - Central,2020,0.215161028,,0.382338056,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - East,2020,0.215161028,,0.566679618,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North,2020,0.215161028,,0.730538785,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North East,2020,0.215161028,,0.812468368,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North West,2020,0.215161028,,0.566679618,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - South,2020,0.215161028,,0.416475382,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Europe,2020,0.284975573,,0.213235890,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Middle East,2020,0.218757787,,0.199315393,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,North America,2020,0.215452095,,0.259728786,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Oceania,2020,0.217364822,,0.433339219,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Asia,2020,0.233955652,,0.539975984,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,Russia,2020,0.284975573,,0.294724189,,
Alumina,MVR-Fossil-Boiler + Gas-Calciner,South America,2020,0.172083083,,0.111621422,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Africa,2020,0.029355652,,0.330202351,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - Central,2020,0.026997391,,0.382338056,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - East,2020,0.026997391,,0.566679618,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North,2020,0.026997391,,0.730538785,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North East,2020,0.026997391,,0.812468368,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North West,2020,0.026997391,,0.566679618,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,China - South,2020,0.026997391,,0.416475382,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Europe,2020,0.035757391,,0.213235890,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Middle East,2020,0.027448696,,0.199315393,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,North America,2020,0.027033913,,0.259728786,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Oceania,2020,0.027273913,,0.433339219,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Asia,2020,0.029355652,,0.539975984,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,Russia,2020,0.035757391,,0.294724189,,
Alumina,MVR-Fossil-Boiler + H2-Calciner,South America,2020,0.021592174,,0.111621422,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Africa,2020,0.233955652,,0.330202351,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - Central,2020,0.215161028,,0.382338056,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - East,2020,0.215161028,,0.566679618,,
