product,year,region,scope,scenario,unit,name,emissivity_type,emission_factor_ch4
Urea,2027,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonium nitrate,2027,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Urea,2027,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonium nitrate,2027,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Urea,2027,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonia,2027,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003307304603422874
Ammonium nitrate,2027,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003307304603422874
Urea,2027,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003307304603422874
Ammonia,2027,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonium nitrate,2027,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Urea,2027,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonia,2027,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonium nitrate,2027,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Urea,2027,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonia,2027,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003526800822089189
Ammonium nitrate,2027,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003526800822089189
Urea,2027,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003526800822089189
Ammonia,2027,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonium nitrate,2027,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Urea,2027,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00028053551464955225
Ammonia,2027,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Ammonium nitrate,2027,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Urea,2027,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Ammonia,2027,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Ammonium nitrate,2027,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Urea,2027,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Ammonia,2027,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Ammonium nitrate,2027,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Urea,2027,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Ammonia,2027,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Ammonium nitrate,2027,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Urea,2027,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Ammonia,2027,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonium nitrate,2027,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Urea,2027,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Ammonium nitrate,2027,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Urea,2027,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006301253922234636
Ammonia,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonium nitrate,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Urea,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Ammonium nitrate,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Urea,2027,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006423555852561437
Ammonia,2027,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonium nitrate,2027,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Urea,2027,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Ammonium nitrate,2027,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Urea,2027,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001456112456951121
Ammonia,2027,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonium nitrate,2027,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Urea,2027,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002924
Ammonia,2027,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Ammonium nitrate,2027,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Urea,2027,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002844639848248403
Ammonia,2028,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonium nitrate,2028,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Urea,2028,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonia,2028,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00032303905428781557
Ammonium nitrate,2028,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00032303905428781557
Urea,2028,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00032303905428781557
Ammonia,2028,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonium nitrate,2028,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Urea,2028,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonia,2028,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonium nitrate,2028,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Urea,2028,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonia,2028,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00034447821983196725
Ammonium nitrate,2028,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00034447821983196725
Urea,2028,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00034447821983196725
Ammonia,2028,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonium nitrate,2028,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Urea,2028,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002740114329135162
Ammonia,2028,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Ammonium nitrate,2028,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Urea,2028,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Ammonia,2028,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Ammonium nitrate,2028,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Urea,2028,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Ammonia,2028,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Ammonium nitrate,2028,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Urea,2028,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Ammonia,2028,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Ammonium nitrate,2028,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Urea,2028,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Ammonia,2028,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Ammonium nitrate,2028,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Urea,2028,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006154713133345458
Ammonia,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Ammonium nitrate,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Urea,2028,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006274170832734426
Ammonia,2028,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Ammonium nitrate,2028,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Urea,2028,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0014222493765569087
Ammonia,2028,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonium nitrate,2028,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Urea,2028,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002856
Ammonia,2028,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Ammonium nitrate,2028,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Urea,2028,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002778485433172859
Ammonia,2029,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonium nitrate,2029,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Urea,2029,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonia,2029,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003153476482333438
Ammonium nitrate,2029,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003153476482333438
Urea,2029,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003153476482333438
Ammonia,2029,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonium nitrate,2029,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Urea,2029,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonia,2029,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonium nitrate,2029,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Urea,2029,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonia,2029,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003362763574550157
Ammonium nitrate,2029,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003362763574550157
Urea,2029,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003362763574550157
Ammonia,2029,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonium nitrate,2029,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Urea,2029,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002674873511774801
Ammonia,2029,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Ammonium nitrate,2029,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Urea,2029,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Ammonia,2029,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Ammonium nitrate,2029,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Urea,2029,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Ammonia,2029,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Ammonium nitrate,2029,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Urea,2029,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Ammonia,2029,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Ammonium nitrate,2029,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Urea,2029,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Ammonia,2029,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Ammonium nitrate,2029,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Urea,2029,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006008172344456282
Ammonia,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Ammonium nitrate,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Urea,2029,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0006124785812907417
Ammonia,2029,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Ammonium nitrate,2029,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Urea,2029,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013883862961626967
Ammonia,2029,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonium nitrate,2029,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Urea,2029,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027880000000000005
Ammonia,2029,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Ammonium nitrate,2029,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Urea,2029,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002712331018097315
Ammonia,2030,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonium nitrate,2030,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Urea,2030,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00027200000000000005
Ammonia,2030,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonium nitrate,2030,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Urea,2030,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonia,2030,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000307656242178872
Ammonium nitrate,2030,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000307656242178872
Urea,2030,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000307656242178872
Ammonia,2030,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonium nitrate,2030,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Urea,2030,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonia,2030,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonium nitrate,2030,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Urea,2030,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonia,2030,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003280744950780641
Ammonium nitrate,2030,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003280744950780641
Urea,2030,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0003280744950780641
Ammonia,2030,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonium nitrate,2030,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Urea,2030,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000260963269441444
Ammonia,2030,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005975400793080407
Ammonium nitrate,2030,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005975400793080407
Urea,2030,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005975400793080407
Ammonia,2030,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013545232157684845
Ammonium nitrate,2030,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013545232157684845
Urea,2030,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0013545232157684845
Ammonia,2030,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005861631555567104
Ammonium nitrate,2030,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005861631555567104
