product,year,region,scope,scenario,unit,name,emissivity_type,emission_factor_ch4
Ammonium nitrate,2035,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Urea,2035,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonia,2035,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002788134694746028
Ammonium nitrate,2035,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002788134694746028
Urea,2035,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002788134694746028
Ammonia,2035,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonium nitrate,2035,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Urea,2035,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonia,2035,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonium nitrate,2035,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Urea,2035,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonia,2035,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002973175111644956
Ammonium nitrate,2035,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002973175111644956
Urea,2035,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002973175111644956
Ammonia,2035,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonium nitrate,2035,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Urea,2035,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023649796293130862
Ammonia,2035,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Ammonium nitrate,2035,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Urea,2035,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Ammonia,2035,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Ammonium nitrate,2035,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Urea,2035,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Ammonia,2035,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Ammonium nitrate,2035,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Urea,2035,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Ammonia,2035,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Ammonium nitrate,2035,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Urea,2035,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Ammonia,2035,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonium nitrate,2035,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Urea,2035,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonia,2035,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Ammonium nitrate,2035,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Urea,2035,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005312103597232688
Ammonia,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonium nitrate,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Urea,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonia,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Ammonium nitrate,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Urea,2035,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005415206968729119
Ammonia,2035,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonium nitrate,2035,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Urea,2035,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonia,2035,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Ammonium nitrate,2035,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Urea,2035,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0012275366642901893
Ammonia,2035,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonium nitrate,2035,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Urea,2035,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00024650000000000003
Ammonia,2035,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Ammonium nitrate,2035,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Urea,2035,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000239809754648848
Ammonia,2036,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonium nitrate,2036,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Urea,2036,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonia,2036,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002730449149337489
Ammonium nitrate,2036,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002730449149337489
Urea,2036,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002730449149337489
Ammonia,2036,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonium nitrate,2036,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Urea,2036,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonia,2036,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonium nitrate,2036,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Urea,2036,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonia,2036,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00029116611438178186
Ammonium nitrate,2036,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00029116611438178186
Urea,2036,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00029116611438178186
Ammonia,2036,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonium nitrate,2036,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Urea,2036,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023160490162928152
Ammonia,2036,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Ammonium nitrate,2036,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Urea,2036,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Ammonia,2036,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Ammonium nitrate,2036,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Urea,2036,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Ammonia,2036,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Ammonium nitrate,2036,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Urea,2036,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Ammonia,2036,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Ammonium nitrate,2036,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Urea,2036,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Ammonia,2036,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Ammonium nitrate,2036,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Urea,2036,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005202198005565804
Ammonia,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Ammonium nitrate,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Urea,2036,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.000530316820385886
Ammonia,2036,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Ammonium nitrate,2036,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Urea,2036,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00120213935399453
Ammonia,2036,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonium nitrate,2036,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Urea,2036,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.0002414
Ammonia,2036,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Ammonium nitrate,2036,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Urea,2036,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00023484817351818212
Ammonia,2037,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonium nitrate,2037,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Urea,2037,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonia,2037,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00026727636039289505
Ammonium nitrate,2037,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00026727636039289505
Urea,2037,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00026727636039289505
Ammonia,2037,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonium nitrate,2037,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Urea,2037,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonia,2037,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonium nitrate,2037,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Urea,2037,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonia,2037,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002850147175990682
Ammonium nitrate,2037,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002850147175990682
Urea,2037,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002850147175990682
Ammonia,2037,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonium nitrate,2037,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Urea,2037,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022671184032725447
Ammonia,2037,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Ammonium nitrate,2037,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Urea,2037,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Ammonia,2037,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Ammonium nitrate,2037,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Urea,2037,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Ammonia,2037,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Ammonium nitrate,2037,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Urea,2037,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Ammonia,2037,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Ammonium nitrate,2037,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Urea,2037,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Ammonia,2037,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Brazil,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Ammonium nitrate,2037,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Urea,2037,Brazil,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005092292413898922
Ammonia,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Ammonium nitrate,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Urea,2037,Saudi Arabia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005191129438988604
Ammonia,2037,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Namibia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Ammonium nitrate,2037,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Urea,2037,Namibia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.001176742043698871
Ammonia,2037,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonium nitrate,2037,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Urea,2037,Australia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023630000000000005
Ammonia,2037,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Ammonium nitrate,2037,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Urea,2037,Australia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022988659238751635
Ammonia,2038,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,China,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,North America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Rest of Asia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Russia,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Europe,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,India,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Middle East,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Africa,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Latin America,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonium nitrate,2038,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Urea,2038,Oceania,3_upstream,,tCH4/GJ,Coal,Fossil,0.00023119999999999998
Ammonia,2038,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonium nitrate,2038,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Urea,2038,China,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonia,2038,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002615078058520412
Ammonium nitrate,2038,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002615078058520412
Urea,2038,North America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002615078058520412
Ammonia,2038,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonium nitrate,2038,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Urea,2038,Rest of Asia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonia,2038,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonium nitrate,2038,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Urea,2038,Russia,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonia,2038,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00027886332081635446
Ammonium nitrate,2038,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00027886332081635446
Urea,2038,Europe,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00027886332081635446
Ammonia,2038,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonium nitrate,2038,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Urea,2038,India,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.00022181877902522737
Ammonia,2038,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005079090674118345
Ammonium nitrate,2038,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005079090674118345
Urea,2038,Middle East,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0005079090674118345
Ammonia,2038,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0011513447334032118
Ammonium nitrate,2038,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0011513447334032118
Urea,2038,Africa,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0011513447334032118
Ammonia,2038,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0004982386822232037
Ammonium nitrate,2038,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0004982386822232037
Urea,2038,Latin America,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0004982386822232037
Ammonia,2038,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002249250112568505
Ammonium nitrate,2038,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002249250112568505
Urea,2038,Oceania,3_upstream,,tCH4/GJ,Natural gas,Fossil,0.0002249250112568505
