product,technology,year,region,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream
Aluminium,Inert Anode + Small Modular Reactor,2020,Africa,2.74,,0,,
Aluminium,Carbon Anode + PPA+Grid,2020,South America,2.74,,1.75,,
Aluminium,Carbon Anode + Grid,2020,South America,2.74,,3.51,,
Aluminium,Carbon Anode + Coal,2020,South America,19.59,,0,,
Aluminium,Carbon Anode + Natural gas,2020,South America,12,,0,,
Aluminium,Carbon Anode + Coal+CCS,2020,South America,4.42,,0,,
Aluminium,Carbon Anode + Natural Gas+CCS,2020,South America,3.66,,0,,
Aluminium,Carbon Anode + Hydro,2020,South America,2.74,,0,,
Aluminium,Carbon Anode + Small Modular Reactor,2020,South America,2.74,,0,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2020,South America,3.2,,1.75,,
Aluminium,Carbon Anode+CCS + Grid,2020,South America,3.2,,3.51,,
Aluminium,Carbon Anode+CCS + Coal,2020,South America,20.05,,0,,
Aluminium,Carbon Anode+CCS + Natural gas,2020,South America,12.46,,0,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2020,South America,4.88,,0,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2020,South America,4.12,,0,,
Aluminium,Carbon Anode+CCS + Hydro,2020,South America,3.2,,0,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2020,South America,3.2,,0,,
Aluminium,Inert Anode + PPA+Grid,2020,South America,2.74,,1.75,,
Aluminium,Inert Anode + Grid,2020,South America,2.74,,3.51,,
Aluminium,Inert Anode + Coal,2020,South America,19.59,,0,,
Aluminium,Inert Anode + Natural gas,2020,South America,12,,0,,
Aluminium,Inert Anode + Coal+CCS,2020,South America,4.42,,0,,
Aluminium,Inert Anode + Natural Gas+CCS,2020,South America,3.66,,0,,
Aluminium,Inert Anode + Hydro,2020,South America,2.74,,0,,
Aluminium,Inert Anode + Small Modular Reactor,2020,South America,2.74,,0,,
Aluminium,Carbon Anode + PPA+Grid,2020,Oceania,2.74,,4.56,,
Aluminium,Carbon Anode + Grid,2020,Oceania,2.74,,9.12,,
Aluminium,Carbon Anode + Coal,2020,Oceania,16.99,,0,,
Aluminium,Carbon Anode + Natural gas,2020,Oceania,10.57,,0,,
Aluminium,Carbon Anode + Coal+CCS,2020,Oceania,4.16,,0,,
Aluminium,Carbon Anode + Natural Gas+CCS,2020,Oceania,3.52,,0,,
Aluminium,Carbon Anode + Hydro,2020,Oceania,2.74,,0,,
Aluminium,Carbon Anode + Small Modular Reactor,2020,Oceania,2.74,,0,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2020,Oceania,3.2,,4.56,,
Aluminium,Carbon Anode+CCS + Grid,2020,Oceania,3.2,,9.12,,
Aluminium,Carbon Anode+CCS + Coal,2020,Oceania,17.45,,0,,
Aluminium,Carbon Anode+CCS + Natural gas,2020,Oceania,11.03,,0,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2020,Oceania,4.62,,0,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2020,Oceania,3.98,,0,,
Aluminium,Carbon Anode+CCS + Hydro,2020,Oceania,3.2,,0,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2020,Oceania,3.2,,0,,
Aluminium,Inert Anode + PPA+Grid,2020,Oceania,2.74,,4.56,,
Aluminium,Inert Anode + Grid,2020,Oceania,2.74,,9.12,,
Aluminium,Inert Anode + Coal,2020,Oceania,16.99,,0,,
Aluminium,Inert Anode + Natural gas,2020,Oceania,10.57,,0,,
Aluminium,Inert Anode + Coal+CCS,2020,Oceania,4.16,,0,,
Aluminium,Inert Anode + Natural Gas+CCS,2020,Oceania,3.52,,0,,
Aluminium,Inert Anode + Hydro,2020,Oceania,2.74,,0,,
Aluminium,Inert Anode + Small Modular Reactor,2020,Oceania,2.74,,0,,
Aluminium,Carbon Anode + PPA+Grid,2021,China - North,2.74,,6.95,,
Aluminium,Carbon Anode + Grid,2021,China - North,2.74,,13.9,,
Aluminium,Carbon Anode + Coal,2021,China - North,16.03,,0,,
Aluminium,Carbon Anode + Natural gas,2021,China - North,10.05,,0,,
Aluminium,Carbon Anode + Coal+CCS,2021,China - North,4.07,,0,,
Aluminium,Carbon Anode + Natural Gas+CCS,2021,China - North,3.47,,0,,
Aluminium,Carbon Anode + Hydro,2021,China - North,2.74,,0,,
Aluminium,Carbon Anode + Small Modular Reactor,2021,China - North,2.74,,0,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2021,China - North,3.2,,6.95,,
Aluminium,Carbon Anode+CCS + Grid,2021,China - North,3.2,,13.9,,
Aluminium,Carbon Anode+CCS + Coal,2021,China - North,16.49,,0,,
Aluminium,Carbon Anode+CCS + Natural gas,2021,China - North,10.51,,0,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2021,China - North,4.53,,0,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2021,China - North,3.93,,0,,
Aluminium,Carbon Anode+CCS + Hydro,2021,China - North,3.2,,0,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2021,China - North,3.2,,0,,
Aluminium,Inert Anode + PPA+Grid,2021,China - North,2.74,,6.95,,
