,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Natural Gas SMR + ammonia synthesis,257.363431054,249.73803602299998,221.862640992,206.912640992,217.512640992,243.06264099199998,218.161060868,223.83408571299998,212.281715527,200.729345341,189.17697515499998,162.45,141.54999999999998,117.8,93.1,61.75,43.699999999999996,29.45,19.0,10.45,4.75,3.8,3.8,3.8,2.8499999999999996,0.95,0.0,0.0,0.0,0.0,0.0
1,Coal Gasification + ammonia synthesis,77.89999999999999,76.95,57.8,56.849999999999994,47.15,54.949999999999996,45.0,65.5,67.45,65.55,63.65,57.949999999999996,54.15,50.349999999999994,46.55,42.75,38.0,31.349999999999998,22.799999999999997,14.25,8.549999999999999,4.75,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,0.0,0.0,14.25,24.7,30.4,38.0,37.05,37.05,37.05,38.0,37.05,36.1,36.1,36.1,36.1,37.05,30.4,23.75,18.05,13.299999999999999,8.549999999999999,4.75,2.8499999999999996,2.8499999999999996,0.95,0.0,0.95,0.95,0.95,1.9,1.9
7,Electrolyser + SMR + ammonia synthesis,0.0,0.0,1.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Electrolyser + Coal Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,1.9,2.8499999999999996,3.8,3.8,3.8,3.8,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,3.825395031,6.700790061999999,9.576185093,13.401580123999999,18.151580124,22.901580124,27.651580124,31.451580124,34.301580124,46.651580124,66.601580124,81.801580124,101.751580124,120.751580124,134.051580124,134.03667975,143.026928288,143.626928288,145.06344581,147.801580124,151.60158012399998,159.701580124,158.85158012399998
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.175395031,5.750790062,8.626185093,11.501580124,17.226975154999998,22.926975155,29.576975155,37.176975155,41.926975155,47.626975155,64.72697515499999,82.776975155,95.126975155,113.176975155,132.176975155,150.226975155,144.92697515499998,153.958426388,153.958426388,154.44494391,157.57697515499999,162.726975155,176.82697515499999,168.976975155
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
