product,technology,region,technology_lifetime,wacc,technology_classification,current_trl,expected_maturity,capacity_factor,year
Aluminium,Carbon Anode + Coal+CCS,China - East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,China - East,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,China - East,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,China - East,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,China - East,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,China - East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,China - East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,China - East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,China - East,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,China - East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,China - East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,China - East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,China - East,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,China - East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,China - East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,China - East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,China - East,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,China - East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,China - East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,China - East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,China - East,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,China - North,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,China - North,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,China - North,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,China - North,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,China - North,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,China - North,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,China - North,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,China - North,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,China - North,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,China - North,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,China - North,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,China - North,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,China - North,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,China - North,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,China - North,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,China - North,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,China - North,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,China - North,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,China - North,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,China - North,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,China - North,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,China - North,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,China - North East,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,China - North East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,China - North East,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,China - North East,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,China - North East,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,China - North East,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,China - North East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,China - North East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,China - North East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,China - North East,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,China - North East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,China - North East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,China - North East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,China - North East,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,China - North East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,China - North East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,China - North East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,China - North East,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,China - North East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,China - North East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,China - North East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,China - North East,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,China - North West,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,China - North West,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,China - North West,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,China - North West,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,China - North West,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,China - North West,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,China - North West,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,China - North West,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,China - North West,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,China - North West,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,China - North West,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,China - North West,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,China - North West,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,China - North West,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,China - North West,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,China - North West,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,China - North West,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,China - North West,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,China - North West,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,China - North West,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,China - North West,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,China - North West,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,China - South,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,China - South,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,China - South,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,China - South,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,China - South,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,China - South,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,China - South,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,China - South,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,China - South,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,China - South,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,China - South,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,China - South,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,China - South,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,China - South,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,China - South,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,China - South,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,China - South,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,China - South,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,China - South,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,China - South,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,China - South,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,China - South,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,Rest of Europe,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Rest of Europe,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Rest of Europe,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Rest of Europe,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Rest of Europe,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Rest of Europe,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Rest of Europe,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Rest of Europe,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Rest of Europe,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Rest of Europe,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Rest of Europe,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Rest of Europe,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Rest of Europe,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Rest of Europe,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Rest of Europe,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Rest of Europe,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Rest of Europe,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Rest of Europe,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Rest of Europe,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Rest of Europe,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Rest of Europe,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Rest of Europe,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,Middle East,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Middle East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Middle East,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Middle East,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Middle East,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Middle East,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Middle East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Middle East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Middle East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Middle East,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Middle East,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Middle East,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Middle East,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Middle East,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Middle East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Middle East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Middle East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Middle East,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Middle East,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Middle East,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Middle East,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Middle East,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,US,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,US,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,US,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,US,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,US,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,US,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,US,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,US,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,US,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,US,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,US,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,US,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,US,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,US,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,US,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,US,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,US,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,US,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,US,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,US,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,US,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,US,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,Oceania,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Oceania,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Oceania,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Oceania,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Oceania,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Oceania,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Oceania,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Oceania,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Oceania,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Oceania,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Oceania,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Oceania,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Oceania,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Oceania,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Oceania,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Oceania,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Oceania,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Oceania,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Oceania,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Oceania,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Oceania,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Oceania,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,Rest of Asia,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Rest of Asia,30,9%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Rest of Asia,0,10%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Rest of Asia,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Rest of Asia,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Rest of Asia,0,10%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Rest of Asia,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Rest of Asia,30,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Rest of Asia,0,10%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Rest of Asia,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Rest of Asia,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Rest of Asia,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Rest of Asia,0,10%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Rest of Asia,30,8%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Rest of Asia,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Rest of Asia,30,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Rest of Asia,0,10%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Rest of Asia,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Rest of Asia,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Rest of Asia,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Rest of Asia,0,10%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Rest of Asia,30,8%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,Russia,30,11%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Russia,30,11%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Russia,0,15%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Russia,60,10%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Russia,30,11%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Russia,0,15%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Russia,30,11%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Russia,30,11%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Russia,0,15%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Russia,60,10%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Russia,30,11%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Russia,30,11%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Russia,0,15%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Russia,30,10%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Russia,30,11%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Russia,30,11%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Russia,0,15%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Russia,60,10%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Russia,30,11%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Russia,30,11%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Russia,0,15%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Russia,30,10%,end-state,,2035,,2028
Aluminium,Carbon Anode + Coal,South America,30,11%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,South America,30,11%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,South America,0,15%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,South America,60,10%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,South America,30,11%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,South America,0,15%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,South America,30,11%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,South America,30,11%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,South America,0,15%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,South America,60,10%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,South America,30,11%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,South America,30,11%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,South America,0,15%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,South America,30,10%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,South America,30,11%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,South America,30,11%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,South America,0,15%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,South America,60,10%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,South America,30,11%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,South America,30,11%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,South America,0,15%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,South America,30,10%,end-state,,2035,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - North,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - North West,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - North East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - Central,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - South,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,China - East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Rest of Asia,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,US,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Russia,30,11%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Rest of Europe,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Middle East,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Africa,30,10%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,South America,30,11%,transition,,2025,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Oceania,30,8%,transition,,2025,,2028
Aluminium,Decommission,China - North,0,0%,end-state,,2020,,2028
Aluminium,Decommission,China - North West,0,0%,end-state,,2020,,2028
Aluminium,Decommission,China - North East,0,0%,end-state,,2020,,2028
Aluminium,Decommission,China - Central,0,0%,end-state,,2020,,2028
Aluminium,Decommission,China - South,0,0%,end-state,,2020,,2028
Aluminium,Decommission,China - East,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Rest of Asia,0,0%,end-state,,2020,,2028
Aluminium,Decommission,US,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Russia,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Rest of Europe,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Middle East,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Africa,0,0%,end-state,,2020,,2028
Aluminium,Decommission,South America,0,0%,end-state,,2020,,2028
Aluminium,Decommission,Oceania,0,0%,end-state,,2020,,2028
Aluminium,Carbon Anode + Coal,Canada,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Canada,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Canada,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Canada,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Canada,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Canada,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Canada,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Canada,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Canada,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Canada,60,7%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas,Canada,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,Canada,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + PPA+Grid,Canada,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Small Modular Reactor,Canada,30,7%,end-state,,2035,,2028
Aluminium,Inert Anode + Coal,Canada,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Coal+CCS,Canada,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + Grid,Canada,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Hydro,Canada,60,7%,end-state,,2030,,2028
Aluminium,Inert Anode + Natural Gas,Canada,30,9%,transition,,2030,,2028
Aluminium,Inert Anode + Natural Gas+CCS,Canada,30,8%,end-state,,2030,,2028
Aluminium,Inert Anode + PPA+Grid,Canada,0,9%,end-state,,2030,,2028
Aluminium,Inert Anode + Small Modular Reactor,Canada,30,7%,end-state,,2035,,2028
Aluminium,Carbon Anode + Natural Gas+CCS,Canada,30,8%,transition,,2025,,2028
Aluminium,Decommission,Canada,0,0%,end-state,,2020,,2028
Aluminium,Carbon Anode + Coal,Scandinavia,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + Coal+CCS,Scandinavia,30,8%,transition,,2025,,2028
Aluminium,Carbon Anode + Grid,Scandinavia,0,9%,transition,,2020,,2028
Aluminium,Carbon Anode + Hydro,Scandinavia,60,7%,transition,,2020,,2028
Aluminium,Carbon Anode + Natural Gas,Scandinavia,30,9%,initial,,2020,,2028
Aluminium,Carbon Anode + PPA+Grid,Scandinavia,0,9%,transition,,2025,,2028
Aluminium,Carbon Anode+CCS + Coal,Scandinavia,30,9%,transition,,2030,,2028
Aluminium,Carbon Anode+CCS + Coal+CCS,Scandinavia,30,8%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Grid,Scandinavia,0,9%,end-state,,2030,,2028
Aluminium,Carbon Anode+CCS + Hydro,Scandinavia,60,7%,end-state,,2030,,2028
