,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
4626,4626,Ammonia,New-build,North America,greenfield,Coal Gasification + ammonia synthesis,2048,294.7648780920009,409.6910287,2175.0,0.0,0.0,-3.5948,-0.00447272,-0.48548192,0.0,0.8065061051775789,-3.08475464,0.8460144588073795,0.8065061051775789,9,3520.0
4627,4627,Ammonia,New-build,Oceania,greenfield,Coal Gasification + ammonia synthesis,2048,299.6474195032002,419.3819534,2175.0,0.0,0.0,-3.5948,-0.03380216,-0.48548192,0.0,0.8007231521769386,-3.1140840800000005,0.8520890293741746,0.8007231521769386,9,3653.0
4628,4628,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification + ammonia synthesis,2048,287.662722978587,395.0330313,2175.0,0.0,0.0,-3.5948,-0.040831482,-0.48548192,0.0,0.8149180009026051,-3.1211134020000006,0.8535449082632951,0.8149180009026051,9,3407.0
4629,4629,Ammonia,New-build,Russia,greenfield,Coal Gasification + ammonia synthesis,2048,299.54227876205994,419.4265581,2175.0,0.0,0.0,-3.5948,0.0,-0.48548192,0.0,0.800847682398653,-3.08028192,0.8450880908553997,0.800847682398653,9,3648.0
4630,4630,Ammonia,New-build,Africa,greenfield,Coal Gasification + ammonia synthesis,2049,321.2655363811545,463.4180071,2175.0,0.0,0.0,-3.5948,-0.017754778,-0.48548192,0.0,0.7751183403916652,-3.0980366980000005,0.8487653738808779,0.7751183403916652,8,4307.0
4631,4631,Ammonia,New-build,China,greenfield,Coal Gasification + ammonia synthesis,2049,332.3062584444924,485.8806109,2175.0,0.0,0.0,-3.5948,-0.02085662,-0.48548192,0.0,0.7620415487357939,-3.10113854,0.8494078122675653,0.7620415487357939,8,4432.0
4632,4632,Ammonia,New-build,Europe,greenfield,Coal Gasification + ammonia synthesis,2049,313.46833506206,447.7222889,2175.0,0.0,0.0,-3.5948,0.0,-0.48548192,0.0,0.7843534589431286,-3.08028192,0.8450880908553997,0.7843534589431286,8,4080.0
4633,4633,Ammonia,New-build,India,greenfield,Coal Gasification + ammonia synthesis,2049,333.7923120811545,488.8706023,2175.0,0.0,0.0,-3.5948,-0.017754778,-0.48548192,0.0,0.7602814452131621,-3.0980366980000005,0.8487653738808779,0.7602814452131621,8,4448.0
4634,4634,Ammonia,New-build,Latin America,greenfield,Coal Gasification + ammonia synthesis,2049,301.1446353811545,422.5352485,2175.0,0.0,0.0,-3.5948,-0.017754778,-0.48548192,0.0,0.7989498279335102,-3.0980366980000005,0.8487653738808779,0.7989498279335102,8,3727.0
4635,4635,Ammonia,New-build,Middle East,greenfield,Coal Gasification + ammonia synthesis,2049,302.7568870811545,425.8111105,2175.0,0.0,0.0,-3.5948,-0.017754778,-0.48548192,0.0,0.7970402535907475,-3.0980366980000005,0.8487653738808779,0.7970402535907475,8,3819.0
4636,4636,Ammonia,New-build,North America,greenfield,Coal Gasification + ammonia synthesis,2049,294.73354658912103,409.642489,2175.0,0.0,0.0,-3.5948,-0.002289944,-0.48548192,0.0,0.8065432146649001,-3.082571864,0.8455623728881289,0.8065432146649001,9,3518.0
4637,4637,Ammonia,New-build,Oceania,greenfield,Coal Gasification + ammonia synthesis,2049,299.5905091811545,419.3774889,2175.0,0.0,0.0,-3.5948,-0.017754778,-0.48548192,0.0,0.8007905575893917,-3.0980366980000005,0.8487653738808779,0.8007905575893917,9,3651.0
4638,4638,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification + ammonia synthesis,2049,287.34631514449234,394.5285131,2175.0,0.0,0.0,-3.5948,-0.02085662,-0.48548192,0.0,0.8152927589393535,-3.10113854,0.8494078122675653,0.8152927589393535,9,3386.0
4639,4639,Ammonia,New-build,Russia,greenfield,Coal Gasification + ammonia synthesis,2049,299.50871466206,419.3583606,2175.0,0.0,0.0,-3.5948,0.0,-0.48548192,0.0,0.8008874362064473,-3.08028192,0.8450880908553997,0.8008874362064473,9,3647.0
4640,4640,Ammonia,New-build,Africa,greenfield,Coal Gasification + ammonia synthesis,2050,321.2362523776457,463.4157098,2175.0,0.0,0.0,-3.5948,-0.001707395,-0.48548192,0.0,0.7751530247909768,-3.0819893150000004,0.8454417181804661,0.7751530247909768,8,4305.0
4641,4641,Ammonia,New-build,China,greenfield,Coal Gasification + ammonia synthesis,2050,332.1729316269485,485.6809136,2175.0,0.0,0.0,-3.5948,-0.000881758,-0.48548192,0.0,0.7621994629560016,-3.0811636780000002,0.8452707162718358,0.7621994629560016,8,4430.0
4642,4642,Ammonia,New-build,Europe,greenfield,Coal Gasification + ammonia synthesis,2050,313.45504976206,447.6952951,2175.0,0.0,0.0,-3.5948,0.0,-0.48548192,0.0,0.7843691942455109,-3.08028192,0.8450880908553997,0.7843691942455109,8,4079.0
4643,4643,Ammonia,New-build,India,greenfield,Coal Gasification + ammonia synthesis,2050,333.76328897764574,488.8688352,2175.0,0.0,0.0,-3.5948,-0.001707395,-0.48548192,0.0,0.7603158205987224,-3.0819893150000004,0.8454417181804661,0.7603158205987224,8,4447.0
4644,4644,Ammonia,New-build,Latin America,greenfield,Coal Gasification + ammonia synthesis,2050,301.11535147764573,422.5329512,2175.0,0.0,0.0,-3.5948,-0.001707395,-0.48548192,0.0,0.7989845122143805,-3.0819893150000004,0.8454417181804661,0.7989845122143805,8,3726.0
4645,4645,Ammonia,New-build,Middle East,greenfield,Coal Gasification + ammonia synthesis,2050,302.72760317764573,425.8088132,2175.0,0.0,0.0,-3.5948,-0.001707395,-0.48548192,0.0,0.7970749378716178,-3.0819893150000004,0.8454417181804661,0.7970749378716178,8,3816.0
4646,4646,Ammonia,New-build,North America,greenfield,Coal Gasification + ammonia synthesis,2050,294.7174246575421,409.6175123,2175.0,0.0,0.0,-3.5948,-0.000107168,-0.48548192,0.0,0.8065623097149465,-3.0803890880000004,0.8451102869688782,0.8065623097149465,9,3517.0
4647,4647,Ammonia,New-build,Oceania,greenfield,Coal Gasification + ammonia synthesis,2050,299.5612251776457,419.3751915,2175.0,0.0,0.0,-3.5948,-0.001707395,-0.48548192,0.0,0.8008252419887034,-3.0819893150000004,0.8454417181804661,0.8008252419887034,9,3650.0
4648,4648,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification + ammonia synthesis,2050,287.1835033269485,394.2689066,2175.0,0.0,0.0,-3.5948,-0.000881758,-0.48548192,0.0,0.8154855956220379,-3.0811636780000002,0.8452707162718358,0.8154855956220379,9,3382.0
4649,4649,Ammonia,New-build,Russia,greenfield,Coal Gasification + ammonia synthesis,2050,299.49144376206,419.3232686,2175.0,0.0,0.0,-3.5948,0.0,-0.48548192,0.0,0.8009078921113885,-3.08028192,0.8450880908553997,0.8009078921113885,9,3646.0
4652,4652,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,466.3742237025683,933.8381352,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6032495024050479,0.25294908000000005,0.15472554302193176,0.6032495024050479,7,4842.0
4655,4655,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,306.4261533025683,608.8468052,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.792694321356235,0.25294908000000005,0.15472554302193176,0.792694321356235,9,3938.0
4658,4658,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,289.8537277025683,575.1740351,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8123229430677853,0.25294908000000005,0.15472554302193176,0.8123229430677853,9,3472.0
4661,4661,Ammonia,New-build,India,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,376.0811004025683,750.3755767,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7101939897835321,0.25294908000000005,0.15472554302193176,0.7101939897835321,8,4607.0
4664,4664,Ammonia,New-build,Latin America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,339.5953830025683,676.2418794,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7534082036834654,0.25294908000000005,0.15472554302193176,0.7534082036834654,8,4527.0
4667,4667,Ammonia,New-build,Middle East,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,281.8352220025683,558.881592,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8218201777439941,0.25294908000000005,0.15472554302193176,0.8218201777439941,9,3296.0
4670,4670,Ammonia,New-build,North America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,263.3204738025683,521.2623031,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8437493145688658,0.25294908000000005,0.15472554302193176,0.8437493145688658,9,2733.0
4673,4673,Ammonia,New-build,Oceania,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,268.8570811025683,532.5118878,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8371916764246277,0.25294908000000005,0.15472554302193176,0.8371916764246277,9,2961.0
4676,4676,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,288.4483057025683,572.3184209,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8139875453082135,0.25294908000000005,0.15472554302193176,0.8139875453082135,9,3429.0
4679,4679,Ammonia,New-build,Russia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2020,278.0166728025683,551.1228526,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8263429229077282,0.25294908000000005,0.15472554302193176,0.8263429229077282,9,3202.0
4682,4682,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,466.1363046025683,933.3547181,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6035312972445344,0.25294908000000005,0.15472554302193176,0.6035312972445344,7,4841.0
4685,4685,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,306.1326407025683,608.2504301,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7930419619450075,0.25294908000000005,0.15472554302193176,0.7930419619450075,9,3924.0
4688,4688,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,289.5737191025683,574.605098,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8126545893227174,0.25294908000000005,0.15472554302193176,0.8126545893227174,9,3466.0
4691,4691,Ammonia,New-build,India,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,375.8431813025683,749.8921596,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7104757846230185,0.25294908000000005,0.15472554302193176,0.7104757846230185,8,4606.0
4694,4694,Ammonia,New-build,Latin America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,339.3574639025683,675.7584623,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7536899985229517,0.25294908000000005,0.15472554302193176,0.7536899985229517,8,4526.0
4697,4697,Ammonia,New-build,Middle East,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,281.5973030025683,558.3981749,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.822101972465039,0.25294908000000005,0.15472554302193176,0.822101972465039,9,3295.0
4700,4700,Ammonia,New-build,North America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,262.9062996025683,520.4207612,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8442398685101358,0.25294908000000005,0.15472554302193176,0.8442398685101358,9,2707.0
4703,4703,Ammonia,New-build,Oceania,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,268.6191620025683,532.0284707,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8374734712641141,0.25294908000000005,0.15472554302193176,0.8374734712641141,9,2954.0
4706,4706,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,288.1547931025683,571.7220458,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8143351858969861,0.25294908000000005,0.15472554302193176,0.8143351858969861,9,3420.0
4709,4709,Ammonia,New-build,Russia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2021,277.7366642025683,550.5539156,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8266745691626602,0.25294908000000005,0.15472554302193176,0.8266745691626602,9,3192.0
4712,4712,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,465.8850653025683,932.8442361,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6038288687224702,0.25294908000000005,0.15472554302193176,0.6038288687224702,7,4839.0
4715,4715,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,305.8190008025683,607.6131594,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7934134416003905,0.25294908000000005,0.15472554302193176,0.7934134416003905,9,3916.0
4718,4718,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,289.3087317025683,574.0666821,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8129684442500811,0.25294908000000005,0.15472554302193176,0.8129684442500811,9,3452.0
4721,4721,Ammonia,New-build,India,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,375.5919420025683,749.3816776,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7107733561009545,0.25294908000000005,0.15472554302193176,0.7107733561009545,8,4605.0
4724,4724,Ammonia,New-build,Latin America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,339.1062246025683,675.2479803,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7539875700008877,0.25294908000000005,0.15472554302193176,0.7539875700008877,8,4522.0
4727,4727,Ammonia,New-build,Middle East,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,281.3460636025683,557.8876929,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8223995440614164,0.25294908000000005,0.15472554302193176,0.8223995440614164,9,3287.0
4730,4730,Ammonia,New-build,North America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,262.5482053025683,519.6931653,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8446640006028913,0.25294908000000005,0.15472554302193176,0.8446640006028913,9,2685.0
4733,4733,Ammonia,New-build,Oceania,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,268.3679227025683,531.5179887,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8377710427420499,0.25294908000000005,0.15472554302193176,0.8377710427420499,9,2944.0
4736,4736,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,287.8411533025683,571.0847751,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8147066654339277,0.25294908000000005,0.15472554302193176,0.8147066654339277,9,3413.0
4739,4739,Ammonia,New-build,Russia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2022,277.4716768025683,550.0154996,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8269884240900238,0.25294908000000005,0.15472554302193176,0.8269884240900238,9,3190.0
4742,4742,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,465.6197064025683,932.3050653,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6041431636598326,0.25294908000000005,0.15472554302193176,0.6041431636598326,7,4838.0
4745,4745,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,305.4840261025683,606.9325391,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7938101905029314,0.25294908000000005,0.15472554302193176,0.7938101905029314,9,3904.0
4748,4748,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,289.0596669025683,573.5606184,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.813263440218617,0.25294908000000005,0.15472554302193176,0.813263440218617,9,3445.0
4751,4751,Ammonia,New-build,India,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,375.3265831025683,748.8425068,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7110876510383168,0.25294908000000005,0.15472554302193176,0.7110876510383168,8,4604.0
4754,4754,Ammonia,New-build,Latin America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,338.8408657025683,674.7088095,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.75430186493825,0.25294908000000005,0.15472554302193176,0.75430186493825,8,4519.0
4757,4757,Ammonia,New-build,Middle East,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,281.0807048025683,557.3485221,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8227138388803372,0.25294908000000005,0.15472554302193176,0.8227138388803372,9,3283.0
4760,4760,Ammonia,New-build,North America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,262.2495554025683,519.0863519,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8450177258844391,0.25294908000000005,0.15472554302193176,0.8450177258844391,9,2664.0
4763,4763,Ammonia,New-build,Oceania,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,268.1025638025683,530.9788179,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8380853376794123,0.25294908000000005,0.15472554302193176,0.8380853376794123,9,2939.0
4766,4766,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,287.5061785025683,570.4041548,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.81510341445491,0.25294908000000005,0.15472554302193176,0.81510341445491,9,3389.0
4769,4769,Ammonia,New-build,Russia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2023,277.2226120025683,549.5094359,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8272834200585599,0.25294908000000005,0.15472554302193176,0.8272834200585599,9,3188.0
4772,4772,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,465.3393809025683,931.7354844,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6044751852557299,0.25294908000000005,0.15472554302193176,0.6044751852557299,7,4837.0
4775,4775,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,305.1264363025683,606.2059685,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7942337250585555,0.25294908000000005,0.15472554302193176,0.7942337250585555,9,3894.0
4778,4778,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,288.8274800025683,573.0888482,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.813538445757123,0.25294908000000005,0.15472554302193176,0.813538445757123,9,3438.0
4781,4781,Ammonia,New-build,India,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,375.0462576025683,748.2729259,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7114196726342141,0.25294908000000005,0.15472554302193176,0.7114196726342141,8,4603.0
4784,4784,Ammonia,New-build,Latin America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,338.5605401025683,674.1392286,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7546338866525887,0.25294908000000005,0.15472554302193176,0.7546338866525887,8,4516.0
4787,4787,Ammonia,New-build,Middle East,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,280.8003792025683,556.7789411,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.823045860594676,0.25294908000000005,0.15472554302193176,0.823045860594676,9,3280.0
4790,4790,Ammonia,New-build,North America,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,262.01391670256834,518.6075682,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8452968197850268,0.25294908000000005,0.15472554302193176,0.8452968197850268,9,2642.0
4793,4793,Ammonia,New-build,Oceania,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,267.8222383025683,530.409237,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8384173592753096,0.25294908000000005,0.15472554302193176,0.8384173592753096,9,2922.0
4796,4796,Ammonia,New-build,Rest of Asia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,287.1485888025683,569.6775842,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8155269488920925,0.25294908000000005,0.15472554302193176,0.8155269488920925,9,3380.0
4799,4799,Ammonia,New-build,Russia,greenfield,Coal Gasification+ CCS + ammonia synthesis,2024,276.9904251025683,549.0376658,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8275584255970658,0.25294908000000005,0.15472554302193176,0.8275584255970658,9,3181.0
4802,4802,Ammonia,New-build,Africa,greenfield,Coal Gasification+ CCS + ammonia synthesis,2025,465.0431907025683,931.1336687,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.6048259972328534,0.25294908000000005,0.15472554302193176,0.6048259972328534,7,4836.0
4805,4805,Ammonia,New-build,China,greenfield,Coal Gasification+ CCS + ammonia synthesis,2025,304.7448747025683,605.4306904,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.7946856521624583,0.25294908000000005,0.15472554302193176,0.7946856521624583,9,3886.0
4808,4808,Ammonia,New-build,Europe,greenfield,Coal Gasification+ CCS + ammonia synthesis,2025,288.6131837025683,572.6534291,2810.0,0.0,0.0,-0.261569,0.0,-0.48548192,0.0,0.8137922614090023,0.25294908000000005,0.15472554302193176,0.8137922614090023,9,3431.0
