,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,decommission_bau_ranking
5683,5683,Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.412659632,0.0,0.0,4.4682396319999995,0.2816751227729104,0.0,6,2480.5
5684,5684,Ammonia,GHR + CCS + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.09246402,0.0,0.3801438,0.0,0.0,1.47260782,0.902115773331875,0.0,6,2480.5
5685,5685,Ammonia,Electrolyser - grid PPA + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,2480.5
5686,5686,Ammonia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,2480.5
5687,5687,Ammonia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,2480.5
5688,5688,Ammonia,Biomass Digestion + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,2480.5
5689,5689,Ammonia,Biomass Gasification + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,2480.5
5690,5690,Ammonia,ESMR Gas + CCS + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,0.057222,0.0,0.31212,0.0,0.0,1.369342,0.9235036863205974,0.0,6,2480.5
5691,5691,Ammonia,Methane Pyrolysis + ammonia synthesis,North America,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,2.27205,0.0,0.61965,0.0,0.0,3.8917,0.4010851994446111,0.0,6,2480.5
5692,5692,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,decommissioned,2020,0.0,0.0,0.0,0.0,0.0,1.95228,0.101074424,0.42456,0.0,0.0,3.477914424,0.4867864498242275,0.0,6,2480.5
