product,technology_destination,year,region,technology_origin,switch_type,tco,lcox,switch_capex,marginal_cost,technology_classification,co2_scope1_origin,co2_scope2_origin,co2_scope3_upstream_origin,co2_scope3_downstream_origin,ch4_scope1_origin,ch4_scope2_origin,ch4_scope3_upstream_origin,ch4_scope3_downstream_origin,n2o_scope1_origin,n2o_scope2_origin,n2o_scope3_upstream_origin,n2o_scope3_downstream_origin,co2_scope1_destination,co2_scope2_destination,co2_scope3_upstream_destination,co2_scope3_downstream_destination,ch4_scope1_destination,ch4_scope2_destination,ch4_scope3_upstream_destination,ch4_scope3_downstream_destination,n2o_scope1_destination,n2o_scope2_destination,n2o_scope3_upstream_destination,n2o_scope3_downstream_destination,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,delta_ch4_scope1,delta_ch4_scope2,delta_ch4_scope3_upstream,delta_ch4_scope3_downstream,delta_n2o_scope1,delta_n2o_scope2,delta_n2o_scope3_upstream,delta_n2o_scope3_downstream,cost_digitized,cost_normalized,sum_emissions_delta,emissions_delta_normalized,rank
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,India,New-build,greenfield,255.9733074466512,520.1007139607478,2290.0,522.7055084659817,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,Latin America,New-build,greenfield,230.19979325411165,467.73266329745337,2290.0,436.478633339614,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,Middle East,New-build,greenfield,247.20895696631536,502.2928222407298,2290.0,493.48567617227553,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,North America,New-build,greenfield,196.94640603708203,400.1665932032312,2290.0,334.0671097881053,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,8,0.30434782608695654,3.05558,1.0,0.44347826086956527
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,Oceania,New-build,greenfield,234.86849346617063,477.2187864318613,2290.0,456.5539244916833,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,Rest of Asia,New-build,greenfield,225.98757030039968,459.17403588649165,2290.0,431.6245903398534,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2023,Russia,New-build,greenfield,270.70501376594007,550.0334090958415,2290.0,531.4390329826247,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Africa,New-build,greenfield,236.6793930519708,480.89827230045006,2285.0,399.1909438735345,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,China,New-build,greenfield,271.1467040555074,550.9308598388312,2285.0,500.8311475181624,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Europe,New-build,greenfield,225.84855125854224,458.8915693135297,2285.0,351.8821980762367,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,India,New-build,greenfield,248.6658476370048,505.2530132291836,2285.0,419.2263495373145,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Latin America,New-build,greenfield,224.3420518035007,455.830580455104,2285.0,363.5189860958292,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Middle East,New-build,greenfield,240.3138625351816,488.28298827705817,2285.0,418.4506487956662,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,North America,New-build,greenfield,192.66897721765287,391.4754769103146,2285.0,276.0428786033349,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,8,0.30434782608695654,3.05558,1.0,0.44347826086956527
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Oceania,New-build,greenfield,228.5170647008592,464.3136024169312,2285.0,384.1094586355181,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Rest of Asia,New-build,greenfield,219.9974462556534,447.00297077246495,2285.0,358.9127349208848,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2024,Russia,New-build,greenfield,264.15546184051414,536.7256674937335,2285.0,443.0358454111068,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Africa,New-build,greenfield,232.66728712050704,472.7462537159524,2280.0,326.19520477080533,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,China,New-build,greenfield,265.8113665804529,540.090226267787,2280.0,380.2672833279077,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Europe,New-build,greenfield,222.91050662999208,452.921887848692,2280.0,285.8991332291296,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,India,New-build,greenfield,244.77916509717903,497.3558368240874,2280.0,333.4698756229878,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Latin America,New-build,greenfield,220.85695906158688,448.7493763976592,2280.0,290.2296842454828,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Middle East,New-build,greenfield,235.8063652107836,479.1244060796383,2280.0,343.2516924282826,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,North America,New-build,greenfield,190.3035231973338,386.66921669091374,2280.0,223.09297999598647,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,8,0.30434782608695654,3.05558,1.0,0.44347826086956527
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Oceania,New-build,greenfield,224.4895022730513,456.13017846886606,2280.0,311.7676173879664,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Rest of Asia,New-build,greenfield,216.3628118469629,439.6179196911516,2280.0,285.6300002986346,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2025,Russia,New-build,greenfield,260.5114413197665,529.3215451911631,2280.0,366.155978159589,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Africa,New-build,greenfield,231.13991039276576,469.6428452609484,2275.0,321.2518427048251,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,China,New-build,greenfield,264.6505648583572,537.7316451702064,2275.0,376.44035546530887,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Europe,New-build,greenfield,222.2608126127792,451.6018036353062,2275.0,285.2071533268389,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,India,New-build,greenfield,243.85934695054937,495.4868994745325,2275.0,331.1948341639745,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Latin America,New-build,greenfield,219.8991347888904,446.8032161005265,2275.0,287.4057264893692,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Middle East,New-build,greenfield,233.83581782760328,475.1205389924454,2275.0,336.1399646890149,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,North America,New-build,greenfield,189.7760329015425,385.5974327530295,2275.0,219.21188069275536,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,8,0.30434782608695654,3.05558,1.0,0.44347826086956527
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Oceania,New-build,greenfield,222.9214212477295,452.9440647722723,2275.0,306.30036741823847,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Rest of Asia,New-build,greenfield,215.24622915268384,437.34918525831705,2275.0,282.0073820428477,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2026,Russia,New-build,greenfield,259.5186974374796,527.3044333012243,2275.0,363.312922967374,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Africa,New-build,greenfield,229.71527575574385,466.7481938645221,2270.0,316.53843660744053,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,China,New-build,greenfield,263.5729762095798,535.5421409942605,2270.0,372.89777193624326,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Europe,New-build,greenfield,221.6084000666889,450.2761957646917,2270.0,284.67820244967874,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,India,New-build,greenfield,242.97948160798344,493.6991404405041,2270.0,329.1299402246492,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Latin America,New-build,greenfield,218.9993987869016,444.9750827624124,2270.0,284.7971146461291,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Middle East,New-build,greenfield,232.0220702822611,471.4352664822497,2270.0,329.2736717618937,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,North America,New-build,greenfield,189.3717691620888,384.7760273431622,2270.0,215.4890336938875,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,7,0.2608695652173913,3.05558,1.0,0.40869565217391307
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Oceania,New-build,greenfield,221.4731250088853,450.0013364254641,2270.0,301.0607933818505,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Rest of Asia,New-build,greenfield,214.20791378977023,435.2394787152615,2270.0,278.5995847896355,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2027,Russia,New-build,greenfield,258.58265693993087,525.4025344824471,2270.0,360.6833105981994,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2028,Africa,New-build,greenfield,228.3909949865788,464.057447003462,2265.0,311.84288567504365,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2028,China,New-build,greenfield,262.5730178047112,533.5103702385867,2265.0,369.3571496123784,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,11,0.43478260869565216,3.05558,1.0,0.5478260869565217
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2028,Europe,New-build,greenfield,220.947042344317,448.9324125904998,2265.0,284.1493250634584,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2028,India,New-build,greenfield,242.1341502247121,491.98154941369575,2265.0,327.063093001404,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,10,0.391304347826087,3.05558,1.0,0.5130434782608696
Ammonia,Electrolyser + Coal Gasification + ammonia synthesis,2028,Latin America,New-build,greenfield,218.15322699510347,443.2557841471091,2265.0,282.1917479121544,transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05558,0.0,0.0,0.0,0,0.0,0.010982,0.0,0.0,0.0,0.0,0.0,-3.05558,0.0,0.0,0.0,0.0,0.0,-0.010982,0.0,0.0,0.0,0.0,0.0,9,0.34782608695652173,3.05558,1.0,0.4782608695652174
