product,year,region,name,unit,electrolyser_efficiency
Ammonia,2020,China,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,China,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,China,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Rest of Asia,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Rest of Asia,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Rest of Asia,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,North America,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,North America,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,North America,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Russia,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Russia,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Russia,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Europe,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Europe,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Europe,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,India,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,India,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,India,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Middle East,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Middle East,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Middle East,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Africa,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Africa,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Africa,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Latin America,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Latin America,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Latin America,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Oceania,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Oceania,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Oceania,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Brazil,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Brazil,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Brazil,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Saudi Arabia,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Saudi Arabia,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Saudi Arabia,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Namibia,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Namibia,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Namibia,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2020,Australia,Electrolyser efficiency,kWh/tH2,53000
Ammonium nitrate,2020,Australia,Electrolyser efficiency,kWh/tH2,53000
Urea,2020,Australia,Electrolyser efficiency,kWh/tH2,53000
Ammonia,2021,China,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,China,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,China,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Rest of Asia,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Rest of Asia,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Rest of Asia,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,North America,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,North America,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,North America,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Russia,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Russia,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Russia,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Europe,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Europe,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Europe,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,India,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,India,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,India,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Middle East,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Middle East,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Middle East,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Africa,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Africa,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Africa,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Latin America,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Latin America,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Latin America,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Oceania,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Oceania,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Oceania,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Brazil,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Brazil,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Brazil,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Namibia,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Namibia,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Namibia,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2021,Australia,Electrolyser efficiency,kWh/tH2,52600
Ammonium nitrate,2021,Australia,Electrolyser efficiency,kWh/tH2,52600
Urea,2021,Australia,Electrolyser efficiency,kWh/tH2,52600
Ammonia,2022,China,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,China,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,China,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Rest of Asia,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Rest of Asia,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Rest of Asia,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,North America,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,North America,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,North America,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Russia,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Russia,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Russia,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Europe,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Europe,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Europe,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,India,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,India,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,India,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Middle East,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Middle East,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Middle East,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Africa,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Africa,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Africa,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Latin America,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Latin America,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Latin America,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Oceania,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Oceania,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Oceania,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Brazil,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Brazil,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Brazil,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Saudi Arabia,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Namibia,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Namibia,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Namibia,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2022,Australia,Electrolyser efficiency,kWh/tH2,52200
Ammonium nitrate,2022,Australia,Electrolyser efficiency,kWh/tH2,52200
Urea,2022,Australia,Electrolyser efficiency,kWh/tH2,52200
Ammonia,2023,China,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,China,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,China,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Rest of Asia,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Rest of Asia,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Rest of Asia,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,North America,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,North America,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,North America,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Russia,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Russia,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Russia,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Europe,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Europe,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Europe,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,India,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,India,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,India,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Middle East,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Middle East,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Middle East,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Africa,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Africa,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Africa,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Latin America,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Latin America,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Latin America,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Oceania,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Oceania,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Oceania,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Brazil,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Brazil,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Brazil,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Namibia,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Namibia,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Namibia,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2023,Australia,Electrolyser efficiency,kWh/tH2,51800
Ammonium nitrate,2023,Australia,Electrolyser efficiency,kWh/tH2,51800
Urea,2023,Australia,Electrolyser efficiency,kWh/tH2,51800
Ammonia,2024,China,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,China,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,China,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Rest of Asia,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Rest of Asia,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Rest of Asia,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,North America,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,North America,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,North America,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Russia,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Russia,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Russia,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Europe,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Europe,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Europe,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,India,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,India,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,India,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Middle East,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Middle East,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Middle East,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Africa,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Africa,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Africa,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Latin America,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Latin America,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Latin America,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Oceania,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Oceania,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Oceania,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Brazil,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Brazil,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Brazil,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Namibia,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Namibia,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Namibia,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2024,Australia,Electrolyser efficiency,kWh/tH2,51400
Ammonium nitrate,2024,Australia,Electrolyser efficiency,kWh/tH2,51400
Urea,2024,Australia,Electrolyser efficiency,kWh/tH2,51400
Ammonia,2025,China,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,China,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,China,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Rest of Asia,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Rest of Asia,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Rest of Asia,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,North America,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,North America,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,North America,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Russia,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Russia,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Russia,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Europe,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Europe,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Europe,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,India,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,India,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,India,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Middle East,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Middle East,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Middle East,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Africa,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Africa,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Africa,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Latin America,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Latin America,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Latin America,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Oceania,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Oceania,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Oceania,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Brazil,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Brazil,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Brazil,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Saudi Arabia,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Namibia,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Namibia,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Namibia,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2025,Australia,Electrolyser efficiency,kWh/tH2,51000
Ammonium nitrate,2025,Australia,Electrolyser efficiency,kWh/tH2,51000
Urea,2025,Australia,Electrolyser efficiency,kWh/tH2,51000
Ammonia,2026,China,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,China,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,China,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Rest of Asia,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Rest of Asia,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Rest of Asia,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,North America,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,North America,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,North America,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Russia,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Russia,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Russia,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Europe,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Europe,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Europe,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,India,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,India,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,India,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Middle East,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Middle East,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Middle East,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Africa,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Africa,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Africa,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Latin America,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Latin America,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Latin America,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Oceania,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Oceania,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Oceania,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Brazil,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Brazil,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Brazil,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Namibia,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Namibia,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Namibia,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2026,Australia,Electrolyser efficiency,kWh/tH2,50600
Ammonium nitrate,2026,Australia,Electrolyser efficiency,kWh/tH2,50600
Urea,2026,Australia,Electrolyser efficiency,kWh/tH2,50600
Ammonia,2027,China,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,China,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,China,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Rest of Asia,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Rest of Asia,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Rest of Asia,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,North America,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,North America,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,North America,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Russia,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Russia,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Russia,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Europe,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Europe,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Europe,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,India,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,India,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,India,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Middle East,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Middle East,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Middle East,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Africa,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Africa,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Africa,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Latin America,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Latin America,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Latin America,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Oceania,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Oceania,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Oceania,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Brazil,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Brazil,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Brazil,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Saudi Arabia,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Namibia,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Namibia,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Namibia,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2027,Australia,Electrolyser efficiency,kWh/tH2,50200
Ammonium nitrate,2027,Australia,Electrolyser efficiency,kWh/tH2,50200
Urea,2027,Australia,Electrolyser efficiency,kWh/tH2,50200
Ammonia,2028,China,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,China,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,China,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Rest of Asia,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Rest of Asia,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Rest of Asia,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,North America,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,North America,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,North America,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Russia,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Russia,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Russia,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Europe,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Europe,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Europe,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,India,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,India,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,India,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Middle East,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Middle East,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Middle East,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Africa,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Africa,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Africa,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Latin America,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Latin America,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Latin America,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Oceania,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Oceania,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Oceania,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Brazil,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Brazil,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Brazil,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Namibia,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Namibia,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Namibia,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2028,Australia,Electrolyser efficiency,kWh/tH2,49800
Ammonium nitrate,2028,Australia,Electrolyser efficiency,kWh/tH2,49800
Urea,2028,Australia,Electrolyser efficiency,kWh/tH2,49800
Ammonia,2029,China,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,China,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,China,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Rest of Asia,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Rest of Asia,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Rest of Asia,Electrolyser efficiency,kWh/tH2,49400
