product,year,region,technology,expected_maturity,wacc,technology_lifetime,trl_current,technology_classification
Ammonia,2021,North America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Russia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Europe,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,India,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Middle East,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Africa,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Latin America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Oceania,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Brazil,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Saudi Arabia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Namibia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,Australia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2021,China,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Rest of Asia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,North America,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Russia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Europe,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,India,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Middle East,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Africa,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Latin America,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Oceania,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Brazil,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Saudi Arabia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Namibia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2021,Australia,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,China,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Rest of Asia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,North America,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Russia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Europe,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,India,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Middle East,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Africa,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Latin America,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Oceania,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Brazil,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Saudi Arabia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Namibia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Australia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,China,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Rest of Asia,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,North America,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Russia,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Europe,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,India,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Middle East,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Africa,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Latin America,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Oceania,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Brazil,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Saudi Arabia,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Namibia,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,Australia,Coal Gasification + ammonia synthesis,2020,0.06,30,9,initial
Urea,2021,China,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Rest of Asia,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,North America,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Russia,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Europe,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,India,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Middle East,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Africa,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Latin America,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Oceania,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Brazil,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Saudi Arabia,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Namibia,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Australia,Coal Gasification+ CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,China,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Rest of Asia,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,North America,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Russia,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Europe,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,India,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Middle East,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Africa,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Latin America,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Oceania,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Brazil,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Saudi Arabia,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Namibia,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,Australia,Natural Gas ATR + CCS + ammonia synthesis,2025,0.06,30,9,end-state
Urea,2021,China,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Rest of Asia,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,North America,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Russia,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Europe,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,India,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Middle East,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Africa,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Latin America,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Oceania,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Brazil,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Saudi Arabia,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Namibia,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,Australia,Oversized ATR + CCS,2025,0.06,30,9,end-state
Urea,2021,China,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Rest of Asia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,North America,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Russia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Europe,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,India,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Middle East,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Africa,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Latin America,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Oceania,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Brazil,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Saudi Arabia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Namibia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,Australia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,0.06,30,9,transition
Urea,2021,China,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Rest of Asia,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,North America,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Russia,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Europe,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,India,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Middle East,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Africa,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Latin America,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Oceania,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Brazil,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Saudi Arabia,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Namibia,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Australia,Natural Gas SMR + CCS + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,China,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Rest of Asia,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,North America,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Russia,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Europe,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,India,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Middle East,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Africa,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Latin America,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Oceania,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Brazil,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Saudi Arabia,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Namibia,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Australia,Electrolyser + SMR + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,China,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Rest of Asia,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,North America,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Russia,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Europe,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,India,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Middle East,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Africa,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Latin America,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Oceania,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Brazil,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Saudi Arabia,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Namibia,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,Australia,Electrolyser + Coal Gasification + ammonia synthesis,2020,0.06,30,8,transition
Urea,2021,China,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Rest of Asia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,North America,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Russia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Europe,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,India,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Middle East,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Africa,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Latin America,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Oceania,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Brazil,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Saudi Arabia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Namibia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,Australia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Urea,2021,China,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Rest of Asia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,North America,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Russia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Europe,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,India,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Middle East,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Africa,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Latin America,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Oceania,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Brazil,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Saudi Arabia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Namibia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Australia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,China,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Rest of Asia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,North America,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Russia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Europe,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,India,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Middle East,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Africa,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Latin America,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Oceania,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Brazil,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Saudi Arabia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Namibia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Australia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,China,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Rest of Asia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,North America,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Russia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Europe,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,India,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Middle East,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Africa,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Latin America,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Oceania,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Brazil,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Saudi Arabia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Namibia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,Australia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Urea,2021,China,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Rest of Asia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,North America,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Russia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Europe,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,India,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Middle East,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Africa,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Latin America,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Oceania,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Brazil,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Saudi Arabia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Namibia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,Australia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Urea,2021,China,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Rest of Asia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,North America,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Russia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Europe,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,India,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Middle East,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Africa,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Latin America,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Oceania,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Brazil,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Saudi Arabia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Namibia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,Australia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Urea,2021,China,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Rest of Asia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,North America,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Russia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Europe,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,India,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Middle East,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Africa,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Latin America,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Oceania,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Brazil,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Saudi Arabia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Namibia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Australia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,China,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Rest of Asia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,North America,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Russia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Europe,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,India,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Middle East,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Africa,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Latin America,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Oceania,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Brazil,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Saudi Arabia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Namibia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Australia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,China,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Rest of Asia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,North America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Russia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Europe,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,India,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Middle East,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Africa,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Latin America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Oceania,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Brazil,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Saudi Arabia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Namibia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,Australia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Urea,2021,China,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Rest of Asia,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,North America,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Russia,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Europe,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,India,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Middle East,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Africa,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Latin America,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2021,Oceania,Waste to ammonia,2030,0.06,30,8,end-state
