product,year,region,technology,expected_maturity,wacc,technology_lifetime,trl_current,technology_classification
Ammonia,2020,China,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Rest of Asia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,North America,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Russia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Europe,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,India,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Middle East,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Africa,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Latin America,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Oceania,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Brazil,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Saudi Arabia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Namibia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,Australia,GHR + CCS + ammonia synthesis,2025,0.06,30,7,end-state
Ammonia,2020,China,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Rest of Asia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,North America,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Russia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Europe,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,India,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Middle East,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Africa,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Latin America,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Oceania,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Brazil,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Saudi Arabia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Namibia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Australia,Electrolyser - grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,China,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Rest of Asia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,North America,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Russia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Europe,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,India,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Middle East,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Africa,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Latin America,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Oceania,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Brazil,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Saudi Arabia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Namibia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Australia,Biomass Digestion + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,China,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Rest of Asia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,North America,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Russia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Europe,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,India,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Middle East,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Africa,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Latin America,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Oceania,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Brazil,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Saudi Arabia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Namibia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,Australia,Biomass Gasification + ammonia synthesis,2030,0.06,30,3,end-state
Ammonia,2020,China,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Rest of Asia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,North America,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Russia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Europe,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,India,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Middle East,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Africa,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Latin America,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Oceania,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Brazil,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Saudi Arabia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Namibia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,Australia,ESMR Gas + CCS + ammonia synthesis,2030,0.06,30,4,end-state
Ammonia,2020,China,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Rest of Asia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,North America,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Russia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Europe,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,India,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Middle East,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Africa,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Latin America,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Oceania,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Brazil,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Saudi Arabia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Namibia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,Australia,Methane Pyrolysis + ammonia synthesis,2030,0.06,30,7,end-state
Ammonia,2020,China,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Rest of Asia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,North America,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Russia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Europe,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,India,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Middle East,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Africa,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Latin America,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Oceania,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Brazil,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Saudi Arabia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Namibia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Australia,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,China,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Rest of Asia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,North America,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Russia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Europe,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,India,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Middle East,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Africa,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Latin America,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Oceania,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Brazil,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Saudi Arabia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Namibia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Australia,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,China,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Rest of Asia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,North America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Russia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Europe,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,India,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Middle East,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Africa,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Latin America,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Oceania,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Brazil,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Saudi Arabia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Namibia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,Australia,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,0.06,30,8,end-state
Ammonia,2020,China,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Rest of Asia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,North America,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Russia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Europe,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,India,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Middle East,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Africa,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Latin America,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Oceania,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Brazil,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Saudi Arabia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Namibia,Waste to ammonia,2030,0.06,30,8,end-state
Ammonia,2020,Australia,Waste to ammonia,2030,0.06,30,8,end-state
Urea,2020,China,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Rest of Asia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,North America,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Russia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Europe,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,India,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Middle East,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Africa,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Latin America,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Oceania,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Brazil,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Saudi Arabia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
Urea,2020,Namibia,Natural Gas SMR + ammonia synthesis,2020,0.06,30,9,initial
