product,technology,year,region,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream
Alumina,Carbon Anode + Natural Gas+CCS,2020,Middle East,3.55,,0,,
Alumina,Carbon Anode + Hydro,2020,Middle East,2.74,,0,,
Alumina,Carbon Anode + Small Modular Reactor,2020,Middle East,2.74,,0,,
Alumina,Carbon Anode+CCS + PPA+Grid,2020,Middle East,3.2,,2.17,,
Alumina,Carbon Anode+CCS + Grid,2020,Middle East,3.2,,4.34,,
Alumina,Carbon Anode+CCS + Coal,2020,Middle East,18.05,,0,,
Alumina,Carbon Anode+CCS + Natural gas,2020,Middle East,11.36,,0,,
Alumina,Carbon Anode+CCS + Coal+CCS,2020,Middle East,4.68,,0,,
Alumina,Carbon Anode+CCS + Natural Gas+CCS,2020,Middle East,4.01,,0,,
Alumina,Carbon Anode+CCS + Hydro,2020,Middle East,3.2,,0,,
Alumina,Carbon Anode+CCS + Small Modular Reactor,2020,Middle East,3.2,,0,,
Alumina,Inert Anode + PPA+Grid,2020,Middle East,2.74,,2.17,,
Alumina,Inert Anode + Grid,2020,Middle East,2.74,,4.34,,
Alumina,Inert Anode + Coal,2020,Middle East,17.59,,0,,
Alumina,Inert Anode + Natural gas,2020,Middle East,10.9,,0,,
Alumina,Inert Anode + Coal+CCS,2020,Middle East,4.22,,0,,
Alumina,Inert Anode + Natural Gas+CCS,2020,Middle East,3.55,,0,,
Alumina,Inert Anode + Hydro,2020,Middle East,2.74,,0,,
Alumina,Inert Anode + Small Modular Reactor,2020,Middle East,2.74,,0,,
Alumina,Carbon Anode + PPA+Grid,2020,Africa,2.74,,3.24,,
Alumina,Carbon Anode + Grid,2020,Africa,2.74,,6.48,,
Alumina,Carbon Anode + Coal,2020,Africa,17.04,,0,,
Alumina,Carbon Anode + Natural gas,2020,Africa,10.6,,0,,
Alumina,Carbon Anode + Coal+CCS,2020,Africa,4.17,,0,,
Alumina,Carbon Anode + Natural Gas+CCS,2020,Africa,3.52,,0,,
Alumina,Carbon Anode + Hydro,2020,Africa,2.74,,0,,
Alumina,Carbon Anode + Small Modular Reactor,2020,Africa,2.74,,0,,
Alumina,Carbon Anode+CCS + PPA+Grid,2020,Africa,3.2,,3.24,,
Alumina,Carbon Anode+CCS + Grid,2020,Africa,3.2,,6.48,,
Alumina,Carbon Anode+CCS + Coal,2020,Africa,17.5,,0,,
Alumina,Carbon Anode+CCS + Natural gas,2020,Africa,11.06,,0,,
Alumina,Carbon Anode+CCS + Coal+CCS,2020,Africa,4.63,,0,,
Alumina,Carbon Anode+CCS + Natural Gas+CCS,2020,Africa,3.98,,0,,
Alumina,Carbon Anode+CCS + Hydro,2020,Africa,3.2,,0,,
Alumina,Carbon Anode+CCS + Small Modular Reactor,2020,Africa,3.2,,0,,
Alumina,Inert Anode + PPA+Grid,2020,Africa,2.74,,3.24,,
Alumina,Inert Anode + Grid,2020,Africa,2.74,,6.48,,
Alumina,Inert Anode + Coal,2020,Africa,17.04,,0,,
Alumina,Inert Anode + Natural gas,2020,Africa,10.6,,0,,
Alumina,Inert Anode + Coal+CCS,2020,Africa,4.17,,0,,
Alumina,Inert Anode + Natural Gas+CCS,2020,Africa,3.52,,0,,
Alumina,Inert Anode + Hydro,2020,Africa,2.74,,0,,
Alumina,Inert Anode + Small Modular Reactor,2020,Africa,2.74,,0,,
Alumina,Carbon Anode + PPA+Grid,2020,South America,2.74,,1.75,,
Alumina,Carbon Anode + Grid,2020,South America,2.74,,3.51,,
Alumina,Carbon Anode + Coal,2020,South America,19.59,,0,,
Alumina,Carbon Anode + Natural gas,2020,South America,12,,0,,
Alumina,Carbon Anode + Coal+CCS,2020,South America,4.42,,0,,
Alumina,Carbon Anode + Natural Gas+CCS,2020,South America,3.66,,0,,
Alumina,Carbon Anode + Hydro,2020,South America,2.74,,0,,
Alumina,Carbon Anode + Small Modular Reactor,2020,South America,2.74,,0,,
Alumina,Carbon Anode+CCS + PPA+Grid,2020,South America,3.2,,1.75,,
Alumina,Carbon Anode+CCS + Grid,2020,South America,3.2,,3.51,,
Alumina,Carbon Anode+CCS + Coal,2020,South America,20.05,,0,,
Alumina,Carbon Anode+CCS + Natural gas,2020,South America,12.46,,0,,
Alumina,Carbon Anode+CCS + Coal+CCS,2020,South America,4.88,,0,,
Alumina,Carbon Anode+CCS + Natural Gas+CCS,2020,South America,4.12,,0,,
Alumina,Carbon Anode+CCS + Hydro,2020,South America,3.2,,0,,
Alumina,Carbon Anode+CCS + Small Modular Reactor,2020,South America,3.2,,0,,
Alumina,Inert Anode + PPA+Grid,2020,South America,2.74,,1.75,,
Alumina,Inert Anode + Grid,2020,South America,2.74,,3.51,,
Alumina,Inert Anode + Coal,2020,South America,19.59,,0,,
Alumina,Inert Anode + Natural gas,2020,South America,12,,0,,
Alumina,Inert Anode + Coal+CCS,2020,South America,4.42,,0,,
Alumina,Inert Anode + Natural Gas+CCS,2020,South America,3.66,,0,,
Alumina,Inert Anode + Hydro,2020,South America,2.74,,0,,
Alumina,Inert Anode + Small Modular Reactor,2020,South America,2.74,,0,,
Alumina,Carbon Anode + PPA+Grid,2020,Oceania,2.74,,4.56,,
Alumina,Carbon Anode + Grid,2020,Oceania,2.74,,9.12,,
Alumina,Carbon Anode + Coal,2020,Oceania,16.99,,0,,
Alumina,Carbon Anode + Natural gas,2020,Oceania,10.57,,0,,
Alumina,Carbon Anode + Coal+CCS,2020,Oceania,4.16,,0,,
Alumina,Carbon Anode + Natural Gas+CCS,2020,Oceania,3.52,,0,,
Alumina,Carbon Anode + Hydro,2020,Oceania,2.74,,0,,
Alumina,Carbon Anode + Small Modular Reactor,2020,Oceania,2.74,,0,,
Alumina,Carbon Anode+CCS + PPA+Grid,2020,Oceania,3.2,,4.56,,
Alumina,Carbon Anode+CCS + Grid,2020,Oceania,3.2,,9.12,,
Alumina,Carbon Anode+CCS + Coal,2020,Oceania,17.45,,0,,
Alumina,Carbon Anode+CCS + Natural gas,2020,Oceania,11.03,,0,,
Alumina,Carbon Anode+CCS + Coal+CCS,2020,Oceania,4.62,,0,,
Alumina,Carbon Anode+CCS + Natural Gas+CCS,2020,Oceania,3.98,,0,,
Alumina,Carbon Anode+CCS + Hydro,2020,Oceania,3.2,,0,,
Alumina,Carbon Anode+CCS + Small Modular Reactor,2020,Oceania,3.2,,0,,
Alumina,Inert Anode + PPA+Grid,2020,Oceania,2.74,,4.56,,
Alumina,Inert Anode + Grid,2020,Oceania,2.74,,9.12,,
Alumina,Inert Anode + Coal,2020,Oceania,16.99,,0,,
Alumina,Inert Anode + Natural gas,2020,Oceania,10.57,,0,,
Alumina,Inert Anode + Coal+CCS,2020,Oceania,4.16,,0,,
Alumina,Inert Anode + Natural Gas+CCS,2020,Oceania,3.52,,0,,
Alumina,Inert Anode + Hydro,2020,Oceania,2.74,,0,,
Alumina,Inert Anode + Small Modular Reactor,2020,Oceania,2.74,,0,,
Alumina,Carbon Anode + PPA+Grid,2021,China - North,2.74,,6.95,,
Alumina,Carbon Anode + Grid,2021,China - North,2.74,,13.9,,
Alumina,Carbon Anode + Coal,2021,China - North,16.03,,0,,
Alumina,Carbon Anode + Natural gas,2021,China - North,10.05,,0,,
Alumina,Carbon Anode + Coal+CCS,2021,China - North,4.07,,0,,
Alumina,Carbon Anode + Natural Gas+CCS,2021,China - North,3.47,,0,,
Alumina,Carbon Anode + Hydro,2021,China - North,2.74,,0,,
Alumina,Carbon Anode + Small Modular Reactor,2021,China - North,2.74,,0,,
Alumina,Carbon Anode+CCS + PPA+Grid,2021,China - North,3.2,,6.95,,
Alumina,Carbon Anode+CCS + Grid,2021,China - North,3.2,,13.9,,
Alumina,Carbon Anode+CCS + Coal,2021,China - North,16.49,,0,,
Alumina,Carbon Anode+CCS + Natural gas,2021,China - North,10.51,,0,,
Alumina,Carbon Anode+CCS + Coal+CCS,2021,China - North,4.53,,0,,
Alumina,Carbon Anode+CCS + Natural Gas+CCS,2021,China - North,3.93,,0,,
Alumina,Carbon Anode+CCS + Hydro,2021,China - North,3.2,,0,,
Alumina,Carbon Anode+CCS + Small Modular Reactor,2021,China - North,3.2,,0,,
Alumina,Inert Anode + PPA+Grid,2021,China - North,2.74,,6.95,,
Alumina,Inert Anode + Grid,2021,China - North,2.74,,13.9,,
Alumina,Inert Anode + Coal,2021,China - North,16.03,,0,,
Alumina,Inert Anode + Natural gas,2021,China - North,10.05,,0,,
Alumina,Inert Anode + Coal+CCS,2021,China - North,4.07,,0,,
Alumina,Inert Anode + Natural Gas+CCS,2021,China - North,3.47,,0,,
Alumina,Inert Anode + Hydro,2021,China - North,2.74,,0,,
Alumina,Inert Anode + Small Modular Reactor,2021,China - North,2.74,,0,,
Alumina,Carbon Anode + PPA+Grid,2021,China - North West,2.74,,5.39,,
Alumina,Carbon Anode + Grid,2021,China - North West,2.74,,10.78,,
Alumina,Carbon Anode + Coal,2021,China - North West,16.03,,0,,
Alumina,Carbon Anode + Natural gas,2021,China - North West,10.05,,0,,
