product,year,region,name,scope,emissivity_type,scenario,unit,emission_factor_ch4
Ammonium nitrate,2035,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005415206968729
Urea,2035,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005415206968729
Ammonia,2035,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Ammonium nitrate,2035,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Urea,2035,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Ammonia,2035,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012275366642901
Ammonium nitrate,2035,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012275366642901
Urea,2035,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012275366642901
Ammonia,2035,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Ammonium nitrate,2035,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Urea,2035,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002465
Ammonia,2035,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002398097546488
Ammonium nitrate,2035,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002398097546488
Urea,2035,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002398097546488
Ammonia,2036,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonium nitrate,2036,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Urea,2036,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonia,2036,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002730449149337
Ammonium nitrate,2036,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002730449149337
Urea,2036,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002730449149337
Ammonia,2036,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonium nitrate,2036,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Urea,2036,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonia,2036,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonium nitrate,2036,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Urea,2036,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonia,2036,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002911661143817
Ammonium nitrate,2036,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002911661143817
Urea,2036,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002911661143817
Ammonia,2036,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonium nitrate,2036,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Urea,2036,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002316049016292
Ammonia,2036,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Ammonium nitrate,2036,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Urea,2036,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Ammonia,2036,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Ammonium nitrate,2036,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Urea,2036,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Ammonia,2036,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Ammonium nitrate,2036,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Urea,2036,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Ammonia,2036,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Ammonium nitrate,2036,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Urea,2036,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Ammonia,2036,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Ammonium nitrate,2036,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Urea,2036,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005202198005565
Ammonia,2036,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Ammonium nitrate,2036,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Urea,2036,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005303168203858
Ammonia,2036,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Ammonium nitrate,2036,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Urea,2036,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0012021393539945
Ammonia,2036,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonium nitrate,2036,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Urea,2036,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002414
Ammonia,2036,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Ammonium nitrate,2036,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Urea,2036,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002348481735181
Ammonia,2037,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonium nitrate,2037,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Urea,2037,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonia,2037,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002672763603928
Ammonium nitrate,2037,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002672763603928
Urea,2037,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002672763603928
Ammonia,2037,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonium nitrate,2037,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Urea,2037,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonia,2037,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonium nitrate,2037,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Urea,2037,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonia,2037,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000285014717599
Ammonium nitrate,2037,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000285014717599
Urea,2037,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000285014717599
Ammonia,2037,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonium nitrate,2037,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Urea,2037,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002267118403272
Ammonia,2037,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Ammonium nitrate,2037,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Urea,2037,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Ammonia,2037,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Ammonium nitrate,2037,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Urea,2037,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Ammonia,2037,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Ammonium nitrate,2037,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Urea,2037,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Ammonia,2037,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Ammonium nitrate,2037,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Urea,2037,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Ammonia,2037,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Ammonium nitrate,2037,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Urea,2037,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005092292413898
Ammonia,2037,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Ammonium nitrate,2037,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Urea,2037,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005191129438988
Ammonia,2037,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Ammonium nitrate,2037,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Urea,2037,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011767420436988
Ammonia,2037,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonium nitrate,2037,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Urea,2037,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002363
Ammonia,2037,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Ammonium nitrate,2037,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Urea,2037,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002298865923875
Ammonia,2038,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonium nitrate,2038,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Urea,2038,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonia,2038,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000261507805852
Ammonium nitrate,2038,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000261507805852
Urea,2038,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000261507805852
Ammonia,2038,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonium nitrate,2038,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Urea,2038,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonia,2038,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonium nitrate,2038,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Urea,2038,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonia,2038,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002788633208163
Ammonium nitrate,2038,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002788633208163
Urea,2038,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002788633208163
Ammonia,2038,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonium nitrate,2038,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Urea,2038,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002218187790252
Ammonia,2038,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Ammonium nitrate,2038,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Urea,2038,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Ammonia,2038,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Ammonium nitrate,2038,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Urea,2038,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Ammonia,2038,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Ammonium nitrate,2038,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Urea,2038,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Ammonia,2038,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Ammonium nitrate,2038,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Urea,2038,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Ammonia,2038,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Ammonium nitrate,2038,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Urea,2038,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0004982386822232
Ammonia,2038,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Ammonium nitrate,2038,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Urea,2038,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0005079090674118
Ammonia,2038,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Ammonium nitrate,2038,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Urea,2038,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0011513447334032
Ammonia,2038,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonium nitrate,2038,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Urea,2038,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002311999999999
Ammonia,2038,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Ammonium nitrate,2038,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Urea,2038,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002249250112568
Ammonia,2039,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonia,2039,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Ammonium nitrate,2039,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
Urea,2039,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002261
