,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,brownfield_bau_score,brownfield_bau_score_binned,rank
0,0,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,186.70824371544003,303.3191027,130.0,0.0,0.0,0.5074245,0.101074424,0.0786914999999999,0.0,0.7134844609157069,1.6871904239999997,0.9335989426522544,0.7134844609157069,8,489.0
2,2,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,203.41680881544,337.268489,130.0,0.0,0.0,0.5074245,0.091303984,0.1221074999999999,0.0,0.6490309583040235,1.7208359839999998,0.9166220667583954,0.6490309583040235,7,745.0
4,4,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,190.00441191544004,310.0164396,130.0,0.0,0.0,0.5074245,0.03273587,0.103113,0.0,0.7007694501164103,1.64327337,0.9557586087532765,0.7007694501164103,8,534.0
6,6,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,186.70824371544003,303.3191027,130.0,0.0,0.0,0.5074245,0.101074424,0.1103489999999999,0.0,0.7134844609157069,1.7188479239999999,0.9176252020276418,0.7134844609157069,8,489.0
8,8,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,186.70824371544003,303.3191027,130.0,0.0,0.0,0.5074245,0.101074424,0.0515565,0.0,0.7134844609157069,1.6600554239999998,0.9472907203304938,0.7134844609157069,8,489.0
10,10,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,145.38953301544004,219.3654626,130.0,0.0,0.0,0.5074245,0.101074424,0.0479384999999999,0.0,0.8728719135231034,1.656437424,0.9491162906875923,0.8728719135231034,9,156.5
12,12,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,133.54490456544005,195.2988919,130.0,0.0,0.0,0.5074245,0.052720107,0.1383885,0.0,0.9185627185783201,1.6985331069999998,0.9278756519240161,0.9185627185783201,10,125.0
14,14,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,145.38953301544004,219.3654626,130.0,0.0,0.0,0.5074245,0.101074424,0.1103489999999999,0.0,0.8728719135231034,1.7188479239999999,0.9176252020276418,0.8728719135231034,9,156.5
16,16,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,181.99704341544003,293.7466256,130.0,0.0,0.0,0.5074245,0.091303984,0.1103489999999999,0.0,0.731657976057364,1.7090774839999998,0.9225551704189658,0.731657976057364,8,403.0
18,18,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2020,150.09924981544003,228.9349255,130.0,0.0,0.0,0.5074245,0.03273587,0.1049219999999999,0.0,0.8547041210015847,1.64508237,0.9548458235747271,0.8547041210015847,9,210.0
20,20,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,186.51386251544,302.9241484,125.0,0.0,0.0,0.5074245,0.095327185,0.0786914999999999,0.0,0.7142342888696265,1.681443185,0.9364988843751844,0.7142342888696265,8,482.0
22,22,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,202.20968271544004,334.8157834,125.0,0.0,0.0,0.5074245,0.087584113,0.1221074999999999,0.0,0.6536874626042628,1.7171161129999999,0.9184990391823398,0.6536874626042628,7,737.0
24,24,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,190.71528281544005,311.4608263,125.0,0.0,0.0,0.5074245,0.030770092,0.103113,0.0,0.6980272565686401,1.641307592,0.9567505009714734,0.6980272565686401,7,548.0
26,26,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,186.51386251544,302.9241484,125.0,0.0,0.0,0.5074245,0.095327185,0.1103489999999999,0.0,0.7142342888696265,1.713100685,0.9205251437505718,0.7142342888696265,8,482.0
28,28,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,186.51386251544,302.9241484,125.0,0.0,0.0,0.5074245,0.095327185,0.0515565,0.0,0.7142342888696265,1.654308185,0.9501906620534237,0.7142342888696265,8,482.0
30,30,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,146.22864271544003,221.0704121,125.0,0.0,0.0,0.5074245,0.095327185,0.0479384999999999,0.0,0.8696350371715585,1.6506901849999998,0.9520162324105225,0.8696350371715585,9,158.5
32,32,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,134.28611924544003,196.8049329,125.0,0.0,0.0,0.5074245,0.048790155,0.1383885,0.0,0.9157034735128537,1.694603155,0.9298586270141267,0.9157034735128537,10,126.0
34,34,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,146.22864271544003,221.0704121,125.0,0.0,0.0,0.5074245,0.095327185,0.1103489999999999,0.0,0.8696350371715585,1.713100685,0.9205251437505718,0.8696350371715585,9,158.5
36,36,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,181.78096611544004,293.3075878,125.0,0.0,0.0,0.5074245,0.087584113,0.1103489999999999,0.0,0.7324914969932748,1.7053576129999999,0.9244321428429101,0.7324914969932748,8,397.0
38,38,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2021,150.88441851544002,230.5302748,125.0,0.0,0.0,0.5074245,0.030770092,0.1049219999999999,0.0,0.8516753227443327,1.643116592,0.9558377157929241,0.8516753227443327,9,219.0
40,40,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,186.27887051544005,302.4466786,120.0,0.0,0.0,0.5074245,0.089579946,0.0786914999999999,0.0,0.7151407735016145,1.6756959459999998,0.9393988260981145,0.7151407735016145,8,474.0
42,42,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,201.02285971544003,332.4043307,120.0,0.0,0.0,0.5074245,0.083864241,0.1221074999999999,0.0,0.6582656474377472,1.7133962409999999,0.9203760121108641,0.6582656474377472,7,729.0
44,44,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,191.33196761544,312.7138406,120.0,0.0,0.0,0.5074245,0.028804313,0.103113,0.0,0.6956483871008255,1.639341813,0.9577423936942503,0.6956483871008255,7,563.0
46,46,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,186.27887051544005,302.4466786,120.0,0.0,0.0,0.5074245,0.089579946,0.1103489999999999,0.0,0.7151407735016145,1.707353446,0.9234250854735018,0.7151407735016145,8,474.0
48,48,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,186.27887051544005,302.4466786,120.0,0.0,0.0,0.5074245,0.089579946,0.0515565,0.0,0.7151407735016145,1.648560946,0.9530906037763539,0.7151407735016145,8,474.0
50,50,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,146.97171191544004,222.5802212,120.0,0.0,0.0,0.5074245,0.089579946,0.0479384999999999,0.0,0.8667686382715798,1.6449429459999998,0.9549161741334525,0.8667686382715798,9,160.5
52,52,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,134.98721124544005,198.2294504,120.0,0.0,0.0,0.5074245,0.044860203,0.1383885,0.0,0.9129990021963412,1.690673203,0.9318416021042373,0.9129990021963412,10,127.0
54,54,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,146.97171191544004,222.5802212,120.0,0.0,0.0,0.5074245,0.089579946,0.1103489999999999,0.0,0.8667686382715798,1.707353446,0.9234250854735018,0.8667686382715798,9,160.5
56,56,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,181.51833091544003,292.7739512,120.0,0.0,0.0,0.5074245,0.083864241,0.1103489999999999,0.0,0.7335046156212244,1.7016377409999999,0.9263091157714345,0.7335046156212244,8,388.0
58,58,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2022,151.59762871544004,231.9794147,120.0,0.0,0.0,0.5074245,0.028804313,0.1049219999999999,0.0,0.8489241053170276,1.6411508129999999,0.9568296085157011,0.8489241053170276,9,220.0
60,60,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,186.00082281544005,301.8817259,115.0,0.0,0.0,0.5074245,0.083832707,0.0786914999999999,0.0,0.7162133460445508,1.6699487069999999,0.9422987678210445,0.7162133460445508,7,468.0
62,62,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,199.85757951544,330.03665,115.0,0.0,0.0,0.5074245,0.08014437,0.1221074999999999,0.0,0.6627607306459424,1.70967637,0.9222529845348084,0.6627607306459424,7,715.0
64,64,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,191.84854121544004,313.7634434,115.0,0.0,0.0,0.5074245,0.026838534,0.103113,0.0,0.6936556978616563,1.6373760339999999,0.9587342864170273,0.6936556978616563,7,582.0
66,66,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,186.00082281544005,301.8817259,115.0,0.0,0.0,0.5074245,0.083832707,0.1103489999999999,0.0,0.7162133460445508,1.7016062069999998,0.926325027196432,0.7162133460445508,7,468.0
68,68,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,186.00082281544005,301.8817259,115.0,0.0,0.0,0.5074245,0.083832707,0.0515565,0.0,0.7162133460445508,1.642813707,0.9559905454992839,0.7162133460445508,7,468.0
70,70,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,147.61297001544006,223.8831648,115.0,0.0,0.0,0.5074245,0.083832707,0.0479384999999999,0.0,0.8642949769861404,1.6391957069999998,0.9578161158563825,0.8642949769861404,9,162.5
72,72,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,135.64507604544002,199.5661364,115.0,0.0,0.0,0.5074245,0.040930251,0.1383885,0.0,0.9104612803542106,1.686743251,0.933824577194348,0.9104612803542106,10,128.0
74,74,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,147.61297001544006,223.8831648,115.0,0.0,0.0,0.5074245,0.083832707,0.1103489999999999,0.0,0.8642949769861404,1.7016062069999998,0.926325027196432,0.8642949769861404,9,162.5
76,76,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,181.20636601544004,292.1400837,115.0,0.0,0.0,0.5074245,0.08014437,0.1103489999999999,0.0,0.7347080241950046,1.69791787,0.9281860881953787,0.7347080241950046,8,379.0
78,78,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2023,152.23428871544002,233.2730157,115.0,0.0,0.0,0.5074245,0.026838534,0.1049219999999999,0.0,0.8464681812608827,1.6391850339999998,0.957821501238478,0.8464681812608827,9,221.0
80,80,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,185.67712771544004,301.2240244,110.0,0.0,0.0,0.5074245,0.078085468,0.0786914999999999,0.0,0.7174620040141834,1.664201468,0.9451987095439746,0.7174620040141834,7,459.0
82,82,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,198.71515641544,327.7154116,110.0,0.0,0.0,0.5074245,0.076424499,0.1221074999999999,0.0,0.667167642299864,1.705956499,0.9241299569587527,0.667167642299864,7,680.0
84,84,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,192.25872271544003,314.5968729,110.0,0.0,0.0,0.5074245,0.024872755,0.103113,0.0,0.6920734175028531,1.635410255,0.9597261791398041,0.6920734175028531,7,591.0
86,86,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,185.67712771544004,301.2240244,110.0,0.0,0.0,0.5074245,0.078085468,0.1103489999999999,0.0,0.7174620040141834,1.695858968,0.9292249689193619,0.7174620040141834,7,459.0
88,88,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,185.67712771544004,301.2240244,110.0,0.0,0.0,0.5074245,0.078085468,0.0515565,0.0,0.7174620040141834,1.637066468,0.9588904872222139,0.7174620040141834,7,459.0
90,90,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,148.14630001544003,224.9668142,110.0,0.0,0.0,0.5074245,0.078085468,0.0479384999999999,0.0,0.8622376497206239,1.6334484679999999,0.9607160575793126,0.8622376497206239,9,164.5
92,92,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,136.25642287544002,200.8083047,110.0,0.0,0.0,0.5074245,0.0370003,0.1383885,0.0,0.9081030021736354,1.6828132999999998,0.9358075517798787,0.9081030021736354,10,129.0
94,94,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,148.14630001544003,224.9668142,110.0,0.0,0.0,0.5074245,0.078085468,0.1103489999999999,0.0,0.8622376497206239,1.695858968,0.9292249689193619,0.8622376497206239,9,164.5
96,96,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,180.84213341544003,291.4000156,110.0,0.0,0.0,0.5074245,0.076424499,0.1103489999999999,0.0,0.7361130560870226,1.694197999,0.9300630606193231,0.7361130560870226,8,366.0
98,98,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2024,152.78953131544003,234.4011883,110.0,0.0,0.0,0.5074245,0.024872755,0.1049219999999999,0.0,0.8443263258618683,1.6372192549999998,0.958813393961255,0.8443263258618683,9,222.0
100,100,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,185.30503831544004,300.4679925,105.0,0.0,0.0,0.5074245,0.072338228,0.0786914999999999,0.0,0.7188973436122366,1.6584542279999999,0.9480986517714847,0.7188973436122366,7,449.0
102,102,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,197.59698351544003,325.4434462,105.0,0.0,0.0,0.5074245,0.072704627,0.1221074999999999,0.0,0.6714810084985247,1.702236627,0.9260069298872771,0.6714810084985247,7,672.0
104,104,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,192.55585461544004,315.2006017,105.0,0.0,0.0,0.5074245,0.022906976,0.103113,0.0,0.6909272274154311,1.633444476,0.9607180718625811,0.6909272274154311,7,597.0
106,106,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,185.30503831544004,300.4679925,105.0,0.0,0.0,0.5074245,0.072338228,0.1103489999999999,0.0,0.7188973436122366,1.6901117279999998,0.932124911146872,0.7188973436122366,7,449.0
108,108,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,185.30503831544004,300.4679925,105.0,0.0,0.0,0.5074245,0.072338228,0.0515565,0.0,0.7188973436122366,1.631319228,0.9617904294497239,0.7188973436122366,7,449.0
110,110,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,148.56521811544002,225.8179952,105.0,0.0,0.0,0.5074245,0.072338228,0.0479384999999999,0.0,0.8606216678160837,1.6277012279999998,0.9636159998068227,0.8606216678160837,9,166.5
112,112,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,136.81776350544004,201.9488676,105.0,0.0,0.0,0.5074245,0.033070348,0.1383885,0.0,0.9059376235462541,1.6788833479999998,0.9377905268699893,0.9059376235462541,10,130.0
114,114,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,148.56521811544002,225.8179952,105.0,0.0,0.0,0.5074245,0.072338228,0.1103489999999999,0.0,0.8606216678160837,1.6901117279999998,0.932124911146872,0.8606216678160837,9,166.5
116,116,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,180.42251851544003,290.547419,105.0,0.0,0.0,0.5074245,0.072704627,0.1103489999999999,0.0,0.7377317259064347,1.690478127,0.9319400335478474,0.7377317259064347,8,338.0
118,118,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2025,153.25819751544003,235.3534501,105.0,0.0,0.0,0.5074245,0.022906976,0.1049219999999999,0.0,0.8425184400281704,1.635253476,0.9598052866840318,0.8425184400281704,9,223.0
120,120,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,184.88164261544003,299.6077138,100.0,0.0,0.0,0.5074245,0.066590989,0.0786914999999999,0.0,0.7205305979157869,1.652706989,0.9509985934944146,0.7205305979157869,7,442.0
122,122,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,196.50453751544003,323.2237541,100.0,0.0,0.0,0.5074245,0.068984756,0.1221074999999999,0.0,0.6756951328528729,1.6985167559999998,0.9278839023112214,0.6756951328528729,7,663.0
124,124,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,192.73287961544003,315.560291,100.0,0.0,0.0,0.5074245,0.021350119,0.103113,0.0,0.6902443512239961,1.631887619,0.9615036307319679,0.6902443512239961,7,601.0
126,126,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,184.88164261544003,299.6077138,100.0,0.0,0.0,0.5074245,0.066590989,0.1103489999999999,0.0,0.7205305979157869,1.684364489,0.935024852869802,0.7205305979157869,7,442.0
128,128,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,184.88164261544003,299.6077138,100.0,0.0,0.0,0.5074245,0.066590989,0.0515565,0.0,0.7205305979157869,1.625571989,0.964690371172654,0.7205305979157869,7,442.0
130,130,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,148.86285131544005,226.4227429,100.0,0.0,0.0,0.5074245,0.066590989,0.0479384999999999,0.0,0.859473543957529,1.6219539889999999,0.9665159415297526,0.859473543957529,9,168.5
132,132,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,137.32540042544002,202.9803124,100.0,0.0,0.0,0.5074245,0.029162129,0.1383885,0.0,0.9039794076639694,1.674975129,0.9397625359234579,0.9039794076639694,10,131.0
134,134,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,148.86285131544005,226.4227429,100.0,0.0,0.0,0.5074245,0.066590989,0.1103489999999999,0.0,0.859473543957529,1.684364489,0.935024852869802,0.859473543957529,9,168.5
136,136,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,179.94422021544003,289.5755861,100.0,0.0,0.0,0.5074245,0.068984756,0.1103489999999999,0.0,0.7395767676885213,1.6867582559999998,0.9338170059717918,0.7395767676885213,8,335.0
138,138,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2026,153.63481841544004,236.1186892,100.0,0.0,0.0,0.5074245,0.021350119,0.1049219999999999,0.0,0.8410656201111708,1.633696619,0.9605908455534186,0.8410656201111708,9,224.0
140,140,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,184.45948011544004,298.7499406,95.0,0.0,0.0,0.5074245,0.06084375,0.0786914999999999,0.0,0.7221590951346357,1.6469597499999997,0.9538985352173448,0.7221590951346357,7,436.0
142,142,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,195.49091691544004,321.1642236,95.0,0.0,0.0,0.5074245,0.065264885,0.1221074999999999,0.0,0.6796051872230926,1.6947968849999997,0.9297608747351659,0.6796051872230926,7,645.0
144,144,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,192.78495771544004,315.6661061,95.0,0.0,0.0,0.5074245,0.019793261,0.103113,0.0,0.6900434592901721,1.630330761,0.9622891901059346,0.6900434592901721,7,605.0
146,146,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,184.45948011544004,298.7499406,95.0,0.0,0.0,0.5074245,0.06084375,0.1103489999999999,0.0,0.7221590951346357,1.6786172499999998,0.9379247945927321,0.7221590951346357,7,436.0
148,148,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,184.45948011544004,298.7499406,95.0,0.0,0.0,0.5074245,0.06084375,0.0515565,0.0,0.7221590951346357,1.6198247499999998,0.9675903128955842,0.7221590951346357,7,436.0
150,150,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,149.08754041544003,226.8792785,95.0,0.0,0.0,0.5074245,0.06084375,0.0479384999999999,0.0,0.8586068028934705,1.61620675,0.9694158832526827,0.8586068028934705,9,170.5
152,152,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,137.74396901544003,203.8307831,95.0,0.0,0.0,0.5074245,0.02525391,0.1383885,0.0,0.9023647739987043,1.67106691,0.9417345449769265,0.9023647739987043,10,132.0
154,154,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,149.08754041544003,226.8792785,95.0,0.0,0.0,0.5074245,0.06084375,0.1103489999999999,0.0,0.8586068028934705,1.6786172499999998,0.9379247945927321,0.8586068028934705,9,170.5
156,156,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,179.45527221544003,288.5821145,95.0,0.0,0.0,0.5074245,0.065264885,0.1103489999999999,0.0,0.7414628908239531,1.6830383849999997,0.9356939783957363,0.7414628908239531,8,331.0
158,158,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2027,153.91623761544002,236.6904924,95.0,0.0,0.0,0.5074245,0.019793261,0.1049219999999999,0.0,0.8399800419640577,1.632139761,0.9613764049273854,0.8399800419640577,9,225.0
160,160,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,184.03801681544005,297.8935881,90.0,0.0,0.0,0.5074245,0.055096511,0.0786914999999999,0.0,0.7237848951805821,1.641212511,0.9567984769402748,0.7237848951805821,7,432.0
162,162,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,194.56031711544003,319.2733795,90.0,0.0,0.0,0.5074245,0.061545013,0.1221074999999999,0.0,0.6831949878002668,1.691077013,0.9316378476636902,0.6831949878002668,7,633.0
164,164,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,192.70428941544003,315.5021999,90.0,0.0,0.0,0.5074245,0.018236404,0.103113,0.0,0.6903546382845149,1.628773904,0.9630747489753214,0.6903546382845149,7,600.0
166,166,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,184.03801681544005,297.8935881,90.0,0.0,0.0,0.5074245,0.055096511,0.1103489999999999,0.0,0.7237848951805821,1.6728700109999999,0.9408247363156621,0.7237848951805821,7,432.0
168,168,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,184.03801681544005,297.8935881,90.0,0.0,0.0,0.5074245,0.055096511,0.0515565,0.0,0.7237848951805821,1.614077511,0.970490254618514,0.7237848951805821,7,432.0
170,170,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,149.23430071544004,227.1774741,90.0,0.0,0.0,0.5074245,0.055096511,0.0479384999999999,0.0,0.8580406731676244,1.6104595109999997,0.9723158249756129,0.8580406731676244,9,172.5
172,172,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,138.06776691544002,204.4886937,90.0,0.0,0.0,0.5074245,0.021345691,0.1383885,0.0,0.9011157194767629,1.667158691,0.9437065540303952,0.9011157194767629,10,133.0
174,174,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,149.23430071544004,227.1774741,90.0,0.0,0.0,0.5074245,0.055096511,0.1103489999999999,0.0,0.8580406731676244,1.6728700109999999,0.9408247363156621,0.8580406731676244,9,172.5
176,176,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,178.95450171544005,287.5646212,90.0,0.0,0.0,0.5074245,0.061545013,0.1103489999999999,0.0,0.7433946194036622,1.679318513,0.9375709513242605,0.7433946194036622,8,327.0
