,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,brownfield_bau_score,brownfield_bau_score_binned,rank
406,406,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,181.19428511544004,292.115537,80.0,0.0,0.0,0.5074245,0.021916381,0.1103489999999999,0.0,0.7347546264205722,1.6396898809999998,0.9575667655507859,0.7347546264205722,7,377.0
408,408,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,181.19428511544004,292.115537,80.0,0.0,0.0,0.5074245,0.021916381,0.0515565,0.0,0.7347546264205722,1.580897381,0.9872322838536378,0.7347546264205722,7,377.0
410,410,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,149.81126501544003,228.3497822,80.0,0.0,0.0,0.5074245,0.021916381,0.0479384999999999,0.0,0.855815026034293,1.5772793809999999,0.9890578542107364,0.855815026034293,9,196.5
412,412,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,139.61698991544003,207.6364905,80.0,0.0,0.0,0.5074245,0.002669535,0.1383885,0.0,0.8951395720290937,1.6484825349999999,0.9531301683969372,0.8951395720290937,9,145.0
414,414,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,149.81126501544003,228.3497822,80.0,0.0,0.0,0.5074245,0.021916381,0.1103489999999999,0.0,0.855815026034293,1.6396898809999998,0.9575667655507859,0.855815026034293,9,196.5
416,416,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,174.78971431544002,279.1023761,80.0,0.0,0.0,0.5074245,0.027112213,0.1103489999999999,0.0,0.7594603398264776,1.6448857129999999,0.9549450527592811,0.7594603398264776,8,287.0
418,418,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2040,154.13713241544002,237.1393187,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8391279374605592,1.6123465,0.9713636881092305,0.8391279374605592,9,238.0
420,420,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,181.05312781544004,291.8287257,80.0,0.0,0.0,0.5074245,0.019747816,0.0786914999999999,0.0,0.735299142502579,1.6058638159999998,0.9746347206534088,0.735299142502579,7,373.0
422,422,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,189.08670431544004,308.1517906,80.0,0.0,0.0,0.5074245,0.024412908,0.1221074999999999,0.0,0.7043095188679372,1.6539449079999997,0.9503739643537599,0.7043095188679372,7,520.0
424,424,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,187.80241181544,305.542294,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7092636935386826,1.6105375,0.9722764732877797,0.7092636935386826,7,502.0
426,426,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,181.05312781544004,291.8287257,80.0,0.0,0.0,0.5074245,0.019747816,0.1103489999999999,0.0,0.735299142502579,1.637521316,0.9586609800287962,0.735299142502579,7,373.0
428,428,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,181.05312781544004,291.8287257,80.0,0.0,0.0,0.5074245,0.019747816,0.0515565,0.0,0.735299142502579,1.578728816,0.9883264983316482,0.735299142502579,7,373.0
430,430,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,149.85127241544004,228.4310713,80.0,0.0,0.0,0.5074245,0.019747816,0.0479384999999999,0.0,0.8556606969794068,1.5751108159999998,0.9901520686887468,0.8556606969794068,9,198.5
432,432,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,139.65980771544002,207.7234902,80.0,0.0,0.0,0.5074245,0.002433494,0.1383885,0.0,0.8949744018204246,1.648246494,0.9532492699593087,0.8949744018204246,9,146.0
434,434,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,149.85127241544004,228.4310713,80.0,0.0,0.0,0.5074245,0.019747816,0.1103489999999999,0.0,0.8556606969794068,1.637521316,0.9586609800287962,0.8556606969794068,9,198.5
436,436,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,174.55044521544002,278.6162159,80.0,0.0,0.0,0.5074245,0.024412908,0.1103489999999999,0.0,0.7603833234261731,1.6421864079999997,0.9563070680143303,0.7603833234261731,8,284.0
438,438,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2041,154.11521311544004,237.0947817,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8392124914393922,1.6123465,0.9713636881092305,0.8392124914393922,9,236.0
440,440,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,180.92849751544003,291.575495,80.0,0.0,0.0,0.5074245,0.017579251,0.0786914999999999,0.0,0.7357799054716592,1.603695251,0.9757289351314191,0.7357799054716592,7,369.0
442,442,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,188.89494411544004,307.7621615,80.0,0.0,0.0,0.5074245,0.021713602,0.1221074999999999,0.0,0.7050492362809853,1.651245602,0.951735980113389,0.7050492362809853,7,517.0
444,444,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,187.39426561544005,304.7129999,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7108381227018215,1.6105375,0.9722764732877797,0.7108381227018215,7,501.0
446,446,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,180.92849751544003,291.575495,80.0,0.0,0.0,0.5074245,0.017579251,0.1103489999999999,0.0,0.7357799054716592,1.6353527509999999,0.9597551945068066,0.7357799054716592,7,369.0
448,448,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,180.92849751544003,291.575495,80.0,0.0,0.0,0.5074245,0.017579251,0.0515565,0.0,0.7357799054716592,1.576560251,0.9894207128096585,0.7357799054716592,7,369.0
450,450,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,149.89406221544004,228.518014,80.0,0.0,0.0,0.5074245,0.017579251,0.0479384999999999,0.0,0.8554956347810942,1.5729422509999997,0.9912462831667572,0.8554956347810942,9,200.5
452,452,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,139.69842191544004,207.8019485,80.0,0.0,0.0,0.5074245,0.002197454,0.1383885,0.0,0.8948254470522772,1.648010454,0.9533683710171,0.8948254470522772,9,147.0
454,454,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,149.89406221544004,228.518014,80.0,0.0,0.0,0.5074245,0.017579251,0.1103489999999999,0.0,0.8554956347810942,1.6353527509999999,0.9597551945068066,0.8554956347810942,9,200.5
456,456,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,174.33316821544005,278.1747405,80.0,0.0,0.0,0.5074245,0.021713602,0.1103489999999999,0.0,0.7612214722201086,1.639487102,0.9576690837739594,0.7612214722201086,8,282.0
458,458,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2042,154.09370071544004,237.0510716,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8392954757962946,1.6123465,0.9713636881092305,0.8392954757962946,9,234.0
460,460,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,180.82139861544005,291.3578855,80.0,0.0,0.0,0.5074245,0.015410685,0.0786914999999999,0.0,0.7361930408420243,1.6015266849999998,0.9768231501140096,0.7361930408420243,7,364.0
462,462,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,188.72421721544004,307.4152691,80.0,0.0,0.0,0.5074245,0.019014296,0.1221074999999999,0.0,0.7057078174714811,1.648546296,0.9530979958730181,0.7057078174714811,7,515.0
464,464,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,187.02020751544003,303.952968,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7122810565851908,1.6105375,0.9722764732877797,0.7122810565851908,7,498.0
466,466,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,180.82139861544005,291.3578855,80.0,0.0,0.0,0.5074245,0.015410685,0.1103489999999999,0.0,0.7361930408420243,1.6331841849999997,0.960849409489397,0.7361930408420243,7,364.0
468,468,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,180.82139861544005,291.3578855,80.0,0.0,0.0,0.5074245,0.015410685,0.0515565,0.0,0.7361930408420243,1.574391685,0.9905149277922489,0.7361930408420243,7,364.0
470,470,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,149.93981411544002,228.6109754,80.0,0.0,0.0,0.5074245,0.015410685,0.0479384999999999,0.0,0.8553191462443176,1.5707736849999998,0.9923404981493475,0.8553191462443176,9,202.5
472,472,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,139.73262161544005,207.8714374,80.0,0.0,0.0,0.5074245,0.001961413,0.1383885,0.0,0.8946935212740863,1.647774413,0.9534874725794715,0.8946935212740863,9,148.0
474,474,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,149.93981411544002,228.6109754,80.0,0.0,0.0,0.5074245,0.015410685,0.1103489999999999,0.0,0.8553191462443176,1.6331841849999997,0.960849409489397,0.8553191462443176,9,202.5
476,476,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,174.13914511544004,277.7805135,80.0,0.0,0.0,0.5074245,0.019014296,0.1103489999999999,0.0,0.7619699187987186,1.636787796,0.9590310995335886,0.7619699187987186,8,280.0
478,478,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2043,154.07263071544003,237.0082604,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8393767535895641,1.6123465,0.9713636881092305,0.8393767535895641,9,233.0
480,480,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,180.73289571544004,291.1780605,80.0,0.0,0.0,0.5074245,0.01324212,0.0786914999999999,0.0,0.7365344419056197,1.5993581199999998,0.9779173645920199,0.7365344419056197,7,361.0
482,482,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,188.57572791544004,307.1135605,80.0,0.0,0.0,0.5074245,0.016314991,0.1221074999999999,0.0,0.7062806168368412,1.645846991,0.9544600111280673,0.7062806168368412,7,513.0
484,484,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,186.68229381544003,303.2663764,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7135845629853588,1.6105375,0.9722764732877797,0.7135845629853588,7,487.0
486,486,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,180.73289571544004,291.1780605,80.0,0.0,0.0,0.5074245,0.01324212,0.1103489999999999,0.0,0.7365344419056197,1.6310156199999999,0.9619436239674073,0.7365344419056197,7,361.0
488,488,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,180.73289571544004,291.1780605,80.0,0.0,0.0,0.5074245,0.01324212,0.0515565,0.0,0.7365344419056197,1.5722231199999999,0.9916091422702593,0.7365344419056197,7,361.0
490,490,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,149.98871871544003,228.7103423,80.0,0.0,0.0,0.5074245,0.01324212,0.0479384999999999,0.0,0.8551304961271495,1.56860512,0.9934347126273578,0.8551304961271495,9,204.5
492,492,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,139.76218351544003,207.931503,80.0,0.0,0.0,0.5074245,0.001725372,0.1383885,0.0,0.8945794858684455,1.647538372,0.9536065741418429,0.8945794858684455,9,149.0
494,494,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,149.98871871544003,228.7103423,80.0,0.0,0.0,0.5074245,0.01324212,0.1103489999999999,0.0,0.8551304961271495,1.6310156199999999,0.9619436239674073,0.8551304961271495,9,204.5
496,496,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,173.96971341544003,277.4362528,80.0,0.0,0.0,0.5074245,0.016314991,0.1103489999999999,0.0,0.7626235037387236,1.634088491,0.9603931147886378,0.7626235037387236,8,278.0
498,498,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2044,154.05204061544003,236.9664244,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8394561801624734,1.6123465,0.9713636881092305,0.8394561801624734,9,232.0
500,500,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,180.66411741544005,291.0383129,80.0,0.0,0.0,0.5074245,0.011073555,0.0786914999999999,0.0,0.7367997550735754,1.597189555,0.9790115790700302,0.7367997550735754,7,357.0
502,502,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,188.45075291544003,306.8596293,80.0,0.0,0.0,0.5074245,0.013615685,0.1221074999999999,0.0,0.7067627094905602,1.6431476849999997,0.9558220268876967,0.7067627094905602,7,512.0
504,504,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,186.38270421544004,302.6576537,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7147402336818229,1.6105375,0.9722764732877797,0.7147402336818229,7,477.0
506,506,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,180.66411741544005,291.0383129,80.0,0.0,0.0,0.5074245,0.011073555,0.1103489999999999,0.0,0.7367997550735754,1.6288470549999998,0.9630378384454177,0.7367997550735754,7,357.0
508,508,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,180.66411741544005,291.0383129,80.0,0.0,0.0,0.5074245,0.011073555,0.0515565,0.0,0.7367997550735754,1.570054555,0.9927033567482696,0.7367997550735754,7,357.0
510,510,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,150.04097771544002,228.8165251,80.0,0.0,0.0,0.5074245,0.011073555,0.0479384999999999,0.0,0.8549289063692724,1.5664365549999997,0.9945289271053683,0.8549289063692724,9,206.5
512,512,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,139.78687101544003,207.9816643,80.0,0.0,0.0,0.5074245,0.001489331,0.1383885,0.0,0.8944842535228669,1.6473023310000001,0.9537256757042144,0.8944842535228669,9,150.0
514,514,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,150.04097771544002,228.8165251,80.0,0.0,0.0,0.5074245,0.011073555,0.1103489999999999,0.0,0.8549289063692724,1.6288470549999998,0.9630378384454177,0.8549289063692724,9,206.5
516,516,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,173.82629091544004,277.144839,80.0,0.0,0.0,0.5074245,0.013615685,0.1103489999999999,0.0,0.7631767578585715,1.6313891849999997,0.961755130548267,0.7631767578585715,8,276.0
518,518,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2045,154.03197031544005,236.9256445,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8395336016002644,1.6123465,0.9713636881092305,0.8395336016002644,9,231.0
520,520,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,180.61625971544004,290.9410731,80.0,0.0,0.0,0.5074245,0.00890499,0.0786914999999999,0.0,0.7369843667606639,1.5950209899999999,0.9801057935480406,0.7369843667606639,7,354.0
522,522,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,188.35064531544003,306.6562251,80.0,0.0,0.0,0.5074245,0.010916379,0.1221074999999999,0.0,0.70714887583216,1.640448379,0.9571840426473257,0.70714887583216,7,511.0
524,524,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,186.12374921544003,302.1314947,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7157391558914152,1.6105375,0.9722764732877797,0.7157391558914152,7,471.0
526,526,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,180.61625971544004,290.9410731,80.0,0.0,0.0,0.5074245,0.00890499,0.1103489999999999,0.0,0.7369843667606639,1.6266784899999998,0.9641320529234281,0.7369843667606639,7,354.0
528,528,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,180.61625971544004,290.9410731,80.0,0.0,0.0,0.5074245,0.00890499,0.0515565,0.0,0.7369843667606639,1.56788599,0.99379757122628,0.7369843667606639,7,354.0
530,530,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,150.09680521544004,228.9299586,80.0,0.0,0.0,0.5074245,0.00890499,0.0479384999999999,0.0,0.8547135510772099,1.5642679899999998,0.9956231415833786,0.8547135510772099,9,208.5
532,532,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,139.80643301544004,208.0214115,80.0,0.0,0.0,0.5074245,0.001194361,0.1383885,0.0,0.8944087928587976,1.647007361,0.9538745116600555,0.8944087928587976,9,151.0
534,534,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,150.09680521544004,228.9299586,80.0,0.0,0.0,0.5074245,0.00890499,0.1103489999999999,0.0,0.8547135510772099,1.6266784899999998,0.9641320529234281,0.8547135510772099,9,208.5
536,536,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,173.71038041544003,276.9093258,80.0,0.0,0.0,0.5074245,0.010916379,0.1103489999999999,0.0,0.7636238840881286,1.628689879,0.9631171463078961,0.7636238840881286,8,275.0
538,538,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2046,154.01246201544004,236.8860064,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8396088551158999,1.6123465,0.9713636881092305,0.8396088551158999,9,230.0
540,540,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,180.57671731544,290.8607286,80.0,0.0,0.0,0.5074245,0.006736425,0.0786914999999999,0.0,0.7371369020721297,1.5928524249999998,0.981200008026051,0.7371369020721297,7,350.0
542,542,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,188.26831251544004,306.4889368,80.0,0.0,0.0,0.5074245,0.008217074,0.1221074999999999,0.0,0.7074664756564457,1.6377490739999998,0.958546057902375,0.7074664756564457,7,510.0
544,544,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,185.91074231544005,301.6986954,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7165608327202326,1.6105375,0.9722764732877797,0.7165608327202326,7,464.0
546,546,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,180.57671731544,290.8607286,80.0,0.0,0.0,0.5074245,0.006736425,0.1103489999999999,0.0,0.7371369020721297,1.624509925,0.9652262674014384,0.7371369020721297,7,350.0
548,548,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,180.57671731544,290.8607286,80.0,0.0,0.0,0.5074245,0.006736425,0.0515565,0.0,0.7371369020721297,1.5657174249999999,0.9948917857042904,0.7371369020721297,7,350.0
550,550,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,150.14255461544002,229.0229146,80.0,0.0,0.0,0.5074245,0.006736425,0.0479384999999999,0.0,0.854537072184215,1.562099425,0.9967173560613889,0.854537072184215,9,211.5
552,552,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,139.82246681544004,208.0539898,80.0,0.0,0.0,0.5074245,0.000899391,0.1383885,0.0,0.8943469422711505,1.6467123909999999,0.9540233476158968,0.8943469422711505,9,152.0
554,554,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,150.14255461544002,229.0229146,80.0,0.0,0.0,0.5074245,0.006736425,0.1103489999999999,0.0,0.854537072184215,1.624509925,0.9652262674014384,0.854537072184215,9,211.5
556,556,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,173.61504821544003,276.7156245,80.0,0.0,0.0,0.5074245,0.008217074,0.1103489999999999,0.0,0.7639916292634267,1.6259905739999998,0.9644791615629453,0.7639916292634267,8,274.0
558,558,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2047,153.99642471544,236.8534209,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.8396707192048417,1.6123465,0.9713636881092305,0.8396707192048417,9,229.0
560,560,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,180.54608171544004,290.7984814,80.0,0.0,0.0,0.5074245,0.004567859,0.0786914999999999,0.0,0.7372550792891912,1.5906838589999999,0.9822942230086413,0.7372550792891912,7,347.0
562,562,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,188.20481251544004,306.3599141,80.0,0.0,0.0,0.5074245,0.005517768,0.1221074999999999,0.0,0.7077114277149467,1.635049768,0.959908073662004,0.7077114277149467,7,508.0
564,564,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,185.74643481544004,301.3648463,80.0,0.0,0.0,0.5074245,0.0,0.103113,0.0,0.7171946509934947,1.6105375,0.9722764732877797,0.7171946509934947,7,461.0
566,566,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,180.54608171544004,290.7984814,80.0,0.0,0.0,0.5074245,0.004567859,0.1103489999999999,0.0,0.7372550792891912,1.622341359,0.9663204823840287,0.7372550792891912,7,347.0
568,568,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,180.54608171544004,290.7984814,80.0,0.0,0.0,0.5074245,0.004567859,0.0515565,0.0,0.7372550792891912,1.563548859,0.9959860006868807,0.7372550792891912,7,347.0
570,570,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,150.17771371544004,229.0943529,80.0,0.0,0.0,0.5074245,0.004567859,0.0479384999999999,0.0,0.8544014455083089,1.5599308589999998,0.9978115710439793,0.8544014455083089,9,213.5
572,572,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,139.83479141544004,208.0790317,80.0,0.0,0.0,0.5074245,0.000604422,0.1383885,0.0,0.89429939996973,1.6464174219999999,0.954172183067158,0.89429939996973,9,153.0
574,574,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,150.17771371544004,229.0943529,80.0,0.0,0.0,0.5074245,0.004567859,0.1103489999999999,0.0,0.8544014455083089,1.622341359,0.9663204823840287,0.8544014455083089,9,213.5
576,576,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,173.54152031544004,276.5662265,80.0,0.0,0.0,0.5074245,0.005517768,0.1103489999999999,0.0,0.7642752640738557,1.623291268,0.9658411773225745,0.7642752640738557,8,272.0
578,578,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2048,153.98406131544004,236.8283002,80.0,0.0,0.0,0.5074245,0.0,0.1049219999999999,0.0,0.839718411177756,1.6123465,0.9713636881092305,0.839718411177756,9,228.0
580,580,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2049,180.52497991544004,290.7556057,80.0,0.0,0.0,0.5074245,0.002399294,0.0786914999999999,0.0,0.7373364797513655,1.588515294,0.9833884374866516,0.7373364797513655,7,343.0
582,582,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2049,188.16126671544004,306.2714353,80.0,0.0,0.0,0.5074245,0.002818462,0.1221074999999999,0.0,0.7078794061928848,1.6323504619999998,0.9612700894216334,0.7078794061928848,7,507.0
