,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
238,238,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2031,154.1394987,237.1441267,80,0,0,0.5074245,0.013465962,0.104922,0,0.839118809,1.625812462,0.964569033,0.839118809,9,239
240,240,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2032,182.7097456,295.1947334,80,0,0,0.5074245,0.039264902,0.0786915,0,0.728908718,1.625380902,0.96478679,0.728908718,7,415
242,242,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2032,192.0314548,314.1350973,80,0,0,0.5074245,0.048706659,0.1221075,0,0.692950106,1.678238659,0.938115824,0.692950106,7,586
244,244,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2032,191.3954578,312.8428435,80,0,0,0.5074245,0.011809235,0.103113,0,0.695403473,1.622346735,0.96631777,0.695403473,7,566
246,246,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2032,182.7097456,295.1947334,80,0,0,0.5074245,0.039264902,0.110349,0,0.728908718,1.657038402,0.948813049,0.728908718,7,415
248,248,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2032,182.7097456,295.1947334,80,0,0,0.5074245,0.039264902,0.0515565,0,0.728908718,1.598245902,0.978478568,0.728908718,7,415
250,250,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2032,149.3839732,227.481587,80,0,0,0.5074245,0.039264902,0.0479385,0,0.85746331,1.594627902,0.980304138,0.85746331,9,180.5
252,252,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2032,138.7498902,205.8746695,80,0,0,0.5074245,0.011777294,0.1383885,0,0.89848442,1.657590294,0.948534576,0.89848442,10,137
254,254,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2032,149.3839732,227.481587,80,0,0,0.5074245,0.039264902,0.110349,0,0.85746331,1.657038402,0.948813049,0.85746331,9,180.5
256,256,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2032,177.1867786,283.9728637,80,0,0,0.5074245,0.048706659,0.110349,0,0.750213634,1.666480159,0.944048928,0.750213634,8,309
258,258,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2032,154.1500447,237.1655545,80,0,0,0.5074245,0.011809235,0.104922,0,0.839078128,1.624155735,0.965404985,0.839078128,9,240
260,260,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2033,182.4823771,294.7327534,80,0,0,0.5074245,0.037096337,0.0786915,0,0.729785795,1.623212337,0.965881004,0.729785795,7,412
262,262,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2033,191.5980944,313.2545717,80,0,0,0.5074245,0.046007353,0.1221075,0,0.6946218,1.675539353,0.93947784,0.6946218,7,572
264,264,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2033,191.028962,312.0981771,80,0,0,0.5074245,0.010152508,0.103113,0,0.696817235,1.620690008,0.967153721,0.696817235,7,554
266,266,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2033,182.4823771,294.7327534,80,0,0,0.5074245,0.037096337,0.110349,0,0.729785795,1.654869837,0.949907264,0.729785795,7,412
268,268,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2033,182.4823771,294.7327534,80,0,0,0.5074245,0.037096337,0.0515565,0,0.729785795,1.596077337,0.979572782,0.729785795,7,412
270,270,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2033,149.4404657,227.5963716,80,0,0,0.5074245,0.037096337,0.0479385,0,0.857245389,1.592459337,0.981398352,0.857245389,9,182.5
272,272,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2033,138.9044756,206.1887646,80,0,0,0.5074245,0.010901315,0.1383885,0,0.897888105,1.656714315,0.948976577,0.897888105,10,138
274,274,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2033,149.4404657,227.5963716,80,0,0,0.5074245,0.037096337,0.110349,0,0.857245389,1.654869837,0.949907264,0.857245389,9,182.5
276,276,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2033,176.8417161,283.2717468,80,0,0,0.5074245,0.046007353,0.110349,0,0.751544717,1.663780853,0.945410943,0.751544717,8,306
278,278,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2033,154.1588084,237.1833611,80,0,0,0.5074245,0.010152508,0.104922,0,0.839044322,1.622499008,0.966240936,0.839044322,9,242
280,280,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2034,182.2658959,294.2928951,80,0,0,0.5074245,0.034927772,0.0786915,0,0.730620874,1.621043772,0.966975219,0.730620874,7,408
282,282,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2034,191.1891096,312.4235739,80,0,0,0.5074245,0.043308048,0.1221075,0,0.696199464,1.672840048,0.940839855,0.696199464,7,558
284,284,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2034,190.6561772,311.3407323,80,0,0,0.5074245,0.008495781,0.103113,0,0.698255257,1.619033281,0.967989672,0.698255257,7,546
286,286,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2034,182.2658959,294.2928951,80,0,0,0.5074245,0.034927772,0.110349,0,0.730620874,1.652701272,0.951001478,0.730620874,7,408
288,288,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2034,182.2658959,294.2928951,80,0,0,0.5074245,0.034927772,0.0515565,0,0.730620874,1.593908772,0.980666996,0.730620874,7,408
290,290,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2034,149.4974696,227.7121953,80,0,0,0.5074245,0.034927772,0.0479385,0,0.857025496,1.590290772,0.982492567,0.857025496,9,184.5
292,292,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2034,139.0467994,206.477946,80,0,0,0.5074245,0.010025335,0.1383885,0,0.897339089,1.655838335,0.949418579,0.897339089,10,139
294,294,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2034,149.4974696,227.7121953,80,0,0,0.5074245,0.034927772,0.110349,0,0.857025496,1.652701272,0.951001478,0.857025496,9,184.5
296,296,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2034,176.5093184,282.5963626,80,0,0,0.5074245,0.043308048,0.110349,0,0.752826945,1.661081548,0.946772959,0.752826945,8,302
298,298,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2034,154.1656392,237.1972404,80,0,0,0.5074245,0.008495781,0.104922,0,0.839017972,1.620842281,0.967076887,0.839017972,9,244
300,300,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2035,182.0609083,293.8763899,80,0,0,0.5074245,0.032759207,0.0786915,0,0.731411616,1.618875207,0.968069433,0.731411616,7,405
302,302,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2035,190.8058623,311.6448709,80,0,0,0.5074245,0.040608742,0.1221075,0,0.697677845,1.670140742,0.942201871,0.697677845,7,550
304,304,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2035,190.2766823,310.5696536,80,0,0,0.5074245,0.006839054,0.103113,0,0.699719164,1.617376554,0.968825624,0.699719164,7,539
306,306,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2035,182.0609083,293.8763899,80,0,0,0.5074245,0.032759207,0.110349,0,0.731411616,1.650532707,0.952095693,0.731411616,7,405
308,308,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2035,182.0609083,293.8763899,80,0,0,0.5074245,0.032759207,0.0515565,0,0.731411616,1.591740207,0.981761211,0.731411616,7,405
310,310,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2035,149.5549684,227.8290246,80,0,0,0.5074245,0.032759207,0.0479385,0,0.856803693,1.588122207,0.983586781,0.856803693,9,186.5
312,312,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2035,139.1761692,206.7408067,80,0,0,0.5074245,0.009149356,0.1383885,0,0.896840043,1.654962356,0.94986058,0.896840043,9,140
314,314,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2035,149.5549684,227.8290246,80,0,0,0.5074245,0.032759207,0.110349,0,0.856803693,1.650532707,0.952095693,0.856803693,9,186.5
316,316,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2035,176.1902443,281.9480503,80,0,0,0.5074245,0.040608742,0.110349,0,0.754057778,1.658382242,0.948134974,0.754057778,8,300
318,318,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2035,154.1703777,237.2068682,80,0,0,0.5074245,0.006839054,0.104922,0,0.838999693,1.619185554,0.967912838,0.838999693,9,246
320,320,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2036,181.8680567,293.4845433,80,0,0,0.5074245,0.030590642,0.0786915,0,0.732155544,1.616706642,0.969163648,0.732155544,7,401
322,322,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2036,190.4497959,310.9213954,80,0,0,0.5074245,0.037909436,0.1221075,0,0.699051376,1.667441436,0.943563887,0.699051376,7,541
324,324,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2036,189.8900311,309.7840342,80,0,0,0.5074245,0.005471243,0.103113,0,0.701210676,1.616008743,0.969515794,0.701210676,7,532
326,326,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2036,181.8680567,293.4845433,80,0,0,0.5074245,0.030590642,0.110349,0,0.732155544,1.648364142,0.953189907,0.732155544,7,401
328,328,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2036,181.8680567,293.4845433,80,0,0,0.5074245,0.030590642,0.0515565,0,0.732155544,1.589571642,0.982855425,0.732155544,7,401
330,330,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2036,149.6129447,227.9468241,80,0,0,0.5074245,0.030590642,0.0479385,0,0.856580049,1.585953642,0.984680996,0.856580049,9,188.5
332,332,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2036,139.2918511,206.9758556,80,0,0,0.5074245,0.007853392,0.1383885,0,0.896393799,1.653666392,0.950514498,0.896393799,9,141
334,334,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2036,149.6129447,227.9468241,80,0,0,0.5074245,0.030590642,0.110349,0,0.856580049,1.648364142,0.953189907,0.856580049,9,188.5
336,336,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2036,175.8851926,281.3282294,80,0,0,0.5074245,0.037909436,0.110349,0,0.755234518,1.655682936,0.94949699,0.755234518,8,297
338,338,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2036,154.1728544,237.2119006,80,0,0,0.5074245,0.005471243,0.104922,0,0.838990139,1.617817743,0.968603008,0.838990139,9,248
340,340,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2037,181.6844263,293.111433,80,0,0,0.5074245,0.028422076,0.0786915,0,0.732863901,1.614538076,0.970257863,0.732863901,7,395
342,342,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2037,190.119506,310.2502941,80,0,0,0.5074245,0.035210131,0.1221075,0,0.700325473,1.664742131,0.944925902,0.700325473,7,537
344,344,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2037,189.4939267,308.9792075,80,0,0,0.5074245,0.004103433,0.103113,0,0.702738653,1.614640933,0.970205963,0.702738653,7,525
346,346,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2037,181.6844263,293.111433,80,0,0,0.5074245,0.028422076,0.110349,0,0.732863901,1.646195576,0.954284122,0.732863901,7,395
348,348,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2037,181.6844263,293.111433,80,0,0,0.5074245,0.028422076,0.0515565,0,0.732863901,1.587403076,0.98394964,0.732863901,7,395
350,350,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2037,149.6677843,228.0582502,80,0,0,0.5074245,0.028422076,0.0479385,0,0.856368505,1.583785076,0.985775211,0.856368505,9,190.5
352,352,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2037,139.3945412,207.184507,80,0,0,0.5074245,0.006557428,0.1383885,0,0.895997671,1.652370428,0.951168415,0.895997671,9,142
354,354,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2037,149.6677843,228.0582502,80,0,0,0.5074245,0.028422076,0.110349,0,0.856368505,1.646195576,0.954284122,0.856368505,9,190.5
356,356,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2037,175.5919694,280.7324424,80,0,0,0.5074245,0.035210131,0.110349,0,0.756365631,1.652983631,0.950859005,0.756365631,8,294
358,358,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2037,154.1710664,237.2082676,80,0,0,0.5074245,0.004103433,0.104922,0,0.838997037,1.616449933,0.969293178,0.838997037,9,247
360,360,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2038,181.5105434,292.7581281,80,0,0,0.5074245,0.026253511,0.0786915,0,0.733534656,1.612369511,0.971352077,0.733534656,7,386
362,362,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2038,189.8164549,309.6345381,80,0,0,0.5074245,0.032510825,0.1221075,0,0.701494497,1.662042825,0.946287918,0.701494497,7,530
364,364,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2038,189.0877686,308.1539531,80,0,0,0.5074245,0.002735622,0.103113,0,0.704305413,1.613273122,0.970896133,0.704305413,7,521
366,366,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2038,181.5105434,292.7581281,80,0,0,0.5074245,0.026253511,0.110349,0,0.733534656,1.644027011,0.955378337,0.733534656,7,386
368,368,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2038,181.5105434,292.7581281,80,0,0,0.5074245,0.026253511,0.0515565,0,0.733534656,1.585234511,0.985043855,0.733534656,7,386
370,370,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2038,149.7192719,228.1628655,80,0,0,0.5074245,0.026253511,0.0479385,0,0.856169891,1.581616511,0.986869425,0.856169891,9,192.5
372,372,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2038,139.483495,207.3652483,80,0,0,0.5074245,0.005261464,0.1383885,0,0.89565453,1.651074464,0.951822333,0.89565453,9,143
374,374,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2038,149.7192719,228.1628655,80,0,0,0.5074245,0.026253511,0.110349,0,0.856169891,1.644027011,0.955378337,0.856169891,9,192.5
376,376,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2038,175.3112001,280.1619598,80,0,0,0.5074245,0.032510825,0.110349,0,0.757448702,1.650284325,0.952221021,0.757448702,8,291
378,378,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2038,154.1647242,237.1953813,80,0,0,0.5074245,0.002735622,0.104922,0,0.839021502,1.615082122,0.969983348,0.839021502,9,243
380,380,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2039,181.3469659,292.4257623,80,0,0,0.5074245,0.024084946,0.0786915,0,0.734165658,1.610200946,0.972446292,0.734165658,7,381
382,382,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2039,189.5421925,309.0772767,80,0,0,0.5074245,0.029811519,0.1221075,0,0.702552467,1.659343519,0.947649933,0.702552467,7,526
384,384,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2039,188.6709201,307.3069772,80,0,0,0.5074245,0.001367811,0.103113,0,0.705913412,1.611905311,0.971586303,0.705913412,7,514
386,386,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2039,181.3469659,292.4257623,80,0,0,0.5074245,0.024084946,0.110349,0,0.734165658,1.641858446,0.956472551,0.734165658,7,381
388,388,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2039,181.3469659,292.4257623,80,0,0,0.5074245,0.024084946,0.0515565,0,0.734165658,1.583065946,0.986138069,0.734165658,7,381
390,390,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2039,149.7671794,228.2602066,80,0,0,0.5074245,0.024084946,0.0479385,0,0.855985087,1.579447946,0.98796364,0.855985087,9,194.5
392,392,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2039,139.5579234,207.516476,80,0,0,0.5074245,0.003965499,0.1383885,0,0.895367422,1.649778499,0.952476251,0.895367422,9,144
394,394,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2039,149.7671794,228.2602066,80,0,0,0.5074245,0.024084946,0.110349,0,0.855985087,1.641858446,0.956472551,0.855985087,9,194.5
396,396,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2039,175.0435476,279.6181285,80,0,0,0.5074245,0.029811519,0.110349,0,0.758481175,1.647585019,0.953583037,0.758481175,8,289
398,398,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2039,154.1535213,237.1726185,80,0,0,0.5074245,0.001367811,0.104922,0,0.839064717,1.613714311,0.970673518,0.839064717,9,241
400,400,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2040,181.1942851,292.115537,80,0,0,0.5074245,0.021916381,0.0786915,0,0.734754626,1.608032381,0.973540506,0.734754626,7,377
402,402,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2040,189.2983618,308.581848,80,0,0,0.5074245,0.027112213,0.1221075,0,0.703493047,1.656644213,0.949011949,0.703493047,7,523
404,404,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2040,188.2427063,306.4369087,80,0,0,0.5074245,0,0.103113,0,0.707565252,1.6105375,0.972276473,0.707565252,7,509
406,406,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2040,181.1942851,292.115537,80,0,0,0.5074245,0.021916381,0.110349,0,0.734754626,1.639689881,0.957566766,0.734754626,7,377
408,408,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2040,181.1942851,292.115537,80,0,0,0.5074245,0.021916381,0.0515565,0,0.734754626,1.580897381,0.987232284,0.734754626,7,377
410,410,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2040,149.811265,228.3497822,80,0,0,0.5074245,0.021916381,0.0479385,0,0.855815026,1.577279381,0.989057854,0.855815026,9,196.5
412,412,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2040,139.6169899,207.6364905,80,0,0,0.5074245,0.002669535,0.1383885,0,0.895139572,1.648482535,0.953130168,0.895139572,9,145
414,414,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2040,149.811265,228.3497822,80,0,0,0.5074245,0.021916381,0.110349,0,0.855815026,1.639689881,0.957566766,0.855815026,9,196.5
416,416,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2040,174.7897143,279.1023761,80,0,0,0.5074245,0.027112213,0.110349,0,0.75946034,1.644885713,0.954945053,0.75946034,8,287
418,418,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2040,154.1371324,237.1393187,80,0,0,0.5074245,0,0.104922,0,0.839127937,1.6123465,0.971363688,0.839127937,9,238
420,420,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2041,181.0531278,291.8287257,80,0,0,0.5074245,0.019747816,0.0786915,0,0.735299143,1.605863816,0.974634721,0.735299143,7,373
