product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,rank
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2020,613.2411122,1246.017186,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.429298225395331,1.0,0.0,0.429298225395331,5,5145.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2020,592.3655308,1203.601026,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45402356736997085,1.0,0.0,0.45402356736997085,5,5052.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2020,975.6971728,1982.475443,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5269.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2020,528.4937339,1073.822779,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5296742518049078,1.0,0.0,0.5296742518049078,6,4961.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2020,613.2411122,1246.017186,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.429298225395331,1.0,0.0,0.429298225395331,5,5145.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2020,969.9193084,1970.735659,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.006843386559432396,1.0,0.0,0.006843386559432396,1,5208.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2020,598.7510022,1216.57538,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.446460522249978,1.0,0.0,0.446460522249978,5,5084.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2020,677.451857,1376.484126,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35324608614203445,1.0,0.0,0.35324608614203445,4,5177.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2020,592.3655308,1203.601026,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45402356736997085,1.0,0.0,0.45402356736997085,5,5052.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2020,975.6971728,1982.475443,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5269.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2021,613.0117421,1245.551139,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4295698946749831,1.0,0.0,0.4295698946749831,5,5143.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2021,592.0825647,1203.02608,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45435871653088133,1.0,0.0,0.45435871653088133,5,5050.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2021,975.4272255,1981.92695,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0003197295050010318,1.0,0.0,0.0003197295050010318,1,5267.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2021,528.2643638,1073.356732,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5299459210845601,1.0,0.0,0.5299459210845601,6,4958.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2021,613.0117421,1245.551139,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4295698946749831,1.0,0.0,0.4295698946749831,5,5143.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2021,969.6899383,1970.269612,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.007115055839084561,1.0,0.0,0.007115055839084561,1,5207.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2021,598.3517103,1215.764076,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44693344937885804,1.0,0.0,0.44693344937885804,5,5080.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2021,677.2224869,1376.01808,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3535177554216865,1.0,0.0,0.3535177554216865,4,5176.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2021,592.0825647,1203.02608,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45435871653088133,1.0,0.0,0.45435871653088133,5,5050.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2021,975.4272255,1981.92695,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0003197295050010318,1.0,0.0,0.0003197295050010318,1,5267.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2022,612.7695303,1245.059,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.42985677385073107,1.0,0.0,0.42985677385073107,5,5141.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2022,591.7801947,1202.411708,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4547168479529299,1.0,0.0,0.4547168479529299,5,5048.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2022,975.1717597,1981.40788,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0006223069109564383,1.0,0.0,0.0006223069109564383,1,5265.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2022,528.022152,1072.864593,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.530232800260308,1.0,0.0,0.530232800260308,6,4957.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2022,612.7695303,1245.059,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.42985677385073107,1.0,0.0,0.42985677385073107,5,5141.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2022,969.4477265,1969.777473,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.007401935014832439,1.0,0.0,0.007401935014832439,1,5206.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2022,598.006483,1215.062625,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44734234160983,1.0,0.0,0.44734234160983,5,5071.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2022,676.9802751,1375.52594,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3538046345974347,1.0,0.0,0.3538046345974347,4,5175.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2022,591.7801947,1202.411708,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4547168479529299,1.0,0.0,0.4547168479529299,5,5048.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2022,975.1717597,1981.40788,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0006223069109564383,1.0,0.0,0.0006223069109564383,1,5265.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2023,612.5137064,1244.539203,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4301597753955305,1.0,0.0,0.4301597753955305,5,5139.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2023,591.4572563,1201.755544,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4550993408868389,1.0,0.0,0.4550993408868389,5,5046.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2023,974.9316444,1980.92,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.000906702961638195,1.0,0.0,0.000906702961638195,1,5263.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2023,527.7663281,1072.344796,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5305358018051074,1.0,0.0,0.5305358018051074,6,4955.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2023,612.5137064,1244.539203,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4301597753955305,1.0,0.0,0.4301597753955305,5,5139.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2023,969.1919026,1969.257676,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.007704936559631892,1.0,0.0,0.007704936559631892,1,5205.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2023,597.7185643,1214.477615,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44768335670215176,1.0,0.0,0.44768335670215176,5,5066.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2023,676.7244512,1375.006143,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35410763614223406,1.0,0.0,0.35410763614223406,4,5174.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2023,591.4572563,1201.755544,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4550993408868389,1.0,0.0,0.4550993408868389,5,5046.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2023,974.9316444,1980.92,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.000906702961638195,1.0,0.0,0.000906702961638195,1,5263.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2024,612.2434536,1243.990088,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43047986673917116,1.0,0.0,0.43047986673917116,5,5137.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2024,591.1125155,1201.05508,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45550765690014106,1.0,0.0,0.45550765690014106,5,5044.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2024,974.7078004,1980.465182,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0011718270481448911,1.0,0.0,0.0011718270481448911,1,5261.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2024,527.4960752,1071.795681,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5308558932671894,1.0,0.0,0.5308558932671894,6,4954.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2024,612.2434536,1243.990088,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43047986673917116,1.0,0.0,0.43047986673917116,5,5137.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2024,968.9216497,1968.708561,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.008025028021714009,1.0,0.0,0.008025028021714009,1,5204.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2024,597.4913926,1214.016035,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4479524221648967,1.0,0.0,0.4479524221648967,5,5062.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2024,676.4541984,1374.457029,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3544277274858746,1.0,0.0,0.3544277274858746,4,5173.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2024,591.1125155,1201.05508,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45550765690014106,1.0,0.0,0.45550765690014106,5,5044.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2024,974.7078004,1980.465182,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0011718270481448911,1.0,0.0,0.0011718270481448911,1,5261.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2025,611.9579061,1243.409897,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4308180733477547,1.0,0.0,0.4308180733477547,5,5135.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2025,590.7446642,1200.30766,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4559433453254855,1.0,0.0,0.4559433453254855,5,5042.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2025,974.5012043,1980.045408,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0014165224712445745,1.0,0.0,0.0014165224712445745,1,5259.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2025,527.2105278,1071.21549,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5311940997573315,1.0,0.0,0.5311940997573315,6,4953.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2025,611.9579061,1243.409897,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4308180733477547,1.0,0.0,0.4308180733477547,5,5135.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2025,968.6361023,1968.12837,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.008363234511856166,1.0,0.0,0.008363234511856166,1,5203.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2025,597.3286128,1213.68529,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.448145220925537,1.0,0.0,0.448145220925537,5,5060.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2025,676.1686509,1373.876837,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3547659340944581,1.0,0.0,0.3547659340944581,4,5172.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2025,590.7446642,1200.30766,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4559433453254855,1.0,0.0,0.4559433453254855,5,5042.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2025,974.5012043,1980.045408,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0014165224712445745,1.0,0.0,0.0014165224712445745,1,5259.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2026,611.6561463,1242.796765,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43117548204005574,1.0,0.0,0.43117548204005574,5,5123.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2026,590.3523157,1199.510464,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4564080485905039,1.0,0.0,0.4564080485905039,5,5040.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2026,974.3128907,1979.662782,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0016395638356626607,1.0,0.0,0.0016395638356626607,1,5257.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2026,526.908768,1070.602358,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5315515084496325,1.0,0.0,0.5315515084496325,6,4947.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2026,611.6561463,1242.796765,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43117548204005574,1.0,0.0,0.43117548204005574,5,5123.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2026,968.3343425,1967.515238,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.008720643204157108,1.0,0.0,0.008720643204157108,1,5197.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2026,597.2340883,1213.49323,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44825717711696933,1.0,0.0,0.44825717711696933,5,5058.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2026,675.8668911,1373.263705,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3551233427867593,1.0,0.0,0.3551233427867593,4,5166.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2026,590.3523157,1199.510464,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4564080485905039,1.0,0.0,0.4564080485905039,5,5040.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2026,974.3128907,1979.662782,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0016395638356626607,1.0,0.0,0.0016395638356626607,1,5257.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2027,611.4043125,1242.285075,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.431473757652431,1.0,0.0,0.431473757652431,5,5115.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2027,589.9961732,1198.786834,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4568298689429756,1.0,0.0,0.4568298689429756,5,5038.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2027,974.1471422,1979.326006,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.001835878767724064,1.0,0.0,0.001835878767724064,1,5255.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2027,526.6569342,1070.090668,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5318497840620078,1.0,0.0,0.5318497840620078,6,4943.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2027,611.4043125,1242.285075,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.431473757652431,1.0,0.0,0.431473757652431,5,5115.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2027,968.0825087,1967.003548,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009018918816532384,1.0,0.0,0.009018918816532384,1,5193.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2027,597.1739768,1213.371093,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44832837405111126,1.0,0.0,0.44832837405111126,5,5056.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2027,675.6150573,1372.752015,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35542161839913444,1.0,0.0,0.35542161839913444,4,5162.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2027,589.9961732,1198.786834,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4568298689429756,1.0,0.0,0.4568298689429756,5,5038.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2027,974.1471422,1979.326006,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.001835878767724064,1.0,0.0,0.001835878767724064,1,5255.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2028,611.2054001,1241.880914,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43170935238959096,1.0,0.0,0.43170935238959096,5,5107.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2028,589.6784091,1198.141184,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4572062333607717,1.0,0.0,0.4572062333607717,5,5036.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2028,974.0053127,1979.037829,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0020038636885939543,1.0,0.0,0.0020038636885939543,1,5253.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2028,526.4580218,1069.686507,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5320853787991678,1.0,0.0,0.5320853787991678,6,4939.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2028,611.2054001,1241.880914,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43170935238959096,1.0,0.0,0.43170935238959096,5,5107.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2028,967.8835963,1966.599387,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009254513553692334,1.0,0.0,0.009254513553692334,1,5189.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2028,597.1503431,1213.323072,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4483563661488368,1.0,0.0,0.4483563661488368,5,5054.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2028,675.4161449,1372.347854,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3556572131362945,1.0,0.0,0.3556572131362945,4,5158.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2028,589.6784091,1198.141184,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4572062333607717,1.0,0.0,0.4572062333607717,5,5036.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2028,974.0053127,1979.037829,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0020038636885939543,1.0,0.0,0.0020038636885939543,1,5253.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2029,611.0625845,1241.590733,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43187850526163096,1.0,0.0,0.43187850526163096,5,5101.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2029,589.4013259,1197.578191,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4575344147294319,1.0,0.0,0.4575344147294319,5,5034.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2029,973.8888374,1978.801168,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.00214181872653596,1.0,0.0,0.00214181872653596,1,5251.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2029,526.3152062,1069.396326,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5322545316712077,1.0,0.0,0.5322545316712077,6,4936.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2029,611.0625845,1241.590733,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43187850526163096,1.0,0.0,0.43187850526163096,5,5101.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2029,967.7407807,1966.309206,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009423666425732335,1.0,0.0,0.009423666425732335,1,5186.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2029,597.1653759,1213.353617,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4483385610820598,1.0,0.0,0.4483385610820598,5,5055.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2029,675.2733293,1372.057674,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3558263660083344,1.0,0.0,0.3558263660083344,4,5155.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2029,589.4013259,1197.578191,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4575344147294319,1.0,0.0,0.4575344147294319,5,5034.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2029,973.8888374,1978.801168,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.00214181872653596,1.0,0.0,0.00214181872653596,1,5251.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2030,610.9792315,1241.421372,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43197722976611885,1.0,0.0,0.43197722976611885,5,5095.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2030,589.1673647,1197.102815,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4578115217746419,1.0,0.0,0.4578115217746419,5,5032.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2030,973.7992375,1978.619114,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002247942150163995,1.0,0.0,0.002247942150163995,1,5249.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2030,526.2318532,1069.226965,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323532561756956,1.0,0.0,0.5323532561756956,6,4933.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2030,610.9792315,1241.421372,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43197722976611885,1.0,0.0,0.43197722976611885,5,5095.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2030,967.6574277,1966.139845,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009522390930220226,1.0,0.0,0.009522390930220226,1,5183.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2030,597.221395,1213.467439,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44827221124594874,1.0,0.0,0.44827221124594874,5,5057.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2030,675.1899763,1371.888312,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559250905128223,1.0,0.0,0.3559250905128223,4,5152.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2030,589.1673647,1197.102815,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4578115217746419,1.0,0.0,0.4578115217746419,5,5032.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2030,973.7992375,1978.619114,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002247942150163995,1.0,0.0,0.002247942150163995,1,5249.5
Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2031,610.9589089,1241.380079,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4320013001488874,1.0,0.0,0.4320013001488874,5,5091.5
Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2031,588.9791127,1196.720315,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4580344901791248,1.0,0.0,0.4580344901791248,5,5030.5
Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2031,973.7381255,1978.494943,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023203240910451006,1.0,0.0,0.0023203240910451006,1,5247.5
Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2031,526.2115305,1069.185672,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323773266769056,1.0,0.0,0.5323773266769056,6,4931.0
Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2031,610.9589089,1241.380079,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4320013001488874,1.0,0.0,0.4320013001488874,5,5091.5
Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2031,967.637105,1966.098552,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009546461431430231,1.0,0.0,0.009546461431430231,1,5181.0
Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2031,597.3208597,1213.669537,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44815440380984517,1.0,0.0,0.44815440380984517,5,5059.0
Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2031,675.1696537,1371.84702,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559491608955908,1.0,0.0,0.3559491608955908,4,5150.0
Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2031,588.9791127,1196.720315,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4580344901791248,1.0,0.0,0.4580344901791248,5,5030.5
Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2031,973.7381255,1978.494943,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023203240910451006,1.0,0.0,0.0023203240910451006,1,5247.5
