,technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
11,Biomass Digestion + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387,1.387,1.387,1.387,1.387,1.387,1.387,1.387,1.387,1.387,1.7899190689000002,2.4834190689,2.5199190689,2.5199190689,2.5199190689,2.5199190689,2.5199190689,2.5199190689,2.5199190689,2.5199190689
12,Biomass Gasification + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935,0.6935,0.6935,0.6935,0.6935,0.6935,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
10,Electrolyser - grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
15,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935,1.39555524303,1.39555524303,2.09761048606,3.4931657290900002,4.1866657290900005,4.880165729090001,4.551665729090001,5.938665729090001,6.63216572909,6.63216572909,8.02914004102,10.52111435295,12.64808866488,14.438007733780001,14.473088664879999,14.83808866488,14.83808866488,14.509588664879999,13.49842293579,13.49842293579,13.49842293579,13.49842293579,13.169922935790002
16,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.0,0.0,0.0,0.38,0.625,0.965,5.155,6.03,9.075555243030001,19.37377621515,26.98444581113,37.289585852150005,52.473170650140005,72.90991731033,99.53597255336,129.29161259438,162.18767170430002,191.19053939705998,219.53924522762003,249.26355767735,280.55687012708006,309.39328919597995,337.86470826487994,345.16470826487995,347.24520826488,347.93870826487995,351.18720826488,359.50920826488,367.13770826487996,377.21170826488,384.84020826488
17,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935,1.0585,2.08905524303,2.79111048606,4.1866657290900005,4.88872097212,5.58222097212,6.28427621515,6.9863314581800005,8.738331458180001,9.80538670121,13.98775439397,19.30020301783,22.84496022453,23.574960224530003,20.614463037260002,18.9899334823,18.7344334823,19.464433482300002,19.829433482300004,20.1944334823,20.5594334823,20.5594334823
14,Methane Pyrolysis + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4675000000000002,4.161,4.161,4.161,3.8325000000000005,4.891,4.891,4.891,4.891,4.891,4.891,5.256,5.621,5.621,5.621,5.621,5.2925,5.2925,4.964,4.6355
2,Coal Gasification+ CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.7885000000000002,2.5185000000000004,3.2485000000000004,4.307,6.059,7.446000000000001,8.139500000000002,8.5045,8.541,8.5775,8.9425,8.9425,8.9425,8.9425,8.9425,8.9425,8.9425
3,Natural Gas ATR + CCS + ammonia synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.365,0.6935,0.365,0.6935,0.6935,0.6935,0.6935,0.6935,1.3884190689,1.3884190689,2.0819190689,1.7534190689,1.7534190689,2.4483381378000004,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.5082572066999997,3.1783381378000004
4,Oversized ATR + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949190689,0.6949190689,1.39697431193,1.39697431193,1.39697431193,2.09189338083,2.78681244973,2.78681244973,2.78681244973,2.78681244973,2.78681244973,2.78681244973,2.78681244973,2.78681244973,2.1269743119299998,2.1269743119299998
